hotspot_id,particle_i,particle_j,x_nm,y_nm,gap_nm,radius_i_nm,radius_j_nm,coordination_i,coordination_j,euclidean_distance_nm,geodesic_distance_nm,geodesic_steps,Einc_x_real,Einc_x_imag,Einc_y_real,Einc_y_imag,Einc_z_real,Einc_z_imag,Escat_x_real,Escat_x_imag,Escat_y_real,Escat_y_imag,Escat_z_real,Escat_z_imag,Etotal_x_real,Etotal_x_imag,Etotal_y_real,Etotal_y_imag,Etotal_z_real,Etotal_z_imag,M2_inc,M2_scat,M2_total,M4,f_inc,f_scat,remote_classification
45,24,175,108.54273981955302,-166.2180455275994,2.7324634271368318,10.0,10.0,3,2,220.13838318443112,91.16567417830265,5,1.1029196129248982e-07,0.0,0.0,0.0,0.0,0.0,0.020292398423256953,0.01908865848132295,0.015309780946311002,0.016840344188207793,0.0,0.0,0.020292508715218247,0.01908865848132295,0.015309780946311002,0.016840344188207793,0.0,0.0,1.2164316725744073e-14,0.0012941449013861154,0.0012941493775751227,1.6748226114780775e-06,9.399468822166905e-12,0.9999965412114823,transition
46,25,26,126.49464744888348,-196.12014761123223,3.6645421000801477,10.0,10.0,2,5,222.47094775010365,119.86672691195324,6,7.840101554395094e-08,0.0,0.0,0.0,0.0,0.0,0.008269949388263632,0.01581590595797921,-0.007563292404893876,-0.012352798567754023,0.0,0.0,0.008270027789279176,0.01581590595797921,-0.007563292404893876,-0.012352798567754023,0.0,0.0,6.1467192383228375e-15,0.0005283299686135155,0.0005283312653645233,2.791339259616783e-07,1.1634214443246882e-11,0.9999975455720818,transition
47,26,32,145.06403095737699,-211.0406220037734,4.1802935742350265,10.0,10.0,5,4,234.79741122643367,143.68777978507342,7,1.216460523713725e-08,0.0,0.0,0.0,0.0,0.0,0.0058310603466130975,0.009762601460169612,-0.004649928039694643,-0.008177433718470553,0.0,0.0,0.005831072511218335,0.009762601460169612,-0.004649928039694643,-0.008177433718470553,0.0,0.0,1.47977620575387e-16,0.0002178019050302671,0.00021780204689550952,4.743773163187373e-08,6.794133603637767e-13,0.9999993486505547,transition
48,26,51,139.9665943812677,-191.91103797952542,2.636769250467175,10.0,10.0,5,3,236.52846458599873,133.9809026952111,7,9.288849877236279e-09,0.0,0.0,0.0,0.0,0.0,0.0034407257520516175,0.003065557875690693,0.013092969927950827,0.015803583356445796,0.0,0.0,0.0034407350409014948,0.003065557875690693,0.013092969927950827,0.015803583356445796,0.0,0.0,8.628273204183243e-17,0.0004424153472283957,0.00044241541114925194,1.9573139602236164e-07,1.9502650646300462e-13,0.9999998555184684,transition
49,26,136,133.78334726900076,-213.61676577156874,2.5499404168520954,10.0,10.0,5,2,223.26672687466944,138.8207975068517,7,6.972631507329506e-08,0.0,0.0,0.0,0.0,0.0,0.000625702140340907,-0.00016796838870804915,0.012481008569123988,0.013648326643504292,0.0,0.0,0.0006257718666559803,-0.00016796838870804915,0.012481008569123988,0.013648326643504292,0.0,0.0,4.861759013700414e-15,0.00034247211161836795,0.00034247219887903886,1.1728720700504394e-07,1.4196069139666389e-11,0.9999997452036364,transition
50,26,150,147.82984130783456,-200.3497136908734,3.3789221890090566,10.0,10.0,5,3,240.83768243569997,141.61712291343042,7,4.705772946952488e-09,0.0,0.0,0.0,0.0,0.0,0.014337773326439629,0.023604720249407435,0.0025118402083819965,0.004285516104987545,0.0,0.0,0.014337778032212575,0.023604720249407435,0.0025118402083819965,0.004285516104987545,0.0,0.0,2.21442990282699e-17,0.000787429551531701,0.0007874296864723348,6.200455111379194e-07,2.8122255750193776e-14,0.9999998286315133,transition
51,27,28,206.01012327550933,15.423538002779747,2.7031208661412585,10.0,10.0,3,3,411.65610534710004,353.739478745619,16,4.6858390280118515e-25,0.0,0.0,0.0,0.0,0.0,-0.005515480531450668,-0.007934335558882122,0.004475821099979897,0.004752397163988859,0.0,0.0,-0.005515480531450668,-0.007934335558882122,0.004475821099979897,0.004752397163988859,0.0,0.0,2.1957087396439052e-49,0.0001359924595770672,0.0001359924595770672,1.8493949061820253e-08,1.6145812396308583e-45,1.0,transition
52,27,36,208.69266734809355,25.74422592446971,5.571825385997279,10.0,10.0,3,4,420.9956422400993,357.20892398075,16,3.583569123788784e-26,0.0,0.0,0.0,0.0,0.0,-0.006211252510045937,-0.0025431197478692413,-0.001838222964533744,-0.00019148065703065566,0.0,0.0,-0.006211252510045937,-0.0025431197478692413,-0.001838222964533744,-0.00019148065703065566,0.0,0.0,1.2841967664972315e-51,4.846284430491059e-05,4.846284430491059e-05,2.3486472781220047e-09,2.649858432611863e-47,1.0,transition
53,28,36,218.14346254122296,19.456110588124726,1.3272259685383219,10.0,10.0,3,4,423.0049552813378,366.52539143861765,17,2.045707968471463e-26,0.0,0.0,0.0,0.0,0.0,-0.0001729999206214353,0.003468154432679419,-0.005129182955148131,0.007508959854570465,0.0,0.0,-0.0001729999206214353,0.003468154432679419,-0.005129182955148131,0.007508959854570465,0.0,0.0,4.1849210922676394e-52,9.475102002638192e-05,9.475102002638192e-05,8.977755796039827e-09,4.416755715244453e-48,1.0,transition
54,28,183,224.3912306127222,2.2747354085898914,2.5228332712134147,10.0,10.0,3,2,415.4838745706768,376.3393928295954,17,1.64526265930473e-25,0.0,0.0,0.0,0.0,0.0,-0.0034836015749773186,-0.007767668359391444,0.0037515939552660907,0.00510327241919094,0.0,0.0,-0.0034836015749773186,-0.007767668359391444,0.0037515939552660907,0.00510327241919094,0.0,0.0,2.706889218102472e-50,0.00011258999826433943,0.00011258999826433943,1.2676507709163955e-08,2.404200426175709e-46,1.0,transition
55,29,34,223.45360945892668,-30.699083479463972,3.387756131141508,10.0,10.0,2,3,392.9549496579164,378.19706912652003,17,6.777724657512113e-23,0.0,0.0,0.0,0.0,0.0,-0.007712438674015316,-0.005777888765473686,0.0037857675078322973,0.0019499289655006424,0.0,0.0,-0.007712438674015316,-0.005777888765473686,0.0037857675078322973,0.0019499289655006424,0.0,0.0,4.5937551533047687e-45,0.00011099996748049132,0.00011099996748049132,1.2320992780670132e-08,4.138519368586427e-41,1.0,transition
56,30,41,74.89307953427513,-187.26674680391986,4.301697678171163,10.0,10.0,4,4,180.44870103129864,50.73343710333904,4,2.1142834823803512e-05,0.0,0.0,0.0,0.0,0.0,0.005244942426909529,0.010609195187651696,-0.005300337003508578,-0.011807117259659036,0.0,0.0,0.005266085261733333,0.010609195187651696,-0.005300337003508578,-0.011807117259659036,0.0,0.0,4.470194643866385e-10,0.0003075660339253881,0.00030778826684763755,9.473361720907254e-08,1.4523603156319266e-06,0.9992779681807706,transition
57,30,78,64.34274174227482,-190.0301604311682,2.517554995865815,10.0,10.0,4,4,170.0435014242107,39.82719657781551,3,7.059091883643412e-05,0.0,0.0,0.0,0.0,0.0,0.0018018226403907478,-0.0009212055869299813,0.05419933100767293,0.01706743112483265,0.0,0.0,0.001872413559227182,-0.0009212055869299813,0.05419933100767293,0.01706743112483265,0.0,0.0,4.983077822172029e-09,0.003232959871441019,0.0032332192391503717,1.0453706648412108e-05,1.5412124738814456e-06,0.9999197803519748,transition
58,30,90,55.51624850978013,-181.68791417618746,1.8408983096198064,10.0,10.0,4,4,167.52849983908507,33.69968171699783,2,9.346254057884159e-05,0.0,0.0,0.0,0.0,0.0,0.07198994667054572,0.04669677749879978,0.011872359413519657,0.011590903964846596,0.0,0.0,0.07208340921112456,0.04669677749879978,0.011872359413519657,0.011590903964846596,0.0,0.0,8.73524649145161e-09,0.007638443423166513,0.007651908885036937,5.855170958490722e-05,1.141577431552159e-06,0.9982402480122633,transition
59,31,47,-13.997018002894434,-130.50274346048735,3.7177475871085655,10.0,10.0,2,2,164.58310109129934,23.313520890278195,1,0.00012914463564303838,0.0,0.0,0.0,0.0,0.0,0.006273716950131222,0.000845796231300788,0.03325849492533152,0.013222335511541809,0.0,0.0,0.006402861585774261,0.000845796231300788,0.03325849492533152,0.013222335511541809,0.0,0.0,1.6678336915373137e-08,0.0013210325367133285,0.0013226696488295483,1.7494549999348807e-06,1.2609601293967898e-05,0.9987622668157022,transition
60,32,43,160.047999694086,-229.39675552993037,3.5524333156405596,10.0,10.0,4,3,244.54794292075047,167.38307377212448,8,2.594642778637075e-09,0.0,0.0,0.0,0.0,0.0,0.0024748540085906537,0.0032726180917874007,-0.006645230142714864,-0.010173154407425411,0.0,0.0,0.0024748566032334325,0.0032726180917874007,-0.006645230142714864,-0.010173154407425411,0.0,0.0,6.7321711487335204e-18,0.0001644870857854967,0.0001644870986282276,2.7056005615132273e-08,4.0928262489142197e-14,0.9999999219225642,transition
61,32,136,142.48006110747116,-222.01550482846324,3.142198788321611,10.0,10.0,4,2,229.2317085599967,150.9109442939692,8,2.856832238384996e-08,0.0,0.0,0.0,0.0,0.0,0.01839339877586356,0.02362995221007321,0.004138607818127273,0.0051356827224677305,0.0,0.0,0.018393427344185944,0.02362995221007321,0.004138607818127273,0.0051356827224677305,0.0,0.0,8.161490438275826e-16,0.0009401950716764007,0.0009401961226143089,8.839687489789806e-07,8.680625501392188e-13,0.9999988822141648,transition
62,32,150,156.52655514630493,-208.74845274776789,2.0857626039521584,10.0,10.0,4,3,246.42117973547877,153.7072697005479,8,1.9144211725972062e-09,0.0,0.0,0.0,0.0,0.0,0.00011158532720351402,-0.00040987962350909433,0.007964786129081199,0.01222599496253168,0.0,0.0,0.00011158724162468662,-0.00040987962350909433,0.007964786129081199,0.01222599496253168,0.0,0.0,3.665008426088462e-18,0.00021309322349686942,0.00021309322392411571,4.540872208237332e-08,1.719908478832533e-14,0.9999999979950264,transition
63,33,37,127.42789914918305,-35.47723184818514,2.142496909328244,10.0,10.0,3,3,321.2556658491174,286.37718686637794,13,1.524023639171556e-15,0.0,0.0,0.0,0.0,0.0,-0.015700105725091278,0.0011690548771985873,-0.0007439296613346844,-0.0012224738459802702,0.0,0.0,-0.015700105725089755,0.0011690548771985873,-0.0007439296613346844,-0.0012224738459802702,0.0,0.0,2.322648052753713e-30,0.0002499078827300651,0.00024990788273001723,6.245394985060004e-08,9.294016768822523e-27,1.0000000000001916,transition
64,33,124,121.93412796406655,-24.891615780338526,3.3924663837018194,10.0,10.0,3,3,326.03036566409907,281.11137590678436,13,5.48630106450103e-16,0.0,0.0,0.0,0.0,0.0,7.758042292743737e-05,0.004254099205655772,-0.0018343537114964316,0.00757710113922346,0.0,0.0,7.758042292798601e-05,0.004254099205655772,-0.0018343537114964316,0.00757710113922346,0.0,0.0,3.009949937034514e-31,7.888069398648486e-05,7.888069398648494e-05,6.222163883789481e-09,3.815825881996202e-27,0.999999999999999,transition
65,34,35,246.37142992351636,-35.046187144811505,4.648380652469513,10.0,10.0,3,4,408.20316199347235,401.5235306053737,18,1.1945908385065786e-24,0.0,0.0,0.0,0.0,0.0,-0.006912571080101356,-0.0012963006296038341,-0.000473989176124993,0.0001941768980289616,0.0,0.0,-0.006912571080101356,-0.0012963006296038341,-0.000473989176124993,0.0001941768980289616,0.0,0.0,1.4270472714438507e-48,4.9726404666576735e-05,4.9726404666576735e-05,2.4727153210641447e-09,2.8697978086540227e-44,1.0,transition
66,34,42,239.8508366682547,-44.56040486823251,1.2996250838350214,10.0,10.0,3,4,397.2744064456668,399.66810288824325,18,2.1929714790501954e-23,0.0,0.0,0.0,0.0,0.0,-0.0023785467160084553,-0.006698519562467313,0.006210977012139673,0.008751088408023439,0.0,0.0,-0.0023785467160084553,-0.006698519562467313,0.006210977012139673,0.008751088408023439,0.0,0.0,4.8091239079276016e-46,0.00016568543257936154,0.00016568543257936154,2.745166256901016e-08,2.9025629067444316e-42,1.0,transition
67,35,40,268.4873609365856,-41.97882399877041,4.699856214733586,10.0,10.0,4,5,422.05441238907565,424.7005851706913,19,2.667885286873531e-26,0.0,0.0,0.0,0.0,0.0,-0.003278324858021664,-0.0033517060744019064,0.002605032931365006,0.002314413160110969,0.0,0.0,-0.003278324858021664,-0.0033517060744019064,0.002605032931365006,0.002314413160110969,0.0,0.0,7.117611903916262e-52,3.41240523330964e-05,3.41240523330964e-05,1.164450947631902e-09,2.0858050018323874e-47,1.0,transition
68,35,42,252.16156225897055,-43.984468563289624,3.068461178780229,10.0,10.0,4,4,407.5516061393958,411.99229321447797,19,1.4240564434286349e-24,0.0,0.0,0.0,0.0,0.0,-0.0026695082839341038,0.004217178193768397,-0.004628899745566957,0.005185796426878327,0.0,0.0,-0.0026695082839341038,0.004217178193768397,-0.004628899745566957,0.005185796426878327,0.0,0.0,2.0279367540706127e-48,7.323006383152237e-05,7.323006383152237e-05,5.362642248768841e-09,2.7692680409731855e-44,1.0,transition
69,35,61,270.3818548344467,-31.4732747708438,4.1549025865752185,10.0,10.0,4,3,429.64909810033237,425.79833662386693,19,3.1441714449619822e-27,0.0,0.0,0.0,0.0,0.0,-0.006461541679450667,0.00020611666591366612,-0.001430394664563987,-0.0002068156461846328,0.0,0.0,-0.006461541679450667,0.00020611666591366612,-0.001430394664563987,-0.0002068156461846328,0.0,0.0,9.885814075314319e-54,4.38828065631654e-05,4.38828065631654e-05,1.9257007118601924e-09,2.2527761666940257e-49,1.0,transition
70,36,38,231.07956881496193,25.303165282978394,2.3739966980602603,10.0,10.0,4,4,436.28043182051664,379.60016985445577,17,4.710835052404816e-28,0.0,0.0,0.0,0.0,0.0,-0.0043129851968066926,-0.007788992154316362,0.002703706266825532,0.0027137244671784307,0.0,0.0,-0.0043129851968066926,-0.007788992154316362,0.002703706266825532,0.0027137244671784307,0.0,0.0,2.2191966890965886e-55,9.394456814891002e-05,9.394456814891002e-05,8.825581884685199e-09,2.362240556131969e-51,1.0,transition
71,36,70,228.56200996903812,37.946659964629845,2.502656207925199,10.0,10.0,4,3,443.52186909712,380.52608874606705,17,5.733485344811396e-29,0.0,0.0,0.0,0.0,0.0,-0.0048530986485215985,0.0021192039818449734,-0.005435398469389217,0.0008208747978162825,0.0,0.0,-0.0048530986485215985,0.0021192039818449734,-0.005435398469389217,0.0008208747978162825,0.0,0.0,3.2872854199167045e-57,5.826098396367832e-05,5.826098396367832e-05,3.3943422524159824e-09,5.642344492441286e-53,1.0,transition
72,37,53,147.2968513990152,-44.584247310214366,4.898960554777304,10.0,10.0,3,4,327.7082968079757,308.23383331847003,14,3.817643283045821e-16,0.0,0.0,0.0,0.0,0.0,-0.008265483757307422,-0.003663776455093309,0.008976350127357957,0.003301197832630636,0.0,0.0,-0.00826548375730704,-0.003663776455093309,0.008976350127357957,0.003301197832630636,0.0,0.0,1.4574400236584873e-31,0.00017321424839429335,0.00017321424839428703,3.000317584679777e-08,8.414088547386247e-28,1.0000000000000364,transition
73,37,124,133.00123941462755,-25.194248372377647,3.8526132212191015,10.0,10.0,3,3,332.7258619070405,292.18262436144846,14,1.276563466662982e-16,0.0,0.0,0.0,0.0,0.0,-0.004004701830466542,-0.0037144907859043078,0.008495747618252602,0.007277193676027719,0.0,0.0,-0.004004701830466415,-0.0037144907859043078,0.008495747618252602,0.007277193676027719,0.0,0.0,1.6296142844186104e-32,0.00015497035394097268,0.00015497035394097168,2.4015810600590035e-08,1.0515651819697925e-28,1.0000000000000064,transition
74,38,44,250.76085495181587,27.608822771245663,3.2241909402799322,10.0,10.0,4,3,452.04858953890516,399.41604935686297,18,4.592933700229784e-30,0.0,0.0,0.0,0.0,0.0,-0.005151541922574372,-0.0003530567500414627,-0.003929735503001648,-0.001423497941769223,0.0,0.0,-0.005151541922574372,-0.0003530567500414627,-0.003929735503001648,-0.001423497941769223,0.0,0.0,2.1095039974706454e-59,4.4132200762563926e-05,4.4132200762563926e-05,1.947651144147248e-09,4.7799655603399616e-55,1.0,transition
75,38,70,238.81557217019287,33.473026737793546,5.7834101939706635,10.0,10.0,4,3,447.52620104701435,390.85149795841835,18,1.7626215210331303e-29,0.0,0.0,0.0,0.0,0.0,-0.00016099776927031863,-0.001379066377166563,-0.0018917375535573585,0.0053743199039116936,0.0,0.0,-0.00016099776927031863,-0.001379066377166563,-0.0018917375535573585,0.0053743199039116936,0.0,0.0,3.1068346264091458e-58,3.43897297554619e-05,3.43897297554619e-05,1.1826535126537017e-09,9.034193198089052e-54,1.0,transition
76,38,156,249.3483095752972,12.619850713545931,2.947065614803087,10.0,10.0,4,2,440.87255954089295,401.8400744728554,18,1.2439544920835952e-28,0.0,0.0,0.0,0.0,0.0,-0.0008193882669185022,-0.005763521384480209,0.0018315966728735696,0.005994006165869237,0.0,0.0,-0.0008193882669185022,-0.005763521384480209,0.0018315966728735696,0.005994006165869237,0.0,0.0,1.5474227783749552e-56,7.317243216988433e-05,7.317243216988433e-05,5.354204829656324e-09,2.114761984106673e-52,1.0,transition
77,39,73,87.18685377205021,26.95882687778682,1.657562869629853,10.0,10.0,3,3,350.5420718430117,237.1098230234738,11,2.282174359705369e-18,0.0,0.0,0.0,0.0,0.0,-0.01192706164568592,-0.0002638142896452893,-0.005520132462467067,-0.0017660366101822497,0.0,0.0,-0.011927061645685919,-0.0002638142896452893,-0.005520132462467067,-0.0017660366101822497,0.0,0.0,5.2083198080966116e-36,0.00017591514519109993,0.0001759151451910999,3.094613830760576e-08,2.9607000593602765e-32,1.0000000000000002,transition
78,40,46,289.49089947799786,-50.24870691346368,2.448363609820124,10.0,10.0,5,3,435.0433391383584,447.2735689053092,20,6.727465633117055e-28,0.0,0.0,0.0,0.0,0.0,-0.007770891653797005,-0.0015576486386768731,0.0010678672583025032,-0.0007546683948568424,0.0,0.0,-0.007770891653797005,-0.0015576486386768731,0.0010678672583025032,-0.0007546683948568424,0.0,0.0,4.525879384477106e-55,6.452289124417417e-05,6.452289124417417e-05,4.1632034945075275e-09,7.014377838943713e-51,1.0,transition
79,40,54,270.1565106847422,-58.85080084185514,4.8087670380129985,10.0,10.0,5,3,414.10738810835323,437.58749868548017,20,2.3998221616359294e-25,0.0,0.0,0.0,0.0,0.0,-0.0035733826470041186,0.002794616661842639,-0.004243965038080126,0.003173319959879186,0.0,0.0,-0.0035733826470041186,0.002794616661842639,-0.004243965038080126,0.003173319959879186,0.0,0.0,5.759146407478945e-50,4.866014464077273e-05,4.866014464077273e-05,2.367809676460923e-09,1.1835448599660161e-45,1.0,transition
80,40,61,280.1870602568001,-38.9818479297456,1.3500043755894566,10.0,10.0,5,3,433.40514492906584,436.77803646397894,20,1.0767241594932834e-27,0.0,0.0,0.0,0.0,0.0,0.00032138011726100957,0.0018590840493444482,-0.004896948168598612,0.0077611476653961075,0.0,0.0,0.00032138011726100957,0.0018590840493444482,-0.004896948168598612,0.0077611476653961075,0.0,0.0,1.1593349156365175e-54,8.77749931323224e-05,8.77749931323224e-05,7.704449419379244e-09,1.3208031972031022e-50,1.0,transition
81,40,68,280.9149929014785,-60.80848852631212,3.241706542171901,10.0,10.0,5,3,422.18555243468546,447.2616645436865,20,2.5720071124320935e-26,0.0,0.0,0.0,0.0,0.0,0.000544779891009519,-0.0013433468306491016,-0.00030453557122344125,0.006554022108914274,0.0,0.0,0.000544779891009519,-0.0013433468306491016,-0.00030453557122344125,0.006554022108914274,0.0,0.0,6.615220586401275e-52,4.514931355534082e-05,4.514931355534082e-05,2.0384605145184824e-09,1.4651874116076666e-47,1.0,transition
82,41,64,92.04064286778984,-203.07277787556703,2.345415363743072,10.0,10.0,4,2,188.12107743658484,68.523573293662,4,8.30193935255284e-06,0.0,0.0,0.0,0.0,0.0,0.013960357936542177,0.015818224109958888,-0.01903488000774336,-0.018965109644730648,0.0,0.0,0.01396865987589473,0.015818224109958888,-0.01903488000774336,-0.018965109644730648,0.0,0.0,6.892219701346547e-11,0.001167109848455104,0.0011673417134671594,1.3626866760004437e-06,5.904200648219571e-08,0.9998013734886877,transition
83,41,66,81.96641485601096,-206.15649357679524,1.3440347409584241,10.0,10.0,4,4,177.68641781978206,60.8121082396061,4,2.9321841472413273e-05,0.0,0.0,0.0,0.0,0.0,0.0004770489133947928,-0.0020355373559216828,0.03748043914249829,0.014348301764634494,0.0,0.0,0.0005063707548672061,-0.0020355373559216828,0.03748043914249829,0.014348301764634494,0.0,0.0,8.59770387333335e-10,0.0016150280698366552,0.0016150569055122688,2.6084088080428654e-06,5.323468073470949e-07,0.9999821457216057,transition
84,41,78,73.15949660051396,-198.3912585217317,1.8124810510470617,10.0,10.0,4,4,173.35709365289796,49.070699268814124,3,4.846004652182165e-05,0.0,0.0,0.0,0.0,0.0,0.07091112760369697,0.04236164198433811,0.014251217590563981,0.010963728606752435,0.0,0.0,0.0709595876502188,0.04236164198433811,0.014251217590563981,0.010963728606752435,0.0,0.0,2.348376108897119e-09,0.007146197277413155,0.007153072338874444,5.116644388517071e-05,3.283031399157697e-07,0.9990388659396151,transition
85,42,54,253.83071200712715,-60.856445406374355,2.018947270478982,10.0,10.0,4,3,399.3325575349814,421.13896341387607,19,1.2754022247051003e-23,0.0,0.0,0.0,0.0,0.0,-0.004938942444996883,-0.005094205467952329,0.0056780871706728344,0.0032741385697525214,0.0,0.0,-0.004938942444996883,-0.005094205467952329,0.0056780871706728344,0.0032741385697525214,0.0,0.0,1.6266508347827191e-46,9.330473911640773e-05,9.330473911640773e-05,8.705774341580906e-09,1.7433742917959364e-42,1.0,transition
86,42,154,241.02365051995352,-64.06642052231061,3.064833565816219,10.0,10.0,4,3,386.9132280134286,418.59429435572156,19,3.2176731955128457e-22,0.0,0.0,0.0,0.0,0.0,-0.0009397433341685071,0.004393721314254905,-0.00392423414830273,0.00909673916042191,0.0,0.0,-0.0009397433341685071,0.004393721314254905,-0.00392423414830273,0.00909673916042191,0.0,0.0,1.0353420793121849e-43,0.00011833818152491076,0.00011833818152491076,1.400392520662273e-08,8.749011231799605e-40,1.0,transition
87,43,52,176.7371796320209,-245.223761593414,3.8874347554086057,10.0,10.0,3,2,258.162127414675,190.3835704609857,9,2.700828798185732e-10,0.0,0.0,0.0,0.0,0.0,0.00800895240802514,0.015632066309920277,-0.004354204252838496,-0.009068717775908149,0.0,0.0,0.008008952678108019,0.015632066309920277,-0.004354204252838496,-0.009068717775908149,0.0,0.0,7.294476197109385e-20,0.00040970555256626554,0.0004097055568924274,1.6785864334853407e-07,1.7804191508743994e-16,0.9999999894408025,transition
88,43,60,160.87887560744812,-249.66254334535319,3.3268124702682513,10.0,10.0,3,2,241.84461086095848,187.66588695380972,9,4.007309694811567e-09,0.0,0.0,0.0,0.0,0.0,0.00036861652270361964,0.0034460917350145454,0.0036140960992974407,0.010769039562763873,0.0,0.0,0.00036862053001331444,0.0034460917350145454,0.0036140960992974407,0.010769039562763873,0.0,0.0,1.6058530990130774e-17,0.00014104533010627615,0.00014104533306061334,1.9893785978179347e-08,1.138536854901092e-13,0.9999999790539884,transition
89,44,45,271.2304721377772,39.412885918390884,4.262872422200189,10.0,10.0,3,3,475.0824285227214,423.04529256356756,19,3.9457629002572876e-33,0.0,0.0,0.0,0.0,0.0,-0.004360162606727029,-0.00255680041510105,-0.0018639023946011733,-0.0012196906473495137,0.0,0.0,-0.004360162606727029,-0.00255680041510105,-0.0018639023946011733,-0.0012196906473495137,0.0,0.0,1.5569044865046802e-65,3.0510023731593396e-05,3.0510023731593396e-05,9.308615481023922e-10,5.102927812188137e-61,1.0,transition
90,44,49,270.3149971393349,28.46077955532157,3.467222600103476,10.0,10.0,3,3,467.06281047892855,418.98874224904426,19,4.796042493419075e-32,0.0,0.0,0.0,0.0,0.0,-0.0015797577909226017,-0.0060551094376653245,0.001370974575593419,0.0033805097743322184,0.0,0.0,-0.0015797577909226017,-0.0060551094376653245,0.001370974575593419,0.0033805097743322184,0.0,0.0,2.3002023598681457e-63,5.246740260136357e-05,5.246740260136357e-05,2.7528283357335723e-09,4.384059903526396e-59,1.0,transition
91,45,49,281.3568903895971,33.48555198736322,1.9806031091738916,10.0,10.0,3,3,478.66786961027174,431.1201784601444,20,1.2740373995099877e-33,0.0,0.0,0.0,0.0,0.0,1.2337913643383668e-05,0.0013649543251334536,-0.005138345750559434,0.004720457217019918,0.0,0.0,1.2337913643383668e-05,0.0013649543251334536,-0.005138345750559434,0.004720457217019918,0.0,0.0,1.623171295350172e-66,5.054856592382122e-05,5.054856592382122e-05,2.5551575169548994e-09,3.2111124533114517e-62,1.0,transition
92,45,79,293.7694920511234,44.75822411459446,3.0031896845764514,10.0,10.0,3,2,495.4325586949358,446.20949034993623,20,5.7628770072058416e-36,0.0,0.0,0.0,0.0,0.0,-0.003285224206504698,-0.005560930109053532,0.0005412015057701921,-0.0005836239166304235,0.0,0.0,-0.003285224206504698,-0.005560930109053532,0.0005412015057701921,-0.0005836239166304235,0.0,0.0,3.321075140018176e-71,4.235015771069351e-05,4.235015771069351e-05,1.793535858120613e-09,7.841942792056231e-67,1.0,transition
93,46,48,312.82190060708433,-54.71172572056673,5.369610398436091,10.0,10.0,3,3,452.71026144074216,471.02760331123676,21,3.768273668136653e-30,0.0,0.0,0.0,0.0,0.0,-0.004506627351312665,-0.0021555986119968455,0.0016562582715096937,0.0006512556936453338,0.0,0.0,-0.004506627351312665,-0.0021555986119968455,0.0016562582715096937,0.0006512556936453338,0.0,0.0,1.4199886437972066e-59,2.8123620900091878e-05,2.8123620900091878e-05,7.909380525320847e-10,5.049096092006302e-55,1.0,transition
94,46,117,304.2689275055641,-40.67072252094161,1.8828900397862576,10.0,10.0,3,3,452.65216399318984,464.88401743471724,21,3.8343700736459454e-30,0.0,0.0,0.0,0.0,0.0,-0.001039175143504278,0.0018939351081462524,-0.006255861016370646,0.003704755999763517,0.0,0.0,-0.001039175143504278,0.0018939351081462524,-0.006255861016370646,0.003704755999763517,0.0,0.0,1.4702393861671612e-59,5.7527889246675834e-05,5.7527889246675834e-05,3.309458041177801e-09,2.5556984715063516e-55,1.0,transition
95,47,55,-16.405039738847442,-153.69157024453608,2.970979785075425,10.0,10.0,2,3,142.48851620378485,0.0,0,0.0012165600713118306,0.0,0.0,0.0,0.0,0.0,0.0042069005001549465,-0.0018122700071423207,0.06157269977965156,0.011761947449530685,0.0,0.0,0.005423460571466777,-0.0018122700071423207,0.06157269977965156,0.011761947449530685,0.0,0.0,1.4800184071102462e-06,0.003950523100357618,0.003962239013109668,1.5699337997008277e-05,0.0003735308249233277,0.9970431080221849,source
96,48,63,336.3418986092546,-57.84260079698009,2.80325729161072,10.0,10.0,3,2,471.71041858791546,494.7550701959718,22,1.1336703824507471e-32,0.0,0.0,0.0,0.0,0.0,-0.006875931626068528,-0.00256008962859431,-0.00011136878776280964,-0.0004513978621391296,0.0,0.0,-0.006875931626068528,-0.00256008962859431,-0.00011136878776280964,-0.0004513978621391296,0.0,0.0,1.2852085360460232e-64,5.404865766963706e-05,5.404865766963706e-05,2.921257395889617e-09,2.3778731821641804e-60,1.0,transition
97,48,126,327.9838251156232,-45.96549365326309,5.622461476312871,10.0,10.0,3,3,470.2139499115013,488.53133234758104,22,1.8065714933332563e-32,0.0,0.0,0.0,0.0,0.0,-0.0006384848040060314,0.00043543877508368177,-0.0032616593808857263,0.0018714549908970804,0.0,0.0,-0.0006384848040060314,0.00043543877508368177,-0.0032616593808857263,0.0018714549908970804,0.0,0.0,3.2637005605243516e-64,1.4738035471666445e-05,1.4738035471666445e-05,2.172096895640984e-10,2.2144746270958197e-59,1.0,transition
98,49,50,292.3782542717248,20.068265893171674,4.377467757535918,10.0,10.0,3,2,478.438853607206,442.59428398947733,20,1.3697816231642835e-33,0.0,0.0,0.0,0.0,0.0,-0.0026600270134078813,-0.005512783991461387,0.0009096945188335954,0.0009772719571149425,0.0,0.0,-0.0026600270134078813,-0.005512783991461387,0.0009096945188335954,0.0009772719571149425,0.0,0.0,1.8763016951585794e-66,3.924913564433175e-05,3.924913564433175e-05,1.540494648827153e-09,4.78049175951611e-62,1.0,transition
