particle_id,x_nm,y_nm,radius_nm,coordination
0,0.0,0.0,10.0,5
1,-4.495062699503662,20.8873138830676,10.0,3
2,-0.9303380986536287,-24.80151881908621,10.0,5
3,21.229430317498522,9.26925655542576,10.0,3
4,-25.066169467506008,30.2164053369235,10.0,4
5,18.66765463238058,-13.800498355842075,10.0,5
6,40.186395725346614,23.607865720278795,10.0,3
7,33.00661153938616,45.71396498821814,10.0,4
8,34.09470329998635,68.11607636586912,10.0,5
9,-16.52276883065284,-40.525962748851065,10.0,4
10,31.16755436984169,-31.761041496030685,10.0,4
11,-39.87318988712975,48.899817713530354,10.0,3
12,34.906496806363904,-54.136649745703345,10.0,4
13,-60.89208668752779,57.615535664336406,10.0,5
14,56.96784449412125,-57.87175912035041,10.0,4
15,44.46453659004327,89.34435102520646,10.0,3
16,-13.930263853293177,-62.34336388348617,10.0,2
17,-75.66123632527011,75.23106732610448,10.0,3
18,78.75364693078693,-62.12557681452258,10.0,2
19,-97.92347854039866,75.58211163371907,10.0,3
20,-63.06626547960962,35.343939727774035,10.0,2
21,-42.967109634858026,73.3378896530696,10.0,3
22,-82.63957691330651,43.93558279584094,10.0,3
23,43.283078506032595,111.36429743432228,10.0,4
24,-105.05412947500871,46.06294544714037,10.0,2
25,-118.85975201732202,86.75894516637783,10.0,4
26,-127.6238881400408,42.14685590116203,10.0,3
27,51.686896404017716,56.62036456438051,10.0,3
28,59.498380900540056,126.41271976271086,10.0,5
29,68.01376972400088,73.74382505856667,10.0,3
30,-18.717115620843504,-13.514295962734737,10.0,3
31,-140.10774442436733,92.79723788009859,10.0,4
32,-58.29238278455533,90.13758562951958,10.0,3
33,-149.76289791198647,49.45639125182393,10.0,2
34,-155.92045911950575,107.55838977157123,10.0,3
35,62.23817305248491,20.48545824051127,10.0,4
36,-17.33337973408305,-85.72403058302106,10.0,2
37,83.54058527625558,89.40759347112063,10.0,5
38,91.13152889861072,-82.93682092965825,10.0,3
39,82.49573626566402,30.44514994958014,10.0,2
40,52.353663301791094,-37.24793906502782,10.0,4
41,-75.07946108558039,105.16685631387107,10.0,3
42,59.99033393555698,148.67868160046498,10.0,3
43,89.66773902484464,65.4701818214171,10.0,3
44,-36.98698796926429,-49.30616202213008,10.0,3
45,6.078386908455025,-45.48581116655178,10.0,3
46,-172.07633014811404,49.37840409189912,10.0,3
47,104.30421200392689,38.610939158516814,10.0,3
48,-3.2035916972294523,42.67382983902722,10.0,4
49,100.27447178511179,104.89817317036658,10.0,4
50,122.55996128461845,24.683375166978436,10.0,2
51,-194.4186336229449,52.27774874626289,10.0,2
52,13.573271625687074,-69.21182986008981,10.0,2
53,43.36128855603851,-75.63125573450681,10.0,4
54,-165.94713738606575,126.71117135831676,10.0,3
55,-41.125946996131184,-8.870994532811535,10.0,3
56,59.75450016119139,-92.87666158748041,10.0,2
57,-59.62660265828576,-53.880744944862684,10.0,3
58,120.16631085516927,53.48414182306123,10.0,2
59,53.196391700012654,-114.71322088399349,10.0,4
60,61.82715058266895,-136.15363687056373,10.0,3
61,-184.35378617504196,140.76806031112332,10.0,3
62,107.53456183535359,79.97944394689458,10.0,4
63,141.10253244795402,46.80151759943763,10.0,3
64,162.75769669915928,56.97688880101354,10.0,4
65,165.0655966305176,81.696864228328,10.0,2
66,144.8852243610419,18.705293521222025,10.0,3
67,-160.65901683662932,81.38737619013114,10.0,2
68,12.510727046930016,59.532050711782496,10.0,4
69,187.1147836682072,58.5075732170213,10.0,3
70,-42.44235913402296,-71.51189905808266,10.0,3
71,111.6546413569496,-97.09516611460755,10.0,3
72,65.4682197885192,171.66664026705408,10.0,3
73,-6.895672916198162,-105.65693643938216,10.0,3
74,-205.8563357708573,143.66168503553808,10.0,3
75,-79.47987508326005,-63.534139635092785,10.0,2
76,-13.947734333036694,61.587136856853505,10.0,2
77,-11.752521890179466,85.04034999054218,10.0,3
78,13.654212300536676,81.68217822892882,10.0,4
79,185.20276275074784,90.6069239501418,10.0,2
80,60.364934744413425,-2.9670462487541975,10.0,3
81,209.08451346388816,69.56127198170448,10.0,2
82,-215.45590780665887,60.755281901997776,10.0,2
83,159.96288639710622,33.51987442892841,10.0,4
84,231.86293556591377,68.71931403761013,10.0,2
85,-62.614759142267665,1.2953357382889017,10.0,3
86,-157.32088416015853,147.9325196010454,10.0,2
87,181.1004271811821,28.854673105797563,10.0,2
88,70.21476204456258,-156.38347336194772,10.0,3
89,78.80721922512107,-177.81743661726526,10.0,2
90,81.02806355588586,3.8827476689974407,10.0,3
91,82.1646866112755,129.6956648868531,10.0,3
92,-128.82050339535274,67.21153827054103,10.0,2
93,74.46369866060458,-33.95013011741314,10.0,2
94,-182.61103304025983,85.80591007045705,10.0,2
95,96.2843150093597,-28.800708411099006,10.0,2
96,203.8521717533441,102.24173097319333,10.0,2
97,-100.76457962909282,-73.62298053948204,10.0,2
98,251.90659342747685,80.73475901247276,10.0,2
99,11.27887521992298,105.27685875144324,10.0,2
100,120.4209577230368,97.24026225284311,10.0,3
101,-207.17633577070117,90.73029522695244,10.0,2
102,-89.63144994814839,122.51284688321478,10.0,3
103,121.17922576841154,-32.36585121025633,10.0,3
104,90.1733565196058,-104.25043776310434,10.0,3
105,136.93184936320372,-14.661929875343784,10.0,3
106,-123.11592919672759,-76.5755047049037,10.0,2
107,-174.06798122582305,160.80822809264902,10.0,2
108,104.03264855473503,3.001447990117187,10.0,1
109,-80.36052603104103,14.03047130853511,10.0,2
110,25.97882862867032,-89.1365115231017,10.0,3
111,153.79502867194094,-31.49503862877515,10.0,3
112,-211.64377090949327,167.2604603064027,10.0,2
113,177.61508221938038,-32.892884031044325,10.0,3
114,31.86066562219397,-110.93557279494193,10.0,3
115,157.7795210621433,-1.676496748077481,10.0,2
116,200.82553821059923,-33.779804400296534,10.0,3
117,-45.223724801810896,-93.59003098497143,10.0,2
118,-37.26619750629477,-114.97141543894945,10.0,3
119,201.4397349992149,39.18854937589177,10.0,3
120,40.042752662558314,-12.403756321806558,10.0,3
121,-104.27896681954279,16.295150296131823,10.0,1
122,273.96834650178755,82.71542969657898,10.0,2
123,104.79018192559711,-122.48810409286696,10.0,3
124,132.29734107869496,-106.46769031339008,10.0,3
125,214.79327709111624,123.34692164090555,10.0,2
126,-17.798511111557794,-126.06318982662488,10.0,3
127,112.63666566489677,-145.39036454390953,10.0,4
128,-44.47942718203828,-136.38719612524645,10.0,2
129,96.0856958344136,148.82554559793707,10.0,4
130,64.98038962730361,102.26011701886695,10.0,4
131,154.10900966277228,-103.73468447040415,10.0,2
132,-96.57563836845355,99.51734406002514,10.0,5
133,-34.49763415715363,-156.68121128467723,10.0,2
134,93.20043789329104,-193.7489830176653,10.0,3
135,38.979949666747935,136.31013504905755,10.0,3
136,-228.7559129203367,183.04088220218117,10.0,1
137,117.00621291730701,159.455245516937,10.0,3
138,131.49870036347068,-160.42608834204242,10.0,3
139,224.3246345481515,38.51983936212903,10.0,2
140,-25.43924421996742,103.46102132478872,10.0,2
141,230.04908080734307,141.8981870153233,10.0,2
142,3.6601686433822316,128.07092038655384,10.0,2
143,133.6891879628278,116.42257765956226,10.0,3
144,252.54856292441895,138.68666957922989,10.0,2
145,-129.9481041817867,-99.61172104301738,10.0,3
146,6.01606485553412,-123.25318304158904,10.0,3
147,110.86718890364415,-209.74355837861913,10.0,2
148,277.1325486297409,143.0266680344485,10.0,2
149,128.12870277563295,-129.10871574335908,10.0,4
150,-44.07741474228025,13.42253622078191,10.0,3
151,12.56757318327754,149.12361159005977,10.0,3
152,296.03066904155446,88.16671435432943,10.0,1
153,-29.92786308951564,125.86116941901483,10.0,2
154,167.955996317386,-121.14657624312171,10.0,3
155,71.57744446096338,194.5491417191749,10.0,2
156,138.13333155744374,165.90398615006703,10.0,1
157,166.70650977486915,-51.5542652374712,10.0,3
158,10.348030109998486,-143.83302771046658,10.0,1
159,-236.1793182316224,71.25871940963412,10.0,2
160,203.1693761051565,-56.36024472453572,10.0,1
161,40.3254994684263,-132.63024001724224,10.0,3
162,152.6766112069178,-169.13118494314563,10.0,1
163,294.4035273011443,161.69694057855435,10.0,2
164,-150.48973778068046,-106.79715761561381,10.0,2
165,106.16308836017983,129.18525342593585,10.0,4
166,-257.65239923213727,77.31340922498649,10.0,2
167,-36.89304874857796,-179.0622389498025,10.0,2
168,170.5984211156933,-145.32797028168898,10.0,3
169,-167.7999534749159,25.20862964212953,10.0,2
170,3.307936200847724,169.81365732438314,10.0,2
171,133.99262740461484,-51.836201096407706,10.0,1
172,128.82854429717702,-226.42855667269453,10.0,2
173,189.52852439048485,-124.67379290023969,10.0,1
174,76.50816841749494,217.5006196489092,10.0,2
175,90.28475926272891,170.4976294435979,10.0,3
176,-110.33037737398635,118.2857708627729,10.0,3
177,-190.6462558180913,17.37175028010747,10.0,1
178,-19.074818813565543,146.02002378785215,10.0,1
179,-18.400280380828427,-194.87453984295513,10.0,1
180,86.61129561711655,236.89157821437684,10.0,1
181,151.5841775839462,-221.6643769488657,10.0,1
182,179.1405699327341,-69.49122277834283,10.0,1
183,-134.21597450195648,116.97428905865992,10.0,3
184,92.06034765198336,-154.58663588151555,10.0,3
185,145.83129315923935,-142.30439098017334,10.0,3
186,180.5367969582579,-166.55646910554287,10.0,1
187,155.04871980050424,125.88278646702808,10.0,1
188,-218.38502390290185,110.89686750060157,10.0,1
189,28.610987487778623,167.0507578659398,10.0,2
190,248.02149487148225,38.84159171102556,10.0,2
191,310.3526118398475,177.8729102455531,10.0,1
192,-227.77135359452512,136.22933627970824,10.0,1
193,224.77977906540858,-36.33294247968432,10.0,1
194,-135.24611187798985,-121.80287316484582,10.0,2
195,102.34039574795484,189.4047105586529,10.0,1
196,-279.68943933654555,85.0101539410341,10.0,1
197,128.42979677874564,136.8476858454753,10.0,3
198,105.73071601512281,-172.87140702697502,10.0,2
199,270.928540590261,32.000378359885595,10.0,1
