seed,hotspot_id,particle_i,particle_j,gap_nm,x_nm,y_nm,euclidean_distance_nm,geodesic_distance_nm,geodesic_steps,classification,plasmon_dominated_remote,coordination,coordination_i,coordination_j,M2_inc,M2_scat,M2_CDA,M4_CDA,Cparallel_real,Cparallel_imag,Cperp_real,Cperp_imag,Cparallel_abs,Cperp_abs,M2_FWcorr,M4_FWcorr,FW_correction_status,E_CDA_x_real,E_CDA_x_imag,E_CDA_y_real,E_CDA_y_imag,E_CDA_z_real,E_CDA_z_imag,E_FWcorr_x_real,E_FWcorr_x_imag,E_FWcorr_y_real,E_FWcorr_y_imag,E_FWcorr_z_real,E_FWcorr_z_imag
20889187,0,0,1,1.964928284381724,10.964833645597055,0.622046428243785,456.49818341404045,467.09953582962004,21,transition,False,4,4,3,1.4567415621827588e-60,4.057176293219294e-05,4.057176293219294e-05,1.6460679474260652e-09,1.9151932088770791,0.007445860327649189,0.18068501644347423,0.0036246978958914323,1.9152076827761793,0.18072137007563616,0.00014865515106391767,2.2098353937836183e-08,CALIBRATED,-0.006237400332265071,0.0011867896689907109,-0.0005008190003995576,-8.550226703551675e-05,0.0,0.0,-0.011969045411969805,0.0022114666415457363,-0.000705016779100765,9.731199637793252e-05,0.0,0.0
20889187,1,0,2,3.2365877470801507,-9.662587248181703,-6.451291359349321,436.6254782804103,445.2930551372549,20,transition,False,5,4,5,1.8184952050092466e-55,2.1558958823318776e-05,2.1558958823318776e-05,4.647887055455545e-10,1.4512033491956318,0.003105568909065289,0.18395467256919354,0.007306686928508811,1.451206672143864,0.18409972632763594,4.52628170345245e-05,2.048722605900841e-09,CALIBRATED,-0.003330664633912276,0.001659219822088602,-0.0025357051315430578,0.001132616875902549,0.0,0.0,-0.005021143367116458,0.002412656536097493,-0.003409968870381255,0.0016131140887251979,0.0,0.0
20889187,2,0,160,1.3038851994487004,-5.117121943323333,9.342320063291623,439.80233557252876,457.5736151254395,21,transition,False,4,4,2,2.885632557385098e-56,1.3702494339244444e-05,1.3702494339244444e-05,1.8775835111702604e-10,2.6499567328756997,0.016945584389105005,0.1497910175395922,0.002865838220478965,2.650010912985745,0.14981842998861114,8.872433730660898e-05,7.872008030496927e-09,CALIBRATED,-0.0008734434130899239,-0.0005292269075649166,0.00355720705524163,7.607752508275517e-05,0.0,0.0,-0.004378255719706474,-0.0004912112761805412,0.008289898651208839,0.0007690942688029016,0.0,0.0
20889187,3,0,191,1.8842966028173365,-0.07172958695418846,-10.941913192690572,446.64464855380413,455.8831559454629,21,transition,False,4,4,3,5.23186114972405e-58,1.4089898589074245e-06,1.4089898589074245e-06,1.985252422503964e-12,1.9819112504621645,0.008212051709455973,0.1770112427895815,0.0035235597690134145,1.981928263712332,0.17704630904754265,3.585036836734672e-06,1.2852489120744544e-11,CALIBRATED,0.0007064694069212812,-8.459199463457502e-05,0.0007187514538407229,0.0006213947039018831,0.0,0.0,0.00013389070911134517,-5.116748461324908e-06,0.0014277042328201919,0.0012364241008734924,0.0,0.0
20889187,4,1,3,4.009931569292323,32.50367988147072,6.928234060855814,477.5003282759636,489.54257260342405,22,transition,False,4,3,4,3.3955813320113327e-66,1.801796868390568e-05,1.801796868390568e-05,3.2464719549420575e-10,1.311035881651173,0.0020206445169154734,0.12482613653600164,0.012111223024460304,1.3110374388174932,0.12541230436305978,3.0901785619547235e-05,9.549203544764564e-10,CALIBRATED,-0.003608992131877748,0.0005268308544822325,-0.0021596200339139677,0.00022723343907343586,0.0,0.0,-0.004841444460318363,0.0006566379254246287,-0.0026292867567072656,0.00034333503039696864,0.0,0.0
20889187,5,1,23,2.5731703505301766,29.501105588411896,-7.126111862032614,475.65930460006075,487.19001453046644,22,transition,False,3,3,3,1.0833750967332615e-65,1.2628276909718825e-05,1.2628276909718825e-05,1.5947337770853763e-10,1.6252008920759349,0.004580215223104473,0.19854694997219943,0.004761581109991317,1.6252073461487626,0.19860403822160838,3.254329041259313e-05,1.059065750878376e-09,CALIBRATED,-0.0019403158792168033,-0.00020396492423642147,0.002968415180919022,0.00010178812282712452,0.0,0.0,-0.003736870196092838,-0.0002525040156860354,0.00429517274859661,0.0002585040268964455,0.0,0.0
20889187,6,2,5,3.9756819551430382,-31.272305748044875,-11.915472715386553,415.7717772470285,423.00320965696966,19,transition,False,5,5,4,2.310748517970765e-50,2.9556837135606508e-05,2.9556837135606508e-05,8.73606621460768e-10,1.316454260055805,0.0020618055913154106,0.13044728842474013,0.011681493942080727,1.3164558746351407,0.13096928020755938,5.121667080347783e-05,2.623147368191818e-09,CALIBRATED,-0.004563599923555972,0.0029109067335830983,0.0004401046283869536,-0.00025164017520936223,0.0,0.0,-0.006019899540296249,0.0038237995109049144,0.0005057374050527255,-0.00031665013145852703,0.0,0.0
20889187,7,2,10,3.4095098586935464,-24.933367044936304,-23.17630961278138,423.5681043065349,432.93756715976787,20,transition,False,5,5,4,3.0534843776425065e-52,9.260370725752178e-06,9.260370725752178e-06,8.575446597836792e-11,1.4196767903647745,0.0028613649159059283,0.1714358221273555,0.008330238268020297,1.419679673908734,0.17163809011429912,1.8146953777213376e-05,3.293119313923188e-10,CALIBRATED,-0.000786497583808026,0.000622621050308307,-0.00243288637390694,0.0015281358564562361,0.0,0.0,-0.0016382685270786967,0.0010873982661887321,-0.003174475374866936,0.00205019538470116,0.0,0.0
20889187,8,2,15,4.266611854861818,-25.095215658244186,-2.2290763726644816,420.8455607151694,431.3977764980655,20,transition,False,5,5,5,1.3960784487266063e-51,6.054569829277589e-06,6.054569829277589e-06,3.6657815817598454e-11,1.2855839165132559,0.0018444171462211863,0.025048710815159747,0.01949735594680908,1.2855852395979706,0.03174247631200301,9.92940497311301e-06,9.859308312008137e-11,CALIBRATED,-0.0009691355046174075,0.0001303356711521804,0.002226068874120046,-0.00037812191614183214,0.0,0.0,-0.001473650949074273,0.00024122766258459545,0.0027395074637839444,-0.0004412096146748598,0.0,0.0
20889187,9,2,191,1.1802016164159923,-9.734316835135893,-17.393204552039894,437.82699371128433,445.2268572533224,20,transition,False,5,5,3,9.078761830612774e-56,3.9738066445892935e-05,3.9738066445892935e-05,1.579113924858202e-09,2.8707302923585267,0.02015052431749764,0.14366674804376725,0.0027550361216806003,2.8708010128002845,0.14369316169359997,0.00032686972275453605,1.0684381565362726e-07,CALIBRATED,-0.005275975192469669,0.0018747855400253715,0.0026779891925152568,-0.001102590258446368,0.0,0.0,-0.015402675743709092,0.005509708186214282,0.007242281119114589,-0.0026114713445050904,0.0,0.0
