particle_i,particle_j,surface_gap_nm
76,173,5.1818266441506395
77,95,3.946687460578744
77,125,5.479020562309007
78,109,2.881379016482427
79,85,3.0771043799211917
80,111,3.806544570901739
80,129,3.2631040699124867
81,140,2.438014534194668
82,126,3.7822353679290472
83,88,1.576665452078803
84,99,1.1079685417028102
86,119,3.306769369258756
87,89,3.8770406932531642
88,94,3.693098534455576
89,93,3.6821001934736586
89,147,2.184733372064663
89,197,2.72239911680661
90,92,3.0777609080480417
91,105,2.094709323566093
91,112,4.653662150755242
92,97,2.291631054704755
93,131,2.5084740268717844
94,106,3.9950641119400707
95,117,4.2423569386955755
96,138,4.372526738189201
97,121,2.839744593104559
98,177,1.9189226631860414
98,192,2.7931840402059116
99,199,1.9750510422990502
100,101,3.6797334164751163
101,116,2.0995258763083484
102,104,3.1968799141115944
102,189,2.4647197273978705
103,146,3.13693097634458
104,108,2.5595280098718014
104,189,5.124223484148679
105,129,2.21394787277816
106,107,2.727176339535159
107,164,3.5665553734141575
108,110,3.421213845109662
108,189,3.983415443792687
109,156,3.4445329246591356
110,124,3.8049936943607143
111,113,3.285638005919864
111,129,5.80952324864958
112,114,3.411159500023963
113,142,4.114688073062943
114,168,1.6767436054497615
115,154,2.1932835148809744
116,148,2.068349222843633
117,123,1.8921784476895454
119,128,2.7627824523571824
120,166,4.035144915710614
120,190,2.6014059294959964
121,130,2.4639056981895386
122,169,3.494637361815606
123,133,4.061323726843941
124,153,2.991756325506639
126,127,2.5142253496127545
127,132,4.714597855373629
127,139,3.769936284579302
128,152,3.582898015690155
130,137,2.0707698613818764
131,134,2.6653948365415197
132,141,1.9231788236566452
133,151,2.290976298248559
134,135,3.611399679940856
135,136,3.858031959617648
135,181,2.1964421414593467
136,167,4.533613147593201
137,144,2.216559956717333
139,149,2.361996548654151
140,182,2.595334307910907
141,143,2.5736069215615096
144,145,2.736258831064859
145,171,3.8009727426754587
145,183,3.3156074746846187
146,185,2.9478612619656133
149,159,3.469719903772731
150,158,3.990496744123142
152,165,2.5868090214453368
154,161,4.762873059574108
154,180,2.30966309271259
156,157,3.022011067580202
157,162,3.4122512679464876
161,180,2.53429396366559
162,187,4.003677303002529
164,170,4.021172953049369
165,175,2.8870019792178745
167,193,2.213450370204221
168,176,3.980776475310744
169,172,3.738049484269496
170,188,2.628797974151535
171,174,1.621354515170264
172,179,1.923910753510679
174,196,3.1301762108021123
175,178,1.937913058501607
175,195,1.844784618828001
176,184,1.8936905400808683
178,186,4.15353763722284
178,195,1.7299123301173829
191,194,2.475929100023592
194,198,1.6050133807323874
