particle_i,particle_j,surface_gap_nm
0,1,1.964928284381724
0,2,3.2365877470801507
0,160,1.3038851994487004
0,191,1.8842966028173365
1,3,4.009931569292323
1,23,2.5731703505301766
2,5,3.9756819551430382
2,10,3.4095098586935464
2,15,4.266611854861818
2,191,1.1802016164159923
3,4,3.890040821087709
3,22,3.3604218998148276
3,50,3.1518939215780115
4,9,2.6534824670261443
4,22,4.738897754299828
4,50,2.338759454447114
4,56,1.4534678638398617
5,6,2.621615870503554
5,10,5.844813136217226
5,15,2.9767461652700824
6,7,3.7706292489156255
6,163,1.561893009147262
7,8,4.200552952822335
7,75,4.02381657762097
7,163,5.541615953692162
8,13,3.494593143218175
9,11,1.3659827921596772
9,19,2.2856943905450606
9,56,2.1994151301992098
10,16,1.5488200863366792
10,30,5.237477248143296
11,12,1.6169226284624436
11,62,4.309268518684561
11,96,2.9254186004392686
12,14,2.527595798487379
12,62,2.137913132403842
13,18,2.909964658032276
13,35,3.4233534812304605
14,29,1.7786018106204118
14,66,3.489584908522396
14,177,2.905088459459801
15,20,4.492686415075937
15,24,3.9598461762979547
15,160,3.0325986081320693
16,17,2.6787733347273956
16,30,2.402886800778038
17,26,2.6374085925938466
18,36,3.292233097908838
19,21,3.615503068907774
19,46,3.115016791750733
20,24,5.663156116910795
20,40,3.377822698680987
21,41,1.544862594488393
21,115,2.246812207255065
22,46,1.0441665023785092
23,33,3.009870718672307
23,50,3.3637477653493093
24,25,4.221949483803176
24,27,3.7886598843270285
25,53,4.459678979368345
26,28,2.3822126738918676
26,37,3.949597070424659
26,59,5.631964076300214
27,32,3.3236733858383047
28,37,2.20920671051773
28,71,2.42677601879285
29,31,3.599859849397305
29,66,3.7725588220825763
29,84,4.7078912857641235
30,51,3.7523713778466004
31,42,1.719016855845581
31,99,4.259459462953032
32,34,3.052038034650792
32,63,4.391932435517379
33,44,1.7663035002797116
34,48,1.8471228006084033
34,63,3.0486257023287706
35,60,1.44936104674764
36,38,3.814542702388774
36,60,2.253711725290998
37,39,3.9940182335077345
38,47,4.822252994850292
39,43,2.5842855291075963
39,71,4.292370053614782
39,91,5.760573908811374
40,45,2.228232510231546
41,74,2.60847988589423
41,177,2.4227998981204593
42,57,3.832462083618662
42,67,3.9548836199658695
43,54,3.3334984822599267
43,91,1.7455995440682663
44,49,1.8196513381202415
44,173,5.1007081411884165
45,52,2.9145279920673097
46,115,3.157423724481692
47,65,1.0350383893099817
47,90,3.7051843939464284
48,63,4.717168391675354
48,122,3.0201509400727
49,76,2.7662896131372143
49,173,2.879656387333114
50,56,1.959649905384591
51,59,2.0511011441743676
51,118,2.411694671216896
52,61,3.9123365615280115
52,100,1.6058300593820505
53,55,3.6410457920713633
53,82,3.3870648755266473
54,64,1.3796983792884738
54,80,3.569911996670097
55,70,2.4759905225844037
55,82,2.790641557126005
56,58,2.5283668577925518
57,67,2.153695326149208
57,72,1.4270624922664723
58,96,1.754767431696159
59,120,1.3809728394026592
60,79,2.8274179639088644
61,73,2.5376924897013673
62,66,3.369963115866476
62,96,4.189327145041148
62,138,1.0342249938444397
63,100,4.297019142913918
64,150,3.5575130674310245
64,155,3.6076459702471695
65,68,3.140111591772964
66,84,2.1603750218472584
67,69,3.1739466122603517
67,199,5.768787293033714
68,87,2.712743800512669
68,147,3.719913393932895
69,102,2.319418971410375
70,81,2.4748970095121265
71,91,2.0199773952858564
71,112,2.49260843739577
72,77,5.0071771134559455
72,125,4.482075179284237
73,86,3.3476577478222644
74,78,3.691821131148263
74,98,3.083238302303368
74,177,3.397021828398941
75,103,4.174840814440653
76,83,3.318997371128635
