upstream_hotspot,downstream_hotspot,upstream_geodesic_nm,downstream_geodesic_nm,upstream_steps,downstream_steps,upstream_M4,downstream_M4,ratio,delta_log10_M4,upstream_particles,downstream_particles,upstream_coordination,downstream_coordination,upstream_gap_nm,downstream_gap_nm,near_branch,downstream_class
46,48,262.9529636170626,277.0671394003205,13,14,2.791339259616783e-07,1.9573139602236164e-07,0.7012096266980933,-0.1541521302377377,"[25, 26]","[26, 51]","[2, 5]","[5, 3]",3.6645421000801477,2.636769250467175,True,transition
46,49,262.9529636170626,281.9070342119611,13,14,2.791339259616783e-07,1.1728720700504394e-07,0.4201825578921068,-0.3765619794608395,"[25, 26]","[26, 136]","[2, 5]","[5, 2]",3.6645421000801477,2.5499404168520954,True,transition
46,50,262.9529636170626,284.70335961853976,13,14,2.791339259616783e-07,6.200455111379194e-07,2.2213190639644576,0.34661094385550895,"[25, 26]","[26, 150]","[2, 5]","[5, 3]",3.6645421000801477,3.3789221890090566,True,transition
48,47,277.0671394003205,286.77401649018276,14,14,1.9573139602236164e-07,4.743773163187373e-08,0.24236138195455434,-0.6155365798034742,"[26, 51]","[26, 32]","[5, 3]","[5, 4]",2.636769250467175,4.1802935742350265,True,transition
49,47,281.9070342119611,286.77401649018276,14,14,1.1728720700504394e-07,4.743773163187373e-08,0.4044578504613352,-0.39312673058037234,"[26, 136]","[26, 32]","[5, 2]","[5, 4]",2.5499404168520954,4.1802935742350265,True,transition
50,47,284.70335961853976,286.77401649018276,14,14,6.200455111379194e-07,4.743773163187373e-08,0.07650685438366467,-1.1162996538967207,"[26, 150]","[26, 32]","[5, 3]","[5, 4]",3.3789221890090566,4.1802935742350265,True,transition
47,60,286.77401649018276,310.4693104772338,14,15,4.743773163187373e-08,2.7056005615132273e-08,0.5703477945592399,-0.24386023345853008,"[26, 32]","[32, 43]","[5, 4]","[4, 3]",4.1802935742350265,3.5524333156405596,True,transition
47,61,286.77401649018276,293.9971809990786,14,15,4.743773163187373e-08,8.839687489789806e-07,18.634296341122603,1.2703129977908303,"[26, 32]","[32, 136]","[5, 4]","[4, 2]",4.1802935742350265,3.142198788321611,True,transition
47,62,286.77401649018276,296.79350640565724,14,15,4.743773163187373e-08,4.540872208237332e-08,0.9572279390328795,-0.018984633929545986,"[26, 32]","[32, 150]","[5, 4]","[4, 3]",4.1802935742350265,2.0857626039521584,True,transition
48,49,277.0671394003205,281.9070342119611,14,14,1.9573139602236164e-07,1.1728720700504394e-07,0.5992253127936832,-0.22240984922310186,"[26, 51]","[26, 136]","[5, 3]","[5, 2]",2.636769250467175,2.5499404168520954,True,transition
48,50,277.0671394003205,284.70335961853976,14,14,1.9573139602236164e-07,6.200455111379194e-07,3.167838802248574,0.5007630740932466,"[26, 51]","[26, 150]","[5, 3]","[5, 3]",2.636769250467175,3.3789221890090566,True,transition
48,100,277.0671394003205,288.756600494825,14,15,1.9573139602236164e-07,8.385422280911002e-09,0.04284147791983763,-1.3681355555488903,"[26, 51]","[51, 150]","[5, 3]","[3, 3]",2.636769250467175,3.068758093096978,True,transition
48,101,277.0671394003205,298.3955268970099,14,15,1.9573139602236164e-07,4.2175729761446716e-07,2.154775913243284,0.3334021122219797,"[26, 51]","[51, 151]","[5, 3]","[3, 2]",2.636769250467175,3.5003998493329753,True,transition
49,50,281.9070342119611,284.70335961853976,14,14,1.1728720700504394e-07,6.200455111379194e-07,5.286557050601899,0.7231729233163485,"[26, 136]","[26, 150]","[5, 2]","[5, 3]",2.5499404168520954,3.3789221890090566,True,transition
49,61,281.9070342119611,293.9971809990786,14,15,1.1728720700504394e-07,8.839687489789806e-07,7.536787442989971,0.877186267210458,"[26, 136]","[32, 136]","[5, 2]","[4, 2]",2.5499404168520954,3.142198788321611,True,transition
50,62,284.70335961853976,296.79350640565724,14,15,6.200455111379194e-07,4.540872208237332e-08,0.07323449854356394,-1.1352842878262668,"[26, 150]","[32, 150]","[5, 3]","[4, 3]",3.3789221890090566,2.0857626039521584,True,transition
50,100,284.70335961853976,288.756600494825,14,15,6.200455111379194e-07,8.385422280911002e-09,0.0135238819252508,-1.868898629642137,"[26, 150]","[51, 150]","[5, 3]","[3, 3]",3.3789221890090566,3.068758093096978,True,transition
51,52,503.28314036616075,506.75258560129174,23,23,1.8493949061820253e-08,2.3486472781220047e-09,0.12699544430835805,-0.8962118581560776,"[27, 28]","[27, 36]","[3, 3]","[3, 4]",2.7031208661412585,5.571825385997279,True,transition
51,53,503.28314036616075,516.0690530591594,23,24,1.8493949061820253e-08,8.977755796039827e-09,0.48544287464130165,-0.3138618691292767,"[27, 28]","[28, 36]","[3, 3]","[3, 4]",2.7031208661412585,1.3272259685383219,True,transition
51,54,503.28314036616075,525.8830544501371,23,24,1.8493949061820253e-08,1.2676507709163955e-08,0.6854408253634651,-0.16403003223464435,"[27, 28]","[28, 183]","[3, 3]","[3, 2]",2.7031208661412585,2.5228332712134147,True,transition
52,53,506.75258560129174,516.0690530591594,23,24,2.3486472781220047e-09,8.977755796039827e-09,3.82252195962712,0.5823499890268009,"[27, 36]","[28, 36]","[3, 4]","[3, 4]",5.571825385997279,1.3272259685383219,True,transition
52,70,506.75258560129174,529.1438314749976,23,24,2.3486472781220047e-09,8.825581884685199e-09,3.757729807662817,0.5749255497773719,"[27, 36]","[36, 38]","[3, 4]","[4, 4]",5.571825385997279,2.3739966980602603,True,transition
52,71,506.75258560129174,530.0697503666088,23,24,2.3486472781220047e-09,3.3943422524159824e-09,1.445232872570854,0.15993783126144606,"[27, 36]","[36, 70]","[3, 4]","[4, 3]",5.571825385997279,2.502656207925199,True,transition
53,54,516.0690530591594,525.8830544501371,24,24,8.977755796039827e-09,1.2676507709163955e-08,1.4119907020366584,0.14983183689463236,"[28, 36]","[28, 183]","[3, 4]","[3, 2]",1.3272259685383219,2.5228332712134147,True,transition
53,70,516.0690530591594,529.1438314749976,24,24,8.977755796039827e-09,8.825581884685199e-09,0.9830498941147682,-0.007424439249429009,"[28, 36]","[36, 38]","[3, 4]","[4, 4]",1.3272259685383219,2.3739966980602603,True,transition
53,71,516.0690530591594,530.0697503666088,24,24,8.977755796039827e-09,3.3943422524159824e-09,0.37808360235341426,-0.42241215776535485,"[28, 36]","[36, 70]","[3, 4]","[4, 3]",1.3272259685383219,2.502656207925199,True,transition
54,235,525.8830544501371,546.9671323485596,24,25,1.2676507709163955e-08,6.205254038586197e-10,0.04895081658886514,-1.3102400589766743,"[28, 183]","[156, 183]","[3, 2]","[2, 2]",2.5228332712134147,5.669930552138013,True,transition
55,65,527.7407307470618,551.0671922259154,24,25,1.2320992780670132e-08,2.4727153210641447e-09,0.20069124015261822,-0.6974715833491161,"[29, 34]","[34, 35]","[2, 3]","[3, 4]",3.387756131141508,4.648380652469513,True,transition
55,66,527.7407307470618,549.211764508785,24,25,1.2320992780670132e-08,2.745166256901016e-08,2.228039822576463,0.3479229488763118,"[29, 34]","[34, 42]","[2, 3]","[3, 4]",3.387756131141508,1.2996250838350214,True,transition
57,56,188.672340960881,196.94987026791566,10,10,1.0453706648412108e-05,9.473361720907254e-08,0.009062203522179603,-2.0427661885078585,"[30, 78]","[30, 41]","[4, 4]","[4, 4]",2.517554995865815,4.301697678171163,True,transition
58,56,176.78591842210716,196.94987026791566,9,10,5.855170958490722e-05,9.473361720907254e-08,0.0016179479280907603,-2.791035459798378,"[30, 90]","[30, 41]","[4, 4]","[4, 4]",1.8408983096198064,4.301697678171163,True,transition
56,82,196.94987026791566,217.36871767672747,10,11,9.473361720907254e-08,1.3626866760004437e-06,14.384404566681537,1.157891889253343,"[30, 41]","[41, 64]","[4, 4]","[4, 2]",4.301697678171163,2.345415363743072,True,transition
56,83,196.94987026791566,209.6572526226716,10,11,9.473361720907254e-08,2.6084088080428654e-06,27.53414136278817,1.4398715377914304,"[30, 41]","[41, 66]","[4, 4]","[4, 4]",4.301697678171163,1.3440347409584241,True,transition
56,84,196.94987026791566,197.9158436518796,10,10,9.473361720907254e-08,5.116644388517071e-05,540.1086266161338,2.7324811138889786,"[30, 41]","[41, 78]","[4, 4]","[4, 4]",4.301697678171163,1.8124810510470617,True,transition
58,57,176.78591842210716,188.672340960881,9,10,5.855170958490722e-05,1.0453706648412108e-05,0.17853802600337298,-0.7482692712905195,"[30, 90]","[30, 78]","[4, 4]","[4, 4]",1.8408983096198064,2.517554995865815,True,transition
57,84,188.672340960881,197.9158436518796,10,10,1.0453706648412108e-05,5.116644388517071e-05,4.894574298480316,0.6897149253811203,"[30, 78]","[41, 78]","[4, 4]","[4, 4]",2.517554995865815,1.8124810510470617,True,transition
57,122,188.672340960881,201.63469220422928,10,10,1.0453706648412108e-05,7.804214504558509e-07,0.0746549981459825,-1.1269411109857699,"[30, 78]","[66, 78]","[4, 4]","[4, 4]",2.517554995865815,3.4828179415839813,True,transition
141,57,177.75189180607111,188.672340960881,9,10,4.532365063743959e-07,1.0453706648412108e-05,23.06457335494689,1.3629454255037472,"[78, 90]","[30, 78]","[4, 4]","[4, 4]",4.289920161417964,2.517554995865815,True,transition
58,141,176.78591842210716,177.75189180607111,9,9,5.855170958490722e-05,4.532365063743959e-07,0.007740790313170052,-2.1112146967942667,"[30, 90]","[78, 90]","[4, 4]","[4, 4]",1.8408983096198064,4.289920161417964,True,transition
159,58,155.10717976939523,176.78591842210716,8,9,1.1775392080045173e-05,5.855170958490722e-05,4.972378769801659,0.6965642035113063,"[90, 94]","[30, 90]","[4, 4]","[4, 4]",2.7369723913051693,1.8408983096198064,True,transition
160,58,161.84416311079133,176.78591842210716,9,9,8.022285168546576e-05,5.855170958490722e-05,0.7298632291765718,-0.13675851574118222,"[90, 101]","[30, 90]","[4, 4]","[4, 4]",4.342948250802433,1.8408983096198064,True,transition
95,59,149.5436616205417,172.8571825108199,7,8,1.5699337997008277e-05,1.7494549999348807e-06,0.1114349535164007,-0.9529785637557153,"[47, 55]","[31, 47]","[2, 3]","[2, 2]",2.970979785075425,3.7177475871085655,True,transition
61,60,293.9971809990786,310.4693104772338,15,15,8.839687489789806e-07,2.7056005615132273e-08,0.030607423222125268,-1.5141732312493605,"[32, 136]","[32, 43]","[4, 2]","[4, 3]",3.142198788321611,3.5524333156405596,True,transition
62,60,296.79350640565724,310.4693104772338,15,15,4.540872208237332e-08,2.7056005615132273e-08,0.5958327910230891,-0.2248755995289841,"[32, 150]","[32, 43]","[4, 3]","[4, 3]",2.0857626039521584,3.5524333156405596,True,transition
60,87,310.4693104772338,333.46980716609505,15,16,2.7056005615132273e-08,1.6785864334853407e-07,6.2041177007537165,0.7926800283909183,"[32, 43]","[43, 52]","[4, 3]","[3, 2]",3.5524333156405596,3.8874347554086057,True,transition
60,88,310.4693104772338,330.75212365891906,15,16,2.7056005615132273e-08,1.9893785978179347e-08,0.7352817064412813,-0.13354623899281415,"[32, 43]","[43, 60]","[4, 3]","[3, 2]",3.5524333156405596,3.3268124702682513,True,transition
61,62,293.9971809990786,296.79350640565724,15,15,8.839687489789806e-07,4.540872208237332e-08,0.05136914866597062,-1.2892976317203764,"[32, 136]","[32, 150]","[4, 2]","[4, 3]",3.142198788321611,2.0857626039521584,True,transition
100,62,288.756600494825,296.79350640565724,15,15,8.385422280911002e-09,4.540872208237332e-08,5.4151980140277525,0.7336143418158703,"[51, 150]","[32, 150]","[3, 3]","[4, 3]",3.068758093096978,2.0857626039521584,True,transition
64,63,430.6550375273261,435.9208484869197,20,20,6.222163883789481e-09,6.245394985060004e-08,10.037336048526535,1.0016184645082322,"[33, 124]","[33, 37]","[3, 3]","[3, 3]",3.3924663837018194,2.142496909328244,True,transition
63,72,435.9208484869197,457.7774949390118,20,21,6.245394985060004e-08,3.000317584679777e-08,0.4804047769367706,-0.3183926828116682,"[33, 37]","[37, 53]","[3, 3]","[3, 4]",2.142496909328244,4.898960554777304,True,transition
63,73,435.9208484869197,441.7262859819902,20,21,6.245394985060004e-08,2.4015810600590035e-08,0.3845362968721713,-0.41506266031690386,"[33, 37]","[37, 124]","[3, 3]","[3, 3]",2.142496909328244,3.8526132212191015,True,transition
64,73,430.6550375273261,441.7262859819902,20,21,6.222163883789481e-09,2.4015810600590035e-08,3.859720034561947,0.5865558041913285,"[33, 124]","[37, 124]","[3, 3]","[3, 3]",3.3924663837018194,3.8526132212191015,True,transition
66,65,549.211764508785,551.0671922259154,25,25,2.745166256901016e-08,2.4727153210641447e-09,0.0900752482603936,-1.0453945322254279,"[34, 42]","[34, 35]","[3, 4]","[3, 4]",1.2996250838350214,4.648380652469513,True,transition
65,67,551.0671922259154,574.244246791233,25,26,2.4727153210641447e-09,1.164450947631902e-09,0.4709199387864734,-0.32705292110618206,"[34, 35]","[35, 40]","[3, 4]","[4, 5]",4.648380652469513,4.699856214733586,True,transition
65,68,551.0671922259154,561.5359548350198,25,26,2.4727153210641447e-09,5.362642248768841e-09,2.168726097616851,0.33620470563105936,"[34, 35]","[35, 42]","[3, 4]","[4, 4]",4.648380652469513,3.068461178780229,True,transition
65,69,551.0671922259154,575.3419982444086,25,26,2.4727153210641447e-09,1.9257007118601924e-09,0.7787797873276646,-0.10858532880836883,"[34, 35]","[35, 61]","[3, 4]","[4, 3]",4.648380652469513,4.1549025865752185,True,transition
66,68,549.211764508785,561.5359548350198,25,26,2.745166256901016e-08,5.362642248768841e-09,0.19534854165163246,-0.7091898265943686,"[34, 42]","[35, 42]","[3, 4]","[4, 4]",1.2996250838350214,3.068461178780229,True,transition
66,85,549.211764508785,570.6826250344178,25,26,2.745166256901016e-08,8.705774341580906e-09,0.31713104150597954,-0.49876124616290707,"[34, 42]","[42, 54]","[3, 4]","[4, 3]",1.2996250838350214,2.018947270478982,True,transition
66,86,549.211764508785,568.1379559762632,25,26,2.745166256901016e-08,1.400392520662273e-08,0.5101303125600701,-0.2923188693987572,"[34, 42]","[42, 154]","[3, 4]","[4, 3]",1.2996250838350214,3.064833565816219,True,transition
68,67,561.5359548350198,574.244246791233,26,26,5.362642248768841e-09,1.164450947631902e-09,0.2171412698468255,-0.6632576267372414,"[35, 42]","[35, 40]","[4, 4]","[4, 5]",3.068461178780229,4.699856214733586,True,transition
67,69,574.244246791233,575.3419982444086,26,26,1.164450947631902e-09,1.9257007118601924e-09,1.653741375518148,0.21846759229781323,"[35, 40]","[35, 61]","[4, 5]","[4, 3]",4.699856214733586,4.1549025865752185,True,transition
67,78,574.244246791233,596.8172305258508,26,27,1.164450947631902e-09,4.1632034945075275e-09,3.575250209529281,0.5533064407707826,"[35, 40]","[40, 46]","[4, 5]","[5, 3]",4.699856214733586,2.448363609820124,True,transition
67,79,574.244246791233,587.1311603060219,26,27,1.164450947631902e-09,2.367809676460923e-09,2.033412984270608,0.30822559239849445,"[35, 40]","[40, 54]","[4, 5]","[5, 3]",4.699856214733586,4.8087670380129985,True,transition
67,80,574.244246791233,586.3216980845206,26,27,1.164450947631902e-09,7.704449419379244e-09,6.616379534962361,0.8206204096660422,"[35, 40]","[40, 61]","[4, 5]","[5, 3]",4.699856214733586,1.3500043755894566,True,transition
67,81,574.244246791233,596.8053261642282,26,27,1.164450947631902e-09,2.0384605145184824e-09,1.7505765431030127,0.2431811048299889,"[35, 40]","[40, 68]","[4, 5]","[5, 3]",4.699856214733586,3.241706542171901,True,transition
68,69,561.5359548350198,575.3419982444086,26,26,5.362642248768841e-09,1.9257007118601924e-09,0.35909550227824655,-0.44479003443942816,"[35, 42]","[35, 61]","[4, 4]","[4, 3]",3.068461178780229,4.1549025865752185,True,transition
68,85,561.5359548350198,570.6826250344178,26,26,5.362642248768841e-09,8.705774341580906e-09,1.623411359126107,0.21042858043146154,"[35, 42]","[42, 54]","[4, 4]","[4, 3]",3.068461178780229,2.018947270478982,True,transition
68,86,561.5359548350198,568.1379559762632,26,26,5.362642248768841e-09,1.400392520662273e-08,2.611385312872169,0.4168709571956114,"[35, 42]","[42, 154]","[4, 4]","[4, 3]",3.068461178780229,3.064833565816219,True,transition
69,80,575.3419982444086,586.3216980845206,26,27,1.9257007118601924e-09,7.704449419379244e-09,4.0008550508022,0.6021528173682289,"[35, 61]","[40, 61]","[4, 3]","[5, 3]",4.1549025865752185,1.3500043755894566,True,transition
69,117,575.3419982444086,600.0121792268635,26,27,1.9257007118601924e-09,5.539947280448115e-10,0.28768475009268835,-0.5410831590555557,"[35, 61]","[61, 117]","[4, 3]","[3, 3]",4.1549025865752185,5.833763039491924,True,transition
70,71,529.1438314749976,530.0697503666088,24,24,8.825581884685199e-09,3.3943422524159824e-09,0.3846026581325018,-0.41498771851592586,"[36, 38]","[36, 70]","[4, 4]","[4, 3]",2.3739966980602603,2.502656207925199,True,transition
70,74,529.1438314749976,548.9597109774048,24,25,8.825581884685199e-09,1.947651144147248e-09,0.22068246259512428,-0.6562321783960705,"[36, 38]","[38, 44]","[4, 4]","[4, 3]",2.3739966980602603,3.2241909402799322,True,transition
70,75,529.1438314749976,540.3951595789601,24,25,8.825581884685199e-09,1.1826535126537017e-09,0.13400289387217962,-0.8728858226863249,"[36, 38]","[38, 70]","[4, 4]","[4, 3]",2.3739966980602603,5.7834101939706635,True,transition
70,76,529.1438314749976,551.3837360933971,24,25,8.825581884685199e-09,5.354204829656324e-09,0.6066687612912339,-0.21704836725823468,"[36, 38]","[38, 156]","[4, 4]","[4, 2]",2.3739966980602603,2.947065614803087,True,transition
71,75,530.0697503666088,540.3951595789601,24,25,3.3943422524159824e-09,1.1826535126537017e-09,0.34841905285535874,-0.457898104170399,"[36, 70]","[38, 70]","[4, 3]","[4, 3]",2.502656207925199,5.7834101939706635,True,transition
71,128,530.0697503666088,553.617774404965,24,25,3.3943422524159824e-09,8.065284723887416e-10,0.2376096493553886,-0.6241359265834938,"[36, 70]","[70, 100]","[4, 3]","[3, 3]",2.502656207925199,4.618706988368537,True,transition
73,72,441.7262859819902,457.7774949390118,21,21,2.4015810600590035e-08,3.000317584679777e-08,1.2493093131764053,0.09666997750523562,"[37, 124]","[37, 53]","[3, 3]","[3, 4]",3.8526132212191015,4.898960554777304,True,transition
72,103,457.7774949390118,480.5831074470795,21,22,3.000317584679777e-08,7.41643857769115e-08,2.4718845150130013,0.39302817690861797,"[37, 53]","[53, 71]","[3, 4]","[4, 4]",4.898960554777304,1.217259714972986,True,transition
72,104,457.7774949390118,480.11249632344,21,22,3.000317584679777e-08,1.581480117763075e-08,0.5271042391773556,-0.27810349100581644,"[37, 53]","[53, 125]","[3, 4]","[4, 4]",4.898960554777304,3.5199486602885095,True,transition
72,105,457.7774949390118,473.04124098184764,21,22,3.000317584679777e-08,5.556017257318021e-09,0.1851809716974016,-0.732403641365653,"[37, 53]","[53, 166]","[3, 4]","[4, 2]",4.898960554777304,4.238056866566151,True,transition
75,74,540.3951595789601,548.9597109774048,25,25,1.1826535126537017e-09,1.947651144147248e-09,1.646848483776963,0.2166536442902544,"[38, 70]","[38, 44]","[4, 3]","[4, 3]",5.7834101939706635,3.2241909402799322,True,transition
74,76,548.9597109774048,551.3837360933971,25,25,1.947651144147248e-09,5.354204829656324e-09,2.749057420137007,0.4391838111378358,"[38, 44]","[38, 156]","[4, 3]","[4, 2]",3.2241909402799322,2.947065614803087,True,transition
74,89,548.9597109774048,572.5889541841094,25,26,1.947651144147248e-09,9.308615481023922e-10,0.4779405957271455,-0.3206260794362898,"[38, 44]","[44, 45]","[4, 3]","[3, 3]",3.2241909402799322,4.262872422200189,True,transition
74,90,548.9597109774048,568.5324038695861,25,26,1.947651144147248e-09,2.7528283357335723e-09,1.413409349002724,0.15026795963107822,"[38, 44]","[44, 49]","[4, 3]","[3, 3]",3.2241909402799322,3.467222600103476,True,transition
75,76,540.3951595789601,551.3837360933971,25,25,1.1826535126537017e-09,5.354204829656324e-09,4.52728104416844,0.6558374554280902,"[38, 70]","[38, 156]","[4, 3]","[4, 2]",5.7834101939706635,2.947065614803087,True,transition
75,128,540.3951595789601,553.617774404965,25,25,1.1826535126537017e-09,8.065284723887416e-10,0.6819651434332694,-0.16623782241309484,"[38, 70]","[70, 100]","[4, 3]","[3, 3]",5.7834101939706635,4.618706988368537,True,transition
235,76,546.9671323485596,551.3837360933971,25,25,6.205254038586197e-10,5.354204829656324e-09,8.62850222788981,0.9359354155743783,"[156, 183]","[38, 156]","[2, 2]","[4, 2]",5.669930552138013,2.947065614803087,True,transition
77,134,386.6534846440155,409.0390991290352,18,19,3.094613830760576e-08,1.4256902428734858e-08,0.46070053352120127,-0.33658128480575417,"[39, 73]","[73, 81]","[3, 3]","[3, 3]",1.657562869629853,3.123780741319809,True,transition
77,135,386.6534846440155,406.776605017491,18,19,3.094613830760576e-08,1.1361477063907992e-09,0.03671371513619725,-1.4351716661222076,"[39, 73]","[73, 85]","[3, 3]","[3, 3]",1.657562869629853,4.30292696913018,True,transition
79,78,587.1311603060219,596.8172305258508,27,27,2.367809676460923e-09,4.1632034945075275e-09,1.7582508999330184,0.2450808483722881,"[40, 54]","[40, 46]","[5, 3]","[5, 3]",4.8087670380129985,2.448363609820124,True,transition
80,78,586.3216980845206,596.8172305258508,27,27,7.704449419379244e-09,4.1632034945075275e-09,0.5403635312389345,-0.26731396889525966,"[40, 61]","[40, 46]","[5, 3]","[5, 3]",1.3500043755894566,2.448363609820124,True,transition
81,78,596.8053261642282,596.8172305258508,27,27,2.0384605145184824e-09,4.1632034945075275e-09,2.0423272684734557,0.3101253359407936,"[40, 68]","[40, 46]","[5, 3]","[5, 3]",3.241706542171901,2.448363609820124,True,transition
78,93,596.8172305258508,620.5712649317784,27,28,4.1632034945075275e-09,7.909380525320847e-10,0.18998303916096373,-0.721285169192402,"[40, 46]","[46, 48]","[5, 3]","[3, 3]",2.448363609820124,5.369610398436091,True,transition
78,94,596.8172305258508,614.4276790552589,27,28,4.1632034945075275e-09,3.309458041177801e-09,0.7949306454858467,-0.09967076014439846,"[40, 46]","[46, 117]","[5, 3]","[3, 3]",2.448363609820124,1.8828900397862576,True,transition
80,79,586.3216980845206,587.1311603060219,27,27,7.704449419379244e-09,2.367809676460923e-09,0.3073301604790989,-0.5123948172675477,"[40, 61]","[40, 54]","[5, 3]","[5, 3]",1.3500043755894566,4.8087670380129985,True,transition
79,81,587.1311603060219,596.8053261642282,27,27,2.367809676460923e-09,2.0384605145184824e-09,0.8609055595909606,-0.0650444875685055,"[40, 54]","[40, 68]","[5, 3]","[5, 3]",4.8087670380129985,3.241706542171901,True,transition
85,79,570.6826250344178,587.1311603060219,26,27,8.705774341580906e-09,2.367809676460923e-09,0.2719815129082413,-0.5654606147702085,"[42, 54]","[40, 54]","[4, 3]","[5, 3]",2.018947270478982,4.8087670380129985,True,transition
79,106,587.1311603060219,591.7969042822185,27,27,2.367809676460923e-09,9.699875932056947e-09,4.096560643571231,0.6124193883357554,"[40, 54]","[54, 68]","[5, 3]","[3, 3]",4.8087670380129985,1.8702977279876727,True,transition
80,81,586.3216980845206,596.8053261642282,27,27,7.704449419379244e-09,2.0384605145184824e-09,0.26458224378643835,-0.5774393048360532,"[40, 61]","[40, 68]","[5, 3]","[5, 3]",1.3500043755894566,3.241706542171901,True,transition
80,117,586.3216980845206,600.0121792268635,27,27,7.704449419379244e-09,5.539947280448115e-10,0.07190581674160014,-1.1432359764237847,"[40, 61]","[61, 117]","[5, 3]","[3, 3]",1.3500043755894566,5.833763039491924,True,transition
106,81,591.7969042822185,596.8053261642282,27,27,9.699875932056947e-09,2.0384605145184824e-09,0.210153256474303,-0.6774638759042608,"[54, 68]","[40, 68]","[3, 3]","[5, 3]",1.8702977279876727,3.241706542171901,True,transition
81,126,596.8053261642282,614.0971693875849,27,28,2.0384605145184824e-09,1.7783925030014797e-09,0.8724194019630374,-0.05927468459747687,"[40, 68]","[68, 75]","[5, 3]","[3, 2]",3.241706542171901,3.6205153803481203,True,transition
83,82,209.6572526226716,217.36871767672747,11,11,2.6084088080428654e-06,1.3626866760004437e-06,0.5224206695663213,-0.2819796485380873,"[41, 66]","[41, 64]","[4, 4]","[4, 2]",1.3440347409584241,2.345415363743072,True,transition
84,82,197.9158436518796,217.36871767672747,10,11,5.116644388517071e-05,1.3626866760004437e-06,0.026632428844549496,-1.5745892246356357,"[41, 78]","[41, 64]","[4, 4]","[4, 2]",1.8124810510470617,2.345415363743072,True,transition
82,120,217.36871767672747,220.82996030454314,11,12,1.3626866760004437e-06,3.0282079170028913e-05,22.22233452733859,1.3467896810262652,"[41, 64]","[64, 66]","[4, 2]","[2, 4]",2.345415363743072,1.0712479515867308,True,transition
84,83,197.9158436518796,209.6572526226716,10,11,5.116644388517071e-05,2.6084088080428654e-06,0.050978895736759344,-1.2926095760975482,"[41, 78]","[41, 66]","[4, 4]","[4, 4]",1.8124810510470617,1.3440347409584241,True,transition
83,120,209.6572526226716,220.82996030454314,11,12,2.6084088080428654e-06,3.0282079170028913e-05,11.609406883099005,1.0648100324881777,"[41, 66]","[64, 66]","[4, 4]","[2, 4]",1.3440347409584241,1.0712479515867308,True,transition
122,83,201.63469220422928,209.6572526226716,10,11,7.804214504558509e-07,2.6084088080428654e-06,3.342307936973377,0.5240464602693419,"[66, 78]","[41, 66]","[4, 4]","[4, 4]",3.4828179415839813,1.3440347409584241,True,transition
83,123,209.6572526226716,222.9776131781576,11,11,2.6084088080428654e-06,1.980776441555483e-07,0.07593811351379748,-1.1195401959863776,"[41, 66]","[66, 84]","[4, 4]","[4, 3]",1.3440347409584241,1.8647352298357234,True,transition
84,122,197.9158436518796,201.63469220422928,10,10,5.116644388517071e-05,7.804214504558509e-07,0.015252602901372165,-1.8166560363668902,"[41, 78]","[66, 78]","[4, 4]","[4, 4]",1.8124810510470617,3.4828179415839813,True,transition
141,84,177.75189180607111,197.9158436518796,9,10,4.532365063743959e-07,5.116644388517071e-05,112.89126794853696,2.0526603508848673,"[78, 90]","[41, 78]","[4, 4]","[4, 4]",4.289920161417964,1.8124810510470617,True,transition
86,85,568.1379559762632,570.6826250344178,26,26,1.400392520662273e-08,8.705774341580906e-09,0.6216667265163467,-0.2064423767641498,"[42, 154]","[42, 54]","[4, 3]","[4, 3]",3.064833565816219,2.018947270478982,True,transition
85,106,570.6826250344178,591.7969042822185,26,27,8.705774341580906e-09,9.699875932056947e-09,1.114188761558862,0.046958773565546806,"[42, 54]","[54, 68]","[4, 3]","[3, 3]",2.018947270478982,1.8702977279876727,True,transition
167,86,546.5753211677218,568.1379559762632,25,26,2.0948475396339242e-08,1.400392520662273e-08,0.6684937658551479,-0.17490263846532222,"[95, 154]","[42, 154]","[3, 3]","[4, 3]",2.720383102708748,3.064833565816219,True,transition
180,86,558.8107563049274,568.1379559762632,26,26,1.953063237567654e-09,1.400392520662273e-08,7.170236445627447,0.8555334771933438,"[103, 154]","[42, 154]","[3, 3]","[4, 3]",4.85134648728982,3.064833565816219,True,transition
88,87,330.75212365891906,333.46980716609505,16,16,1.9893785978179347e-08,1.6785864334853407e-07,8.437742495704494,0.9262262673837325,"[43, 60]","[43, 52]","[3, 2]","[3, 2]",3.3268124702682513,3.8874347554086057,True,transition
87,102,333.46980716609505,356.0546877147582,16,17,1.6785864334853407e-07,3.3478526088957127e-07,1.9944475554615222,0.29982262090501116,"[43, 52]","[52, 91]","[3, 2]","[2, 2]",3.8874347554086057,1.4214536977109589,True,transition
88,116,330.75212365891906,344.5198053515114,16,17,1.9893785978179347e-08,3.0201387054388625e-09,0.1518131696375705,-0.8186905522031345,"[43, 60]","[60, 74]","[3, 2]","[2, 3]",3.3268124702682513,4.962888139958778,True,transition
90,89,568.5324038695861,572.5889541841094,26,26,2.7528283357335723e-09,9.308615481023922e-10,0.33814732870160485,-0.4708940390673681,"[44, 49]","[44, 45]","[3, 3]","[3, 3]",3.467222600103476,4.262872422200189,True,transition
