particle_i,particle_j,surface_gap_nm
36,37,3.346367631006011
37,48,3.458665348028326
38,45,5.261611114787151
38,50,1.2824062385311414
38,185,2.5383097941415436
39,46,1.851642497370495
39,125,1.9270672214726936
40,47,4.9954945793039585
40,65,3.4739867380347462
41,49,5.433159873382738
41,52,4.446481699328153
42,50,3.5138359383888655
42,58,3.5680885191811775
42,103,2.005318995038337
43,44,3.8805231863136846
44,55,4.410229024820538
45,50,1.3592102904280203
45,51,1.848062887901964
45,57,5.267540174198302
46,53,1.8847937725190818
47,65,5.27035512701249
47,67,2.0684022532653685
47,100,1.2975137638079488
48,54,3.4239817568346957
49,63,5.101395274457154
49,114,3.811093691697117
50,154,1.4623745479042825
51,57,4.179981796219849
51,99,1.9049494907632223
52,61,2.9705405446639297
53,71,2.9037611902615907
54,60,1.6420996393207403
55,69,3.3525338897811814
55,89,1.8759481312595838
56,103,3.93057917669638
56,143,3.0129918399263538
57,68,3.964324374524505
57,99,5.472787496483292
58,59,3.4710810470927385
58,102,2.720243878940714
58,103,2.31381493955379
58,154,4.729267052528492
59,62,3.078524697034865
59,154,2.0187695668662684
60,64,2.236491674654303
61,74,3.7145922273531227
62,84,3.7945538900251066
63,66,1.5248616715445351
64,77,1.8476595287324287
65,80,2.9457246928742116
66,86,2.9280296112378466
67,72,3.315009395473165
67,80,4.491618291712438
67,105,2.4073044953440537
68,75,4.777203697785048
68,99,1.2309022300137507
69,73,2.559561463763089
70,108,3.756512245142975
70,142,1.8104004453078133
71,82,4.0041583478432194
72,80,2.3257596916857004
72,97,4.456760875602331
72,105,3.7405900816643225
73,78,1.8065933218558214
74,147,2.1889524247800125
75,173,2.7514273310377177
76,79,3.8958749031574307
76,100,2.8447650165138896
76,115,3.603764154067104
76,137,3.2941696356500465
77,91,3.157174833903351
77,109,1.6975427160989192
78,81,3.6040752874175013
78,106,3.0542099981196955
79,83,2.3126437194338045
81,106,1.5082893865826819
81,131,2.1966767936344347
82,93,1.6805933151090002
83,88,2.0432763757053394
83,122,4.056562483642821
84,101,4.448134802799579
85,92,3.7578793091978433
86,87,3.241716339063281
86,104,4.231599066681454
87,147,5.044283005954977
88,96,3.29707409873388
88,122,2.5632877857695213
89,90,4.102675546856567
90,112,4.194839572022012
90,149,3.0733714084463024
91,124,2.2171384261879545
92,121,3.865554670078975
93,107,4.2465557273477295
94,98,3.868580819668562
95,110,3.196299155829589
96,123,3.509643929386538
96,194,4.6191988154436
97,118,2.670981664658946
97,135,3.42323627558536
98,114,2.8557367999209973
99,157,1.972823297598545
101,141,1.2299487280152341
102,128,5.148739966674324
104,119,2.9083195593477704
105,118,2.1623432160876668
106,131,3.5232380930427176
107,134,3.6429106625152983
107,144,2.918814420690346
108,117,2.859457890723828
108,186,3.3173600056645434
109,148,1.8093197426344787
110,111,2.297345475535554
111,149,3.42218663316471
112,120,2.7889538249000054
113,126,3.769042745051415
115,126,1.3480875959593668
117,129,2.32430266965169
118,158,2.7551898432658284
119,130,4.739552854966821
119,136,4.844297004346956
120,127,2.541228609451725
121,152,1.4671650864886914
122,194,3.790453077835984
123,138,4.907953011381544
123,155,2.7874846885450033
123,194,2.0122230604440965
123,195,4.778041474659812
124,167,2.9980776941369562
126,161,3.7264478629012885
127,132,4.443965975595155
127,164,3.326145212001041
128,133,2.0446523605739024
129,139,3.2287452611099248
130,136,5.028191728215468
131,191,2.3891470555232353
132,153,3.8710467480741215
132,164,2.130411183340268
133,151,2.5291889168819814
134,144,5.198133559127381
134,190,2.0405866792787926
135,170,2.3750800841753197
136,172,3.334772400669898
137,142,4.804459964910571
138,140,4.136582698288869
138,155,2.996723106334251
138,195,4.241709780706742
139,163,3.5072487382105457
140,146,2.388199861110955
140,159,3.830078238634389
141,150,2.846572077910512
142,186,4.199167002750055
143,166,4.2031376958358315
144,162,4.878845143412057
146,188,2.9562543217079487
148,156,2.982198437688716
149,179,1.9262361786145838
150,169,4.978779955614922
151,183,3.0790231478379972
152,171,1.1510947120825534
153,165,2.214988538511399
158,160,2.824479284854757
159,180,3.8543814187251932
159,188,3.2806779937198094
160,175,2.2817956743794348
165,176,3.1864831622254854
166,168,2.602328814122476
168,193,2.94259087132507
169,178,3.790496400352474
172,174,3.3410010836657484
174,182,2.639522071974369
175,177,2.9731955722059915
175,195,4.106008150707563
176,184,2.928297003948721
177,181,2.390489480120813
180,188,1.324223820563784
181,189,5.563510184696749
182,197,3.7636513967529837
183,187,3.757788240427434
184,198,2.1777831647131194
186,196,1.8315972625761745
191,192,2.329772809787425
197,199,3.664554427152133
