particle_i,particle_j,surface_gap_nm
0,1,1.9836876853594383
0,2,5.990266946931307
0,6,4.187700726877857
1,2,5.848260107464281
1,5,4.210479787914373
1,38,5.191586233805008
2,3,1.9349810538127485
2,26,2.3548166866339173
3,4,3.564998744206484
3,8,3.7137378158370886
4,7,3.0690438275584526
4,8,2.171838101419066
4,10,1.7664298538190089
5,13,2.6063958281661073
5,38,4.107229938945451
6,9,3.6316557970636403
7,8,5.926992994228499
7,11,2.73375602518
7,40,4.546585126322789
7,130,1.6808190208194027
8,40,3.7734655860403272
9,12,2.603248524414429
9,41,4.607125443941893
10,11,3.6368096096370017
10,14,3.435459028968822
10,180,2.9740404159232305
11,14,1.5969096987372353
11,20,5.530324912661783
11,130,1.762082784701466
12,15,3.4713059245722206
12,41,3.2459895377485743
13,18,2.686836985869949
13,50,3.291570870437969
14,16,1.6807973723858538
14,20,3.597470591837723
15,17,4.158025699092253
15,56,3.355409435507166
16,20,3.4466928860887442
16,25,1.7938528926502748
17,19,2.806582719025336
17,34,3.022617781722662
18,29,2.7061318224264994
19,21,3.460715542049254
20,22,3.794786652811826
20,24,1.133636990721179
21,46,2.012720862956897
21,47,3.428122732134021
22,23,3.555107546587365
23,28,5.842317246677933
23,31,3.287985751578198
23,35,2.1984576239373297
24,35,4.87411699998405
25,27,2.407205013155835
26,64,3.2760865369597525
27,28,2.811841628518831
27,73,2.660217282995106
28,31,2.346465483193054
28,36,3.2853420866266276
29,30,2.9750386885751077
29,37,1.9700596746663201
30,33,3.71415847741223
30,165,3.7536038570630836
31,32,1.8212744094614344
32,45,1.5250730266200705
32,54,5.707656443415164
33,44,5.973439640559679
33,57,2.6013151431496766
34,43,2.084773874438362
35,39,3.292425217459499
36,53,1.340284216889458
37,44,3.1827947780599892
37,65,1.1691139568788849
38,60,1.7466207229897073
39,42,3.6361749225265747
39,83,4.2922742580825535
40,49,2.6372524851229073
40,86,2.396942895496686
41,56,2.967423633748222
41,69,2.802879406241381
42,52,3.085612199210246
42,83,1.6541605499329783
43,58,1.8891707329411958
44,65,1.4738346720299838
44,66,3.3742530012112155
45,54,5.595806804626211
45,169,3.75282559874827
46,48,3.70811197364209
46,58,1.0254461084972633
46,63,1.2783369373562898
47,94,1.8968818009245645
48,51,2.9682328145114028
48,63,2.158675677827471
49,61,2.805400930624014
49,86,1.8347857057443377
50,55,4.4112715122539115
50,180,4.68188613766651
51,107,3.6466634283858887
52,59,3.5298386505432795
52,168,3.485288754833377
53,85,3.04362161453901
54,62,2.656449136415482
55,76,2.166748379360353
55,78,3.722569745282204
55,180,5.097278233991233
56,69,5.302520281428851
56,80,3.0791966756070543
57,81,1.6661681615307664
57,96,2.4203959025786546
58,63,2.8033339075310373
59,68,3.35038928927165
60,120,4.128347032613004
61,74,3.4479195409119505
62,72,1.818541426474642
62,75,3.443720834811298
63,100,1.7914542751401115
64,67,3.3663870977695396
65,82,5.87718216511977
65,88,2.003039897459299
66,106,2.1855370863678054
67,71,3.4392019274688153
68,70,3.7936941796356436
69,84,1.7601402809547722
70,102,1.1958596715102594
71,97,1.0912207857658274
72,92,1.9683900836721797
72,114,1.341546295081418
73,77,2.366578378395232
74,108,4.150613075049311
74,136,3.3120079271335285
75,114,2.9193133804965328
76,82,5.1020660177723265
77,124,2.808284482442428
78,79,3.77859949930464
79,166,1.4244335932709653
80,191,1.509711028947894
81,90,3.7664074988719314
81,96,2.8018640754874653
82,103,1.6584327989806624
83,168,2.6180288375211163
84,89,3.8438620312783627
85,87,5.690053777471327
85,124,2.1303752277294024
85,145,2.3685189955914154
86,91,4.040190887013452
86,130,4.8046749204490204
87,109,3.2996321784897766
87,145,2.9894167814722756
87,174,3.1436876408136634
88,110,3.4061723785343396
88,115,3.6058876607224093
89,188,3.652501193539024
89,191,5.466406680460732
90,93,2.261780618088597
90,128,3.104571264992604
91,98,3.6505731383523425
91,116,4.1623653388897495
92,138,3.6215303204019733
92,150,3.415566641661762
93,95,1.9542359238384144
93,128,5.646999795809869
94,129,2.6809079185366755
95,132,3.0358110490621293
97,101,1.4913314839442577
98,99,5.201091827556699
98,116,2.0311544614708197
98,179,1.9820735237014944
99,113,2.337341195431325
99,179,2.0336158146270336
100,104,2.929743692327733
100,190,4.026761327812963
101,160,2.8105814219074396
101,173,2.8680991639229134
102,119,1.9677940884557188
102,127,4.816622667838011
103,137,2.9407872756259046
104,105,1.908198341444571
105,125,2.4477290458573755
105,184,3.61264826636236
106,110,5.258426428183366
106,123,4.3596275473567445
107,156,1.5684208531097745
108,117,3.153178847920895
108,136,1.026709838668026
109,111,3.3140294280202625
110,112,3.0296189346310314
110,115,3.6588005012808544
111,141,4.754743320332405
111,174,5.098487204757966
112,118,2.606682144291927
113,135,3.3293583847065555
114,121,4.286420998487419
116,126,2.986116604174999
117,152,3.941738806200558
118,122,3.4841577743488656
118,134,2.488291511285901
119,127,1.6467687108774065
119,133,3.231233689106336
120,165,3.290179578662304
121,146,4.0459114186868135
122,157,2.816132655178812
122,158,3.9213758324349968
122,176,5.52382674048399
123,158,3.5065034450478123
124,195,3.5627644298653074
125,140,2.5390552829472135
125,156,4.119079124436951
125,184,4.546016029660034
126,163,1.3168877104946723
128,131,3.850532800108322
129,148,2.685037216785677
132,143,2.7246413889964565
133,139,1.7069086245152647
135,153,1.200797472981332
135,163,5.095908372619071
136,147,1.8856718020975194
137,167,2.9468643373233157
138,144,1.742644604509163
139,142,1.7379849211932097
140,189,2.524739826119916
142,151,3.1468806779518523
144,146,5.3493350829283735
144,149,3.2672090315418387
144,159,2.7739215487820026
147,172,3.534597557908654
148,154,4.910263005340571
149,159,1.0834598784067815
149,171,4.263348787849235
150,169,2.1529584750886492
151,199,4.910609407517665
152,164,2.3396982456484565
153,162,2.8200228890733854
154,155,4.404055429050789
155,178,2.5481229096226876
156,161,3.72423336171542
158,170,4.336101497912853
159,171,3.3679656742229227
159,181,2.0425198547735306
160,197,3.700236627533762
162,186,1.4222848953705167
162,192,4.682858760910328
165,183,2.4757644982898483
166,177,3.5765259514755137
168,186,3.784716812046902
170,176,3.3705272735102376
172,196,2.9659874398426425
173,175,1.19702393516285
174,198,4.310814955190509
176,193,3.6721697066526815
177,185,5.042246763361426
178,182,3.2107969101527942
182,187,4.589432946984818
184,189,2.5468084055108164
192,194,4.424276642533016
