id,x_nm,y_nm,radius_nm,degree,euclidean_nm,graph_distance,incident_intensity,scattered_intensity,total_intensity,dipole_intensity,incident_normalized,scattered_normalized,total_normalized,dipole_normalized,remote
78,62.60915880851365,-201.15467214898,10,4,162.79988826206363,10,2.45347355515802e-08,0.0005506331978598512,0.00055612287997054,1.0407870510575288e-71,2.45347355515802e-08,0.0061053948984977745,0.0004288400073888645,0.000428840007388865,False
79,305.2666187142075,45.07878987875639,10,2,504.3436909522941,28,9.186218910583284e-74,3.834496188301897e-06,3.834496188301897e-06,7.176280861390698e-74,9.186218910583284e-74,4.2516712681617555e-05,2.9568741602774337e-06,2.9568741602774345e-06,True
80,190.6161062101119,-46.86391675822279,10,2,357.46853006830423,24,2.035058328183642e-37,1.0785058758956889e-05,1.0785058758956887e-05,2.018429722188655e-73,2.035058328183642e-37,0.00011958422227875498,8.316623617653381e-06,8.316623617653397e-06,False
81,119.18499991742685,38.292062317249304,10,3,376.36970760027185,20,2.1177367630617926e-41,1.4767991956660539e-05,1.4767991956660539e-05,2.7638378768786216e-73,2.1177367630617926e-41,0.00016374679751183534,1.1387961200496709e-05,1.1387961200496714e-05,False
82,408.3698193421208,-85.98911819611155,10,2,525.063604604105,33,6.89808987625925e-80,1.8971875143163762e-06,1.8971875143163762e-06,3.5505969443895286e-74,6.89808987625925e-80,2.1035925578807972e-05,1.4629678744751435e-06,1.4629678744751448e-06,True
83,-15.263265326026291,-233.43896786017564,10,3,79.85522959243285,4,0.01475601828625135,0.03590112382351787,0.07791129822445214,1.4581142629374783e-69,0.01475601828625135,0.39806996580368176,0.06007931503918706,0.060079315039187085,False
84,83.68636907037163,-238.2738358030122,10,3,168.23295645063993,12,7.47065815970958e-09,0.00020844020739103444,0.00021047526668764466,3.939056277418134e-72,7.47065815970958e-09,0.0023111751775833685,0.00016230264600205658,0.00016230264600205685,False
85,101.91453162946485,54.72623716987983,10,3,381.9730160022623,20,1.2757394896576015e-42,8.98219752308205e-06,8.98219752308205e-06,1.6810232430214048e-73,1.2757394896576015e-42,9.959418202148156e-05,6.926393052504507e-06,6.926393052504516e-06,False
86,-30.687612080723724,-249.0608134377281,10,3,58.203741661286166,3,0.10648134396421982,0.09018797424476735,0.35078531474799746,6.564966600730325e-69,0.10648134396421982,1.0,0.27049916913399663,0.27049916913399696,False
87,196.72468643066662,-74.14074625145881,10,3,345.02360397917516,24,6.589614928535402e-35,1.4744096176179112e-05,1.4744096176179071e-05,2.759365768322087e-73,6.589614928535402e-35,0.00016348184222614973,1.1369534577447539e-05,1.1369534577447558e-05,False
88,73.90702402767634,-258.1324818041,10,2,154.5505109288721,13,1.3851261735187692e-07,0.0003680608696500156,0.00038144027676127555,7.138675913243597e-72,1.3851261735187692e-07,0.004081041543866035,0.0002941379630224551,0.00029413796302245527,False
89,-42.519527041556096,-269.01065586943747,10,3,38.48453915106726,2,0.37560656230401973,0.07574841233412444,0.7251730774963964,1.3571654323479192e-68,0.37560656230401973,0.8398948193308523,0.5591987654387358,0.559198765438737,False
90,44.95617234352424,-184.47017963901857,10,4,157.45096906525413,9,7.61457450980546e-08,0.0005593893522860601,0.0005684132183563324,1.0637884874410237e-71,7.61457450980546e-08,0.006202482725334254,0.00043831738908633045,0.00043831738908633127,False
91,203.9197549667184,-264.4083442428065,10,2,283.2764467960632,18,9.089648532672177e-24,2.3960103533711492e-05,2.3960103541522488e-05,4.4841466528647924e-73,9.089648532672177e-24,0.0002656684966521647,1.8476224140119487e-05,1.8476224140119517e-05,False
92,179.88296935276307,-299.4258592791772,10,2,259.30746919378845,18,4.9296260315546555e-20,3.8873508524141204e-05,3.887350955547473e-05,7.275198851132047e-73,4.9296260315546555e-20,0.00043102762701643254,2.9976317690586622e-05,2.9976317690586632e-05,False
93,104.99211421945479,-248.8306768551287,10,2,186.74554441629923,13,9.692119578423551e-11,0.00018803704242822622,0.000188255620317049,3.5232143645153794e-72,9.692119578423551e-11,0.002084945847856606,0.00014516853112037976,0.00014516853112037968,False
94,22.726053538744395,-179.69611099180085,10,4,143.99181445822717,8,1.113287202900009e-06,0.000701772804231554,0.0007278200491711975,1.3621192545028246e-71,1.113287202900009e-06,0.0077812237175542325,0.000561239910289025,0.0005612399102890253,False
