particle_id,x_nm,y_nm,radius_nm,degree,incident_intensity_v2_per_m2,scattered_intensity_v2_per_m2,total_intensity_v2_per_m2,dipole_intensity_c2_m2,normalized_dipole_intensity,directly_illuminated,remote
149,-275.6374989827963,-5.420119727739735,23.075031483681627,2,1.4183294330712972e-48,0.0003940166878061887,0.0003940166878061887,1.112768782333735e-69,0.00025384319403637666,False,True
150,-177.2958244485158,-105.09160696475941,19.036087559631277,2,7.860534400923996e-40,0.00019931087555110234,0.00019931087555110234,1.774664814783014e-70,4.0483395300119744e-05,False,True
151,-391.1489679170271,-405.4988259184339,23.941115015330503,2,0.11448938310969702,0.005668280757938691,0.08436612483205794,2.97198134138369e-67,0.06779640553279742,True,False
152,937.570813857476,-244.88439331554835,22.64311896879554,2,0.0,3.974180383991459e-06,3.974180383991459e-06,1.0021041202234838e-71,2.2859853248313988e-06,False,True
153,-96.97910338585478,-385.47125252406136,23.408276013700405,2,4.362263463471294e-24,0.00014608554031230814,0.00014608554028752192,4.496257082659425e-70,0.00010256796175367939,False,True
154,961.8489711208474,-286.79935264536897,23.240978416517397,2,0.0,3.915740356926855e-06,3.915740356926855e-06,1.1544425300053152e-71,2.6334974866332633e-06,False,True
155,270.0934459888858,-126.07440437725838,18.545361870458848,4,1.7271197707813004e-123,2.4756697080910306e-05,2.4756697080910306e-05,1.8846507182137907e-71,4.299237771129881e-06,False,True
156,505.7355693949716,190.99941875080555,18.030710781843233,3,5.5750054362287306e-267,1.753153693070187e-05,1.753153693070187e-05,1.1272760952064414e-71,2.5715258112105885e-06,False,True
157,860.7903519780223,-92.60534204627146,19.955591877281307,3,0.0,1.0737745704723064e-05,1.0737745704723064e-05,1.268835007927835e-71,2.8944479413062388e-06,False,True
158,92.70461731300257,-256.74393576579257,17.013493973798266,2,1.2731291721184082e-64,4.854714881916902e-05,4.854714881916902e-05,2.2032826132213525e-71,5.026096209600391e-06,False,True
159,-206.1799107459214,-61.19360782543836,16.751976606219895,1,6.082280275154945e-44,0.0002456764344336244,0.0002456764344336244,1.016033650243332e-70,2.3177611658488668e-05,False,True
160,539.4155250347076,48.85622025430572,20.97413933896551,2,5.875386472936392e-246,6.267812932863781e-06,6.267812932863781e-06,9.984040978363937e-72,2.277544887647537e-06,False,True
161,618.9299282798535,79.06601169151259,20.935005895972793,1,2.4360024316702415e-285,1.2497636832318905e-05,1.2497636832318905e-05,1.96857806151101e-71,4.490691604377013e-06,False,True
162,477.1970764952223,218.9090951038309,18.959503982600644,3,6.572307703243344e-264,1.623738493452266e-05,1.623738493452266e-05,1.411231425373894e-71,3.219280574982729e-06,False,True
163,671.3775026055538,-190.74458774749223,19.909274696496443,3,4.181104560079873e-263,1.2620084272253546e-05,1.2620084272253546e-05,1.470618554193753e-71,3.354753628357456e-06,False,True
164,511.71508876521915,248.22038173124105,23.89595342934112,3,2.3022580294036647e-285,2.4519298590634823e-05,2.4519298590634823e-05,8.540185945883084e-71,1.9481747804076717e-05,False,True
165,435.5190081583741,-95.5949539046732,18.29915143467203,1,8.354901049215191e-181,6.889065249096272e-06,6.889065249096272e-06,4.840337941965628e-72,1.104170842056851e-06,False,True
166,666.4918043380245,-150.75146460363277,18.644463857447928,3,9.822240451271967e-266,1.559068194119221e-05,1.559068194119221e-05,1.2254325467153988e-71,2.795438878883597e-06,False,True
167,374.4275700642477,-271.78462666343535,18.130403991815488,1,1.2218002732831967e-139,6.17979380928808e-06,6.17979380928808e-06,4.107246774340878e-72,9.369391525413984e-07,False,True
168,860.0731217921209,-134.51956129248003,19.72089664020219,2,0.0,5.635819647808104e-06,5.635819647808104e-06,6.203336813751399e-72,1.4150961596744612e-06,False,True
169,904.455373765527,-78.22694554972806,23.759327152052997,2,0.0,4.721533850389738e-06,4.721533850389738e-06,1.5889312966139557e-71,3.624646933309464e-06,False,True
170,44.668957072555585,-273.97931169281645,21.763970763609564,2,1.8183062685839285e-53,9.426294417716973e-05,9.426294417716973e-05,1.8742975144148813e-70,4.2756201934035095e-05,False,True
171,122.29312342242633,-281.9193833779689,20.287088764974385,3,4.439386613932907e-69,5.1326727722936046e-05,5.1326727722936046e-05,6.6951522543757614e-71,1.5272883817303938e-05,False,True
172,-424.7370726364602,-464.2372615719361,23.00150474604885,1,1.0,0.081176226410581,1.5822075326350133,4.38368571021948e-66,1.0,True,False
173,945.5706934709001,-92.71803316380672,16.527378174214856,1,0.0,2.8138606310283437e-06,2.8138606310283437e-06,1.0731908443486461e-72,2.4481473246286035e-07,False,True
174,-81.63699203426994,-430.42814915815484,20.949021916832947,2,3.6663516997916773e-25,0.00012222714842116065,0.00012222714841762789,1.9330190004734078e-70,4.409574792205225e-05,False,True
175,356.1302396872888,-135.3130385309998,22.010941156112015,1,2.526962338448681e-148,1.2388641280168046e-05,1.2388641280168046e-05,2.63583643806226e-71,6.012831695295716e-06,False,True
176,720.3093142827546,145.47484808986883,17.64356731721347,2,0.0,3.309387306820535e-06,3.309387306820535e-06,1.8681170158935445e-72,4.2615213301868136e-07,False,True
177,42.84818155504471,-315.03129551351014,17.67581171342776,1,2.9877294134909616e-50,8.445003103536253e-05,8.445003103536253e-05,4.819630080915225e-71,1.0994469949520898e-05,False,True
178,-211.00567728547722,-120.21535395719727,15.426726110412824,1,1.8955761947897282e-34,0.00019783815875801375,0.00019783815875801356,4.9901501773117215e-71,1.138345791003771e-05,False,True
179,-104.7405075832045,-235.49041354250198,21.57209737974292,1,1.554420850662847e-32,0.00021820358210036513,0.00021820358210036271,4.1142347565826976e-70,9.385332408733993e-05,False,True
180,485.9970640248233,289.1421737946537,21.675915099495118,2,6.262441129304378e-288,1.954745100385959e-05,1.954745100385959e-05,3.793372265648852e-71,8.653385567321904e-06,False,True
181,523.6703457199005,301.8775623267568,15.55424878191203,1,2.6265919533429044e-306,8.501601531295124e-06,8.501601531295124e-06,2.252966966603848e-72,5.139435432954539e-07,False,True
182,-80.47838404680078,-475.2447357839461,22.4198199411361,1,4.0793939409196865e-25,0.00011493335978730599,0.00011493335978157517,2.730814340616881e-70,6.22949390338514e-05,False,True
183,756.8589173876729,-60.0310172344014,21.661355250200387,2,2.41e-321,4.545709446990308e-06,4.545709446990308e-06,8.785903472509535e-72,2.0042275047290396e-06,False,True
184,706.6919790671279,15.59034855505708,23.36370799649424,2,3.1195821887384e-311,5.401290784280925e-06,5.401290784280925e-06,1.6435266660237716e-71,3.7491890949031663e-06,False,True
185,541.1682944251341,211.23963350365332,21.022782678589113,2,2.4840399074409045e-286,1.56642725723334e-05,1.56642725723334e-05,2.530089573497056e-71,5.771603487902377e-06,False,True
186,-0.0074800467033462326,-617.2331656109968,17.70802197735405,1,1.2633836560753441e-42,0.00012734198251498048,0.00012734198251498048,7.347324437378331e-71,1.676060950320836e-05,False,True
187,291.4747410720466,-160.2528569383426,18.53132879072117,3,3.523328988972309e-125,1.957217366388346e-05,1.957217366388346e-05,1.4832177887947736e-71,3.3834948188393566e-06,False,True
188,699.432400572964,192.10270841138245,20.754678941060384,1,0.0,9.494203296995928e-06,9.494203296995928e-06,1.419856311152651e-71,3.2389555388120248e-06,False,True
189,800.8092709720603,-159.92279219697352,17.93857290786557,2,0.0,8.380630855582724e-06,8.380630855582724e-06,5.225627623465118e-72,1.1920625630808474e-06,False,True
190,164.359510937275,-198.28590595400914,20.47324723758764,2,1.3018437232685259e-86,4.073309425286495e-05,4.073309425286495e-05,5.61258432448802e-71,1.2803345621707475e-05,False,True
191,1006.5141775736448,-286.230584228919,19.42301533870932,1,0.0,1.9227546259601916e-06,1.9227546259601916e-06,1.931687949233418e-72,4.4065384175014305e-07,False,True
192,-234.86462778537765,-189.73338587412857,21.120084052198354,2,1.250911199912667e-23,0.0004469624155855578,0.0004469624154893353,7.422109331864323e-70,0.00016931207715374094,False,True
193,721.6509852035422,-28.256475630732403,19.929564311826635,3,5.55049862652523e-310,1.0509246475291791e-05,1.0509246475291791e-05,1.2321489473793714e-71,2.8107602342634207e-06,False,True
194,749.0513489734525,117.38948500419284,20.303884006993684,1,0.0,3.107773238030964e-06,3.107773238030964e-06,4.074011630280405e-72,9.293575998805877e-07,False,True
195,661.9504999939575,-231.20088248401336,20.07612679322494,1,1.1601232958373256e-254,8.715755560125079e-06,8.715755560125079e-06,1.0677925409209524e-71,2.435832793467967e-06,False,True
196,796.0206384871732,-264.51160608759244,26.331604943037163,2,2.685337545e-315,6.63887687235528e-06,6.63887687235528e-06,4.138896761530055e-71,9.44159101525285e-06,False,True
197,329.0650368592395,-175.30755371156053,20.116029125951176,1,1.051596523146097e-134,1.0496769585360212e-05,1.0496769585360212e-05,1.3013998690326873e-71,2.968734428197704e-06,False,True
198,-304.8228743032973,31.305004781902444,20.93668295054931,1,3.634019381514423e-54,0.000242848417564654,0.000242848417564654,3.8270903802600504e-70,8.730302839316548e-05,False,True
199,834.7953985105773,-290.25946997499614,17.70582910940396,1,0.0,5.420455170058261e-06,5.420455170058261e-06,3.1251487253286066e-72,7.129043758869608e-07,False,True
