particle_id,x_nm,y_nm,radius_nm,coordination
0,0.0,0.0,10.0,4
1,-22.548714629368238,-5.381722841096195,10.0,3
2,-2.7338268842591016,-22.88686624321999,10.0,3
3,-19.25263687162392,-37.36884007614243,10.0,4
4,-13.34099789761727,-58.695732654209074,10.0,3
5,-13.922757800364028,-82.64427804555292,10.0,3
6,22.670854388236872,-6.5669433061429485,10.0,3
7,-36.92549972097808,-21.386902657138013,10.0,3
8,43.848858182190725,6.583953561219624,10.0,3
9,-54.166185275407386,-35.51743401437826,10.0,3
10,7.400880628843014,-44.477166677239765,10.0,3
11,-73.80325360062724,-48.05654125796062,10.0,4
12,-89.14609723193948,-65.44148594336593,10.0,2
13,66.68756418427384,10.502517760917922,10.0,3
14,-39.002382501075985,-51.671836135987164,10.0,3
15,-112.14646756609888,-69.76069886636714,10.0,2
16,-135.48240758851844,-68.22933782085856,10.0,4
17,-15.310717975239195,-104.1248822992423,10.0,4
18,-41.66019825876031,6.38614833466249,10.0,4
19,-157.54359316451794,-75.60257803508082,10.0,3
20,11.78887386767699,-67.27112219916387,10.0,2
21,-58.5031799751617,21.317660225045422,10.0,5
22,17.65049158124168,-89.27609209305513,10.0,3
23,89.956134925227,18.86334962804085,10.0,2
24,-5.193765626997072,-125.28073000693101,10.0,3
25,45.14821871439688,-15.09657828249972,10.0,3
26,-10.189601845742931,-146.72704379901268,10.0,4
27,-57.80467212924704,-66.75637892801737,10.0,3
28,-166.92096100804022,-96.95414075635406,10.0,4
29,-189.10800610387705,-100.41409846110868,10.0,5
30,-66.92943653857984,-86.93035465154969,10.0,2
31,112.24751449992485,26.363135744018777,10.0,3
32,-6.782230873805625,-169.50428198104524,10.0,2
33,133.9894089843594,17.730204832245445,10.0,2
34,41.20831183299744,-94.3044933048374,10.0,3
35,47.871426637829565,-116.78342796860281,10.0,3
36,-0.30916321607961805,-192.88098666036,10.0,3
37,41.56066670417771,-138.6267987367433,10.0,3
38,68.41917625465811,-14.883246560200929,10.0,3
39,35.312341401740504,-160.74228064057948,10.0,2
40,-84.27960069026261,-100.80994075905399,10.0,2
41,-210.6346890175107,-100.86765315232452,10.0,3
42,91.13911530314917,-23.521793209093786,10.0,3
43,40.90486750571756,-183.6295173243004,10.0,2
44,-36.16127019709832,-116.96071527156505,10.0,4
45,8.651363682921888,22.07667432524525,10.0,2
46,-31.915897226361608,-141.62046757791396,10.0,4
47,96.25437310701088,-45.96374416675479,10.0,2
48,17.43294058409355,-208.26607474379801,10.0,3
49,-90.7884117604749,-122.19749412794786,10.0,2
50,-64.67483816533375,-0.43797116022067595,10.0,2
51,109.72338337717662,-65.35601975266813,10.0,2
52,-33.19799126466443,-165.39073054374956,10.0,2
53,17.70284450084882,42.91161486305718,10.0,4
54,-106.33961177820136,-138.7558853449358,10.0,3
55,124.39875365152338,-83.82844950881005,10.0,3
56,-230.68080439389098,-110.27621000387673,10.0,3
57,-81.16548071415257,25.966754175170276,10.0,4
58,149.4774525442062,33.79869692448466,10.0,4
59,-5.196480675827313,-214.9511485855868,10.0,4
60,-91.42878976720644,5.531433915114302,10.0,2
61,-47.23612745394464,-185.18905668458203,10.0,2
62,139.81043430980756,-102.58728488867344,10.0,2
63,172.63165859495786,39.684743341328286,10.0,2
64,147.67768236728085,-123.79557431733193,10.0,2
65,1.0248864251460805,-237.70429712918764,10.0,4
66,-178.56788677997682,-77.63559061613348,10.0,4
67,-243.34919235557868,-130.158777053172,10.0,3
68,-119.59100140058389,-156.49079488821354,10.0,4
69,145.1785966938751,-75.74754908147028,10.0,2
70,23.315182969185763,-231.12422469307893,10.0,3
71,19.464478237059826,68.47897763314822,10.0,4
72,14.039817601653223,91.43379284882442,10.0,2
73,0.29692758650008955,58.914944973710504,10.0,3
74,28.265704805319274,109.23529877999,10.0,2
75,-103.70244631278116,33.53169377818152,10.0,2
76,167.10044705983472,-84.65002276795873,10.0,2
77,-123.26522878107497,43.34808194847149,10.0,2
78,21.999570987343073,-253.2576306352832,10.0,2
79,193.67807542402824,49.70227659770293,10.0,2
80,29.389123959089012,130.5309854569438,10.0,2
81,-111.49438559128455,-3.4388456613301823,10.0,3
82,211.81291818113084,34.798050893342875,10.0,3
83,112.73105018855233,-18.926918053936966,10.0,2
84,46.68345616300719,-205.0203833326478,10.0,3
85,38.080536146447,-271.7038146033859,10.0,3
86,-117.28577073012471,-178.72752536082595,10.0,4
87,-2.9164837801650862,-261.30441609303386,10.0,2
88,41.94651928004006,-296.0167595748092,10.0,4
89,-54.68622036547846,-129.94657422244467,10.0,3
90,134.8557822272202,-19.15413746031275,10.0,2
91,49.793006865482624,-226.49606650970256,10.0,2
92,190.4354521759977,-87.38243559884717,10.0,2
93,-72.03012272297244,-147.04425370587413,10.0,3
94,231.43170239444206,45.40717736059256,10.0,2
95,-133.0698326964025,-194.1680580816626,10.0,5
96,-67.47245468168188,42.61992001409075,10.0,3
97,127.37899529088503,44.06279991771531,10.0,3
98,36.1726570921085,-316.8730978699998,10.0,3
99,-21.927151907096302,-230.89711531153966,10.0,3
100,60.780155027223756,-152.6942681217872,10.0,2
101,-109.5586741260592,-200.17883332488486,10.0,5
102,-123.02949630746093,-217.2496068898852,10.0,3
103,57.47156600511857,-247.17400597104472,10.0,2
104,66.69013229739728,-174.81411300186733,10.0,3
105,37.28860513991319,56.78418797508106,10.0,2
