particle_i,particle_j,surface_gap_nm
101,133,2.1248866878201653
101,180,3.9810514393857943
102,107,4.421425053791339
103,192,2.1805374142277962
104,134,2.4714535657563417
104,185,4.145155026742884
107,113,2.2445197824103893
108,111,1.5924427921337205
109,111,5.5421754993375245
109,116,3.192241753190981
111,178,2.367925188964435
112,163,2.968424874808786
113,160,1.5578317439091443
114,120,2.079545004876536
115,151,2.181576131319858
116,132,2.8309404183017968
117,123,4.164102836175868
118,139,4.481774516094124
118,142,2.144068256400015
118,153,5.664951143796735
119,122,5.2733894278796924
120,121,3.0201634477291144
121,124,2.274285662056485
122,127,2.721059834084283
123,135,4.8725651165352275
124,136,4.0493683914560705
125,139,2.78590023736837
126,133,4.648197385702641
126,138,4.714028054217884
127,182,3.549313358258921
128,149,4.661907606199954
129,147,2.652656488309681
131,161,4.078647070393156
134,137,5.9651603390318115
134,185,2.0715735416687266
135,140,3.4672179347125507
136,157,2.191858600664318
139,145,3.5108136610879868
140,148,3.3145536265685394
141,154,1.9182081791170482
141,165,2.5636013366845276
142,153,2.783406448981733
142,156,3.010486202883609
142,176,5.0416232500220985
144,171,5.344266448932281
145,176,3.2897292827781044
147,170,4.21613903118547
148,155,1.7000485646157415
149,177,3.6703828830260647
149,180,3.1026631160452247
150,195,4.469990510095659
151,168,2.5475539308423834
152,159,4.152147988386073
154,165,1.4288180713696619
154,187,2.579140861529627
155,183,1.6929136428819938
156,189,3.4869098118459085
157,169,3.4663004388327217
158,164,2.9700736596102857
159,162,2.9199562241015258
160,167,2.571260466120794
163,199,3.038191564833479
164,179,3.52501391592363
165,172,3.3950919913472752
166,174,3.823137619145964
167,175,1.6687206603721982
168,188,4.149866546701457
171,173,1.6663008373631776
172,184,3.0551962562945114
177,181,2.765234396627978
179,181,2.668230093142437
182,186,1.5454090172882466
185,190,1.206823010575114
187,191,4.334813991507037
191,194,3.23062727051623
192,197,3.0685802188310696
195,196,3.3484139277085276
197,198,3.406646237929106
