hotspot_id,particle_i,particle_j,x_nm,y_nm,gap_nm
0,0,1,8.53434626221724,6.4310001588992005,1.3722089796242543
1,0,2,-4.6448631618834915,11.465499340997756,4.741255338486145
2,0,8,9.190667544209866,-5.9680151523901985,1.9167127797351604
3,1,6,24.307876948524928,22.53085312324684,4.157194017469987
4,1,8,17.725013806427107,0.462985006509002,4.832747597862415
5,2,3,-11.840627598104284,33.63299192747906,2.003613952057165
6,2,23,-20.897684753761844,24.784148970776176,3.50990131032426
7,2,83,-17.37656962116661,14.446455030142404,3.4422281788142364
8,3,4,-23.228484781899198,52.12196802230427,3.556645910794593
9,3,5,-12.208766293033094,56.14936897352558,4.028659310504267
10,3,23,-23.448586028099143,35.48614221625972,5.3244787502714885
11,4,5,-21.0457222024907,63.936351822867245,3.465221413466846
12,4,7,-35.05916863313689,70.29735279169512,1.6223311825414761
13,5,20,-10.881301278590556,79.72439398709699,3.5834022707283566
14,5,155,-1.0093335935534693,74.75682486123299,2.5784116744579
15,6,9,40.45171853677748,39.618503319699194,3.180291106026239
16,6,35,43.00702354321225,28.975744656561503,3.809633280311548
17,6,95,30.06103729377439,43.130341235655905,2.06237120317482
18,7,10,-39.48831741317328,91.20784219886136,1.2390920775296834
19,7,16,-48.49441466893894,83.41916193635535,1.5867380734879895
20,8,12,21.487323148463112,-22.411487134385485,1.8524467845641475
21,8,55,30.358030067298102,-13.624485335707238,4.190254484693007
22,9,13,57.560660195182194,54.79357880270818,2.58053444035264
23,9,35,51.911680707374344,36.394542047565416,1.8904450057739126
24,9,95,38.965694457936486,50.54913862665982,1.9362040692228426
25,10,11,-37.62965926496115,113.37496664368663,4.203953570892743
26,10,16,-49.929835507195236,93.94124942347241,3.8137210877981573
27,11,18,-37.03739009224813,137.03816941818246,4.6362404493467615
28,11,60,-23.196647875545462,130.84696067377854,5.141936584187839
29,11,67,-44.92401652920661,129.07265650056806,2.6750063070870276
30,12,14,25.514218415560713,-43.68610911220595,1.6767191228224334
31,12,40,35.43017713584842,-37.768678708388066,3.771327034210099
32,12,55,33.46401812734148,-24.099942165312328,4.972051725866795
33,13,19,63.84784865746818,74.42525752735291,4.058295648814543
34,13,65,75.59450673080738,68.9381141500134,3.4461187137900353
35,14,15,34.151760923287696,-62.165847331453016,1.7750006257677313
36,14,40,36.35108434290264,-48.56784385660344,3.094780356303719
37,15,17,46.044888669262185,-80.47503617818703,2.839488825555666
38,15,51,53.78691235418207,-71.30196458962816,4.01413214147701
39,15,70,34.64716059965316,-79.19980429302002,3.633199880294697
40,16,21,-69.30187275217085,90.33715245278748,2.357410331797393
41,16,61,-61.35587357398512,74.29836129333773,4.197384792395209
42,17,24,57.54779209169387,-100.75699734787504,4.237440054708365
43,17,51,57.9634047994838,-81.93058036533047,4.007013400811559
44,17,66,46.55871770988237,-101.83721388096879,2.6825443774231736
45,17,70,38.82365304495488,-89.82842006872234,2.937691384243543
46,18,28,-48.78371089735319,155.43286336565802,2.1326266018382327
47,18,67,-47.62582634296203,141.09082231735567,2.4185880551665804
48,18,82,-37.29841771724456,159.73602408914093,1.9101046747717874
49,19,22,70.37170608084628,94.0380452143398,2.9012535607907424
50,19,65,73.67741069885074,80.81351478265306,5.930115181805565
51,19,115,51.7962822303078,80.41448580839801,3.4396685252959216
52,20,29,-8.327082351729153,102.6054242325149,3.2626614934900644
53,20,155,-1.8646311585194235,86.5174660742414,2.1027137695490943
54,21,25,-91.60711955585671,95.48676569721249,3.9564880581118267
55,21,27,-75.99896547494828,106.23136420752027,4.541869448258527
56,22,31,77.61637985111929,113.50069691741717,3.5722647335932827
57,22,130,89.05688651197471,97.46583018635503,2.227627533285702
58,23,42,-42.753013096752184,31.778093977691476,2.929139579824266
59,23,83,-28.98452805116147,16.29960531892307,1.8418101619080431
60,24,26,59.14453384879742,-120.66327197217761,3.490565525146817
61,24,62,73.88893453967424,-116.97832505773385,2.3072880640532247
62,24,66,53.885128687012326,-111.49055927495449,2.084077841499738
63,25,37,-108.17698200258799,107.0090198658746,3.0561947087144112
64,25,126,-106.26623083930869,84.16548621353118,5.167497763076376
65,26,32,59.40277467495066,-140.36258274733856,2.368655839089673
66,26,52,49.028600303373835,-142.07132925322693,3.973001193883931
67,26,66,48.15545946698592,-121.74348850527136,1.147103903996868
68,26,80,41.459746639002795,-131.15364030345154,3.914951262834972
69,27,30,-78.11551601865719,127.79864850144453,2.859939309130727
70,27,67,-63.921285494218125,125.53315103508663,2.658273213202925
71,28,34,-57.09061001296337,172.87044992474858,2.1712502882239946
72,28,82,-46.3429287085942,166.1125522198289,4.529912486201457
73,29,60,-8.48764066625,125.19986550554333,4.033252708975869
74,30,41,-85.16033131549025,148.99346476816737,2.8137975050905837
75,31,33,81.38303837866059,135.984532921038,3.6962117901060445
76,31,198,65.76103125660455,130.04689715050944,3.3971938424279777
77,32,43,71.55955844490923,-159.5401606723746,3.0435401802580166
78,32,52,55.016510349553485,-151.51771079807102,1.0279155898312666
79,33,36,90.23973959541946,157.18917280690894,2.2963439232954492
80,33,48,97.50495008598878,148.3034127161351,2.5350617380613443
81,34,46,-49.82699623144926,193.45940899292225,3.097150601364138
82,34,82,-45.60531683285474,177.1736106482315,5.391481627541605
83,34,86,-61.58976046830236,194.1132506802187,2.8990442182200837
84,35,75,64.839146320494,22.00112853471706,2.058932653464776
85,36,38,101.82983878431801,176.05212864973467,2.8103119390231157
86,36,48,101.39871309014467,158.74948124711534,2.9556107183466125
87,37,39,-122.09916774809359,125.44477206737787,4.364366881074467
88,38,44,120.96075745541651,187.58352695961833,3.7023083596662367
89,39,59,-141.53348868645435,138.14139216232172,2.4577994246449535
90,39,169,-132.8251308051223,145.4160145801825,4.354962995974454
91,40,54,57.1281809095157,-42.65503667303247,1.7222776605996302
92,41,50,-91.49748077338812,169.89892457247737,1.664322262979379
93,42,100,-64.67356700934988,38.25195552235711,3.4981098688866332
94,43,45,80.74889170520402,-180.52054473291764,3.2952698442830908
95,44,47,133.46226448402777,202.02878658932957,2.761739171954993
96,44,53,143.1880054065652,194.77958746403635,3.0773199664053266
97,45,49,90.27526645474109,-200.3356042532749,1.5128885218542756
98,46,56,-37.797256268363896,212.3527956737548,1.7258796267316292
99,46,86,-55.0637585625277,203.64115131998972,3.561844702300945
100,47,53,144.25492994882063,206.1103360957094,4.260331774357162
101,47,87,139.50117131535984,223.4871542613579,2.564509771715283
102,48,57,119.17422532788757,156.00306224362384,4.3440302170887755
103,49,58,99.49087793961137,-219.1492942512832,1.200021781606715
104,50,110,-101.25103549864284,190.33181654052532,3.656093572630489
105,51,77,74.17780951636118,-80.59523441958123,3.083429866692576
106,52,90,47.3552459653273,-165.31306779926066,4.774667211859271
107,53,71,162.1944210564082,207.23299066060238,3.456651620578299
108,53,88,161.18105204323007,191.20194423437857,1.0246257886336956
109,54,81,66.50490208624971,-30.617418676454033,4.266772869351055
110,54,84,77.44698327561795,-33.93017422486339,5.741121825105207
111,54,104,77.09518612100806,-48.5743296847762,1.7163661061843705
112,55,81,53.677605231417424,-16.94405891313138,2.919116790091124
113,56,68,-30.197060132343946,233.8375777831356,4.59857505363793
114,56,199,-21.860703326778182,226.19462088301196,2.7051746311956357
115,57,63,140.42284910985342,165.34892627497055,2.4136877388542928
116,58,69,106.1451458214242,-241.29278868358313,5.065255570931221
117,59,73,-160.31510213662727,149.29336046958537,1.4241893018547778
118,59,169,-142.96782163023283,150.2341066896813,2.6941074565006886
119,62,64,92.08363661651057,-129.7408443152018,2.148963700141657
120,62,93,89.04415903758668,-114.7193558317891,1.5054158887474962
121,63,88,159.77130217987389,176.04910035868792,2.8288557616558876
122,64,85,102.46015646251465,-147.1433622872874,2.543342153605291
123,64,105,112.64415338192642,-139.79207811685055,4.032556381480937
124,65,130,92.3625911299792,84.24129975466829,2.5937194798616474
125,66,80,36.200341477217705,-121.98092760622843,3.0983572696944606
126,68,96,-28.796488598851248,256.66989456152373,1.4711965962009401
127,68,199,-19.764245248068946,238.31391695133124,2.619428371809054
128,69,72,113.41934043346302,-264.285725636845,3.172016218950649
129,70,142,19.816024954083872,-97.23104609337514,3.083829512160701
130,71,74,169.8862469413319,227.88407524035918,4.580635973420076
131,72,79,120.74019635360992,-286.78045866913675,4.152210354431013
132,73,194,-176.1902618566804,164.65122722573486,3.134003794651271
133,74,76,180.06675850064877,244.74700228462518,3.285394887273622
134,74,87,156.91873812282097,236.8890397158215,5.738173560282753
135,75,78,86.9968965884333,20.65100364563902,4.055158927378741
136,76,118,198.55567548090238,256.64282782984856,1.3631949360163347
137,77,93,88.91742130648369,-97.16268217618104,1.4929039043203325
138,78,102,110.5253321274923,25.860664039002238,4.148345127396617
139,79,91,117.85480324869377,-306.9591834997889,2.3068043906383267
140,79,98,131.87118978604755,-307.70951550126415,3.818252066765165
141,80,156,18.170897397109897,-130.4706892451111,2.7420827665998395
142,80,171,23.712191345963294,-140.25971498487027,1.1853748582704
143,81,84,75.9625666060266,-21.88793300803804,2.8651254165152658
144,83,101,-36.86111904447779,4.18502183134267,3.0707643041742365
145,84,89,96.55707478208029,-31.839467081970355,3.4301282151198045
146,85,92,108.96559548420788,-168.4034002147011,2.735712750907986
147,85,105,113.84070262194456,-151.00005914734135,5.120125175572159
148,86,114,-69.01101812277182,215.3139317353372,2.4667781856197912
149,87,183,145.09242607562413,245.34596105702514,3.4950432682259347
150,88,120,179.1684807662544,186.72714876401676,2.494513181348516
151,89,104,96.2052776274704,-46.483622541883165,5.6258120285728666
152,89,132,113.48734886019993,-48.13929577393674,4.191151159449504
153,90,99,51.92701307949804,-188.5972608818971,2.701648012258655
154,91,97,110.79642169651996,-326.4502444504983,1.4227012870908915
155,92,94,123.57773318835059,-186.6146406461841,4.748551299624367
156,94,186,135.29879870389857,-205.94972447609408,2.8688949733046805
157,95,115,35.11841252501874,64.29464499970999,4.29354190898766
158,96,106,-24.340982323387642,278.28878275404185,4.122586390161306
159,96,122,-36.655925573460785,276.38954551883523,3.016154601931504
160,97,125,108.01377137363207,-347.97424944127494,2.2451343034533373
161,97,127,120.24452745341875,-343.9210873999117,3.532599990249672
162,98,139,143.57527384393686,-328.3272265782241,3.9779275468419293
163,99,141,52.27860489159272,-210.6946206574445,2.006998112568194
164,100,107,-84.70835022848892,47.411445754990396,2.905828501911426
165,101,103,-59.289905701889,0.5818743251865008,2.3624646071050783
166,102,108,131.88554173381112,35.04717738349267,3.079401889108606
167,103,109,-81.49550214163192,-0.1879376737987839,2.448686718866721
168,104,145,95.07795362812487,-62.44868045175192,3.8458279253666987
169,105,112,135.35412235458125,-144.44679350896706,2.7149866703317365
170,106,122,-31.504532752780648,287.2954130012845,4.921069746551186
171,106,129,-12.628306810288445,298.3702522434207,2.5603282564246435
172,106,192,-25.32288445423026,299.5076313515042,3.9979071121621814
173,107,126,-101.02799237815523,63.55852296916932,3.02726445513181
174,108,166,152.69352740058943,44.42183842237611,3.1701269341789455
175,109,111,-103.48581216410986,5.022870182056302,3.1724081684561476
176,109,150,-98.98492058985028,-9.759462009007343,4.725027538102882
177,110,116,-111.59397414831594,211.00531797535692,2.656645392935289
178,111,113,-125.89254631137233,10.12966208643904,3.2600097825273338
179,112,117,156.00696251908562,-152.30645010994897,3.391694536527165
180,113,136,-148.2583361759779,15.064784439031811,2.9747014952308497
181,113,147,-136.35427110132457,0.06139837041218854,2.1567883268827615
182,114,124,-79.95566465737852,234.44073316996568,3.872803514633368
183,115,133,36.502926676497815,85.24073049193687,3.779821262095677
184,116,123,-120.28814809873217,232.08421755553337,3.3388750247135626
185,117,152,176.2873514282418,-160.82680581577307,2.10729136410313
186,118,119,217.12696169838765,268.2725838742387,3.2339338808913567
187,119,128,235.53411374718453,281.0143415788669,2.7214574373214475
188,120,121,199.2940269738251,196.46798791119605,2.8205597916843885
189,121,157,207.31847750683679,213.80894944745086,1.728560620008512
190,121,159,217.9513821551645,210.0676713983699,3.3622207204631565
191,122,154,-53.61701421504753,291.11804921067704,2.6919889595782287
192,123,162,-128.39959171931216,253.51544240305932,2.7245818506866613
193,124,151,-92.71268709331855,253.6132268775066,3.528794170081195
194,125,127,117.6436326597167,-354.73528391730326,5.769712207689597
195,125,134,103.1910491825454,-370.25854953879184,3.366625184016087
196,126,180,-119.57173400583184,75.56783254876905,2.4199195641769577
197,127,139,139.0069930634819,-345.0477375261622,1.4616633781608037
198,127,153,135.67747159257357,-360.5423005533003,2.882210920194556
199,128,140,247.4601511930078,300.3132328946398,3.390781319737659
200,129,131,-2.786969271012511,318.78710970851887,3.4200413384942436
201,129,192,-18.7616017618112,308.68323335843377,5.490855834480893
202,130,135,101.25760399426161,104.41012202952805,2.845391971994445
203,131,137,5.50113494248976,340.66661737598514,3.5162045005042373
204,132,143,131.8882635880942,-61.3654013885362,3.3608436486092934
205,132,145,112.36002486085441,-64.1043536838055,1.0130830383783156
206,133,149,36.52324589379092,106.01793266493956,2.638379609752043
207,134,138,106.70077755393814,-392.3616840030029,4.158814317968968
208,134,191,94.68992288051584,-390.4151414263855,1.436853673023819
209,135,165,114.52381878703468,120.54024198449676,4.632291304065738
210,136,161,-158.9186533742391,7.156545478185338,3.782965754244163
211,136,197,-169.63252469800966,22.643554714048506,2.3855093452924727
212,137,144,11.458704346089753,362.6565086046205,2.7825632206675124
213,138,191,100.42147864929319,-401.04817231047116,4.335131640379913
214,138,193,116.11803636999193,-414.4423572517784,4.052685726341874
215,139,178,157.2427388684103,-346.58847394791775,3.181850047680026
216,140,146,258.3692386382513,320.1615165881816,2.2850076607487715
217,142,156,9.521645538903552,-117.72960154450426,4.243376000836864
218,144,148,10.715902611634343,385.1137637264513,2.467635567094522
219,146,175,271.0717906669451,340.3299868773338,5.495265069960045
220,147,161,-147.0145882995858,-7.846840590434284,4.386918611653808
221,148,176,8.317199552516502,407.54381419971094,2.69288772645929
222,149,198,48.402206308420915,125.47527526884022,3.074389849459486
223,150,177,-112.54912241231543,-29.904464597958814,3.9270761910424277
224,151,172,-103.7648496248676,273.4407902223029,2.500321658745044
225,152,158,194.62179818167206,-171.13873914094285,3.0483464295336056
226,153,179,151.6874300619504,-377.1053924767381,4.422068367048375
227,154,160,-60.24181870797685,307.88918230939026,2.991509577006152
228,156,171,12.378460093838616,-139.33932482557276,2.497196586354203
229,157,159,216.63733403175783,220.85219105312123,2.5438082586739874
