particle_i,particle_j,surface_gap_nm
88,120,2.494513181348516
89,104,5.6258120285728666
89,132,4.191151159449504
90,99,2.701648012258655
91,97,1.4227012870908915
92,94,4.748551299624367
94,186,2.8688949733046805
95,115,4.29354190898766
96,106,4.122586390161306
96,122,3.0161546019315075
97,125,2.245134303453341
97,127,3.532599990249672
98,139,3.9779275468419293
99,141,2.0069981125681977
100,107,2.905828501911426
101,103,2.3624646071050783
102,108,3.0794018891086097
103,109,2.448686718866721
104,145,3.8458279253666987
105,112,2.7149866703317365
106,122,4.921069746551186
106,129,2.5603282564246435
106,192,3.9979071121621814
107,126,3.02726445513181
108,166,3.1701269341789455
109,111,3.1724081684561476
109,150,4.725027538102882
110,116,2.656645392935289
111,113,3.2600097825273338
112,117,3.391694536527165
113,136,2.9747014952308497
113,147,2.156788326882765
114,124,3.872803514633368
115,133,3.779821262095677
116,123,3.3388750247135626
117,152,2.10729136410313
118,119,3.2339338808913567
119,128,2.7214574373214475
120,121,2.8205597916843885
121,157,1.728560620008512
121,159,3.3622207204631565
122,154,2.6919889595782287
123,162,2.7245818506866613
124,151,3.528794170081195
125,127,5.769712207689597
125,134,3.3666251840160832
126,180,2.4199195641769577
127,139,1.4616633781608002
127,153,2.882210920194556
128,140,3.390781319737659
129,131,3.4200413384942436
129,192,5.490855834480893
130,135,2.845391971994445
131,137,3.5162045005042373
132,143,3.3608436486092934
132,145,1.0130830383783156
133,149,2.638379609752043
134,138,4.158814317968968
134,191,1.4368536730238226
135,165,4.632291304065738
136,161,3.782965754244163
136,197,2.3855093452924727
137,144,2.7825632206675124
138,191,4.335131640379913
138,193,4.052685726341874
139,178,3.181850047680026
140,146,2.2850076607487715
142,156,4.243376000836864
144,148,2.467635567094522
146,175,5.495265069960045
147,161,4.386918611653808
148,176,2.69288772645929
149,198,3.074389849459486
150,177,3.9270761910424277
151,172,2.500321658745044
152,158,3.048346429533602
153,179,4.422068367048375
154,160,2.991509577006152
156,171,2.497196586354203
157,159,2.5438082586739874
157,182,3.7710330454069343
158,174,2.047165624364517
159,167,1.9684604412429607
160,163,3.3394654085028073
161,164,1.0317953704022784
162,196,2.186044963694151
164,168,2.3536639173588476
166,185,3.014681920429389
167,182,5.588875012550368
169,170,5.513907306789985
170,190,1.5911815095575754
172,173,4.004961230086572
173,189,2.4699805055124564
174,187,2.1510025198324847
177,195,2.631307101164211
179,181,2.1238507169716527
180,184,2.413272744734069
186,188,2.9791309343928027
