particle_id,x_nm,y_nm,radius_nm,coordination
0,0.0,0.0,10.0,3
1,17.06869252443448,12.862000317798401,10.0,3
2,-9.289726323766983,22.93099868199551,10.0,4
3,-14.391528872441587,44.33498517296261,10.0,4
4,-32.065440691356805,59.90895087164593,10.0,3
5,-10.026003713624602,67.96375277408856,10.0,4
6,31.547061372615378,32.19970592869528,10.0,4
7,-38.05289657491697,80.6857547117443,10.0,3
8,18.381335088419732,-11.936030304780397,10.0,4
9,49.356375700939566,47.03730071070311,10.0,4
10,-40.923738251429576,101.72992968597843,10.0,3
11,-34.33558027849272,125.02000360139485,10.0,4
12,24.593311208506496,-32.886943963990575,10.0,4
13,65.76494468942482,62.54985689471326,10.0,3
14,26.435125622614933,-54.48527426042132,10.0,3
15,41.86839622396046,-69.84642040248471,10.0,4
16,-58.9359327629609,86.1525691609664,10.0,4
17,50.22138111456391,-91.10365195388934,10.0,5
18,-39.73919990600354,149.05633523497008,10.0,4
19,61.93075262551154,86.30065815999257,10.0,4
20,-11.73659884355651,91.4850352001054,10.0,3
21,-79.6678127413808,94.52173574460858,10.0,3
22,78.812659536181,101.77543226868706,10.0,3
23,-32.5056431837567,26.63729925955684,10.0,4
24,64.87420306882383,-110.41034274186075,10.0,4
25,-103.54642637033263,96.4517956498164,10.0,3
26,53.414864628771014,-130.91620120249448,10.0,5
27,-72.33011820851574,117.94099267043198,10.0,3
28,-57.82822188870283,161.809391496346,10.0,3
29,-4.917565859901797,113.72581326492441,10.0,2
30,-83.90091382879864,137.65630433245707,10.0,2
31,76.42010016605758,125.22596156614728,10.0,3
32,65.39068472113031,-149.80896429218265,10.0,3
33,86.34597659126358,146.74310427592872,10.0,3
34,-56.35299813722391,183.9315083531512,10.0,4
35,54.46698571380912,25.751783384427725,10.0,3
36,94.13350259957535,167.63524133788917,10.0,3
37,-112.80753763484336,117.56624408193281,10.0,2
38,109.52617496906069,184.46901596158017,10.0,2
39,-131.39079786134383,133.32330005282293,10.0,3
40,46.26704306319034,-42.65041345278556,10.0,3
41,-86.41974880218187,160.33062520387764,10.0,2
42,-53.00038300974766,36.91888869582611,10.0,2
43,77.72843216868816,-169.2713570525666,10.0,2
44,132.39533994177233,190.6980379576565,10.0,3
45,83.76935124171989,-191.76973241326868,10.0,2
46,-43.30099432567461,202.9873096326933,10.0,3
47,134.5291890262832,213.3595352210026,10.0,3
48,108.663923580714,149.8637211563415,10.0,3
49,96.7811816677623,-208.90147609328113,10.0,2
50,-96.57521274459437,179.4672239410771,10.0,2
51,65.70542848440368,-72.7575087767716,10.0,3
52,44.64233597797666,-153.2264573039594,10.0,3
53,153.9806708713581,198.86113697041623,10.0,4
54,67.98931875584105,-42.65965989327939,10.0,4
55,42.33472504617647,-15.31294036663408,10.0,3
56,-32.29351821105318,221.7182817148163,10.0,3
57,129.68452707506114,162.14240333090618,10.0,2
58,102.20057421146043,-229.39711240928528,10.0,2
59,-151.67617951156487,142.95948427182054,10.0,3
60,-12.057715472598202,136.67391774616223,10.0,2
61,-63.77581438500933,62.444153425709075,10.0,1
62,82.90366601052466,-123.54630737360698,10.0,3
63,151.16117114464572,168.5554492190349,10.0,2
64,101.26360722249649,-135.9353812567966,10.0,3
65,85.42406877218994,75.32637140531355,10.0,3
66,42.89605430520083,-112.57077580804824,10.0,4
67,-55.51245277992051,133.12530939974127,10.0,3
68,-28.10060205363471,245.95687385145487,10.0,3
69,110.08971743138795,-253.18846495788097,10.0,2
70,27.425924975345858,-88.55318818355533,10.0,3
71,170.40817124145835,215.60484435078854,10.0,2
72,116.74896343553807,-275.382986315809,10.0,2
73,-168.9540247616897,155.6272366673502,10.0,2
74,169.36432264120546,240.16330612992982,10.0,3
75,75.21130692717887,18.250473685006394,10.0,2
76,190.7691943600921,249.33069843932054,10.0,2
77,82.65019054831868,-88.43296006239085,10.0,2
78,98.78248624968774,23.051533606271644,10.0,2
79,124.73142927168176,-298.1779310224645,10.0,3
80,29.504628649234576,-131.39107940440863,10.0,4
81,65.02048541665837,-18.575177459628677,10.0,3
82,-34.857635528485574,170.41571294331177,10.0,3
83,-25.463412918566235,5.961911378289297,10.0,3
84,86.90464779539484,-25.2006885564474,10.0,3
85,103.6567057025328,-158.35134331777817,10.0,3
86,-66.8265227993808,204.29499300728617,10.0,3
87,144.47315360443648,233.61477330171317,10.0,3
88,168.38143321510205,183.54275149834095,10.0,3
89,106.20950176876573,-38.478245607493314,10.0,3
90,50.06815595267794,-177.39967829456194,10.0,2
91,110.97817722570578,-315.7404359771132,10.0,2
92,114.27448526588296,-178.45545711162404,10.0,2
93,95.1846520646487,-105.89240428997122,10.0,2
94,132.88098111081823,-194.7738241807442,10.0,2
95,28.575013214933406,54.06097654261653,10.0,3
96,-29.492375144067783,267.3829152715926,10.0,3
97,110.61466616733414,-337.1600529238834,10.0,3
98,139.01095030041333,-317.2410999800638,10.0,2
99,53.785870206318144,-199.7948434692323,10.0,2
100,-76.34675100895211,39.5850223488881,10.0,2
101,-48.25882517038935,2.4081322843960424,10.0,2
102,122.26817800529687,28.669794471732832,10.0,2
103,-70.32098623338865,-1.2443836340230408,10.0,2
104,86.20105348617506,-54.48899947627301,10.0,3
105,124.02469954135633,-143.6487749769045,10.0,3
106,-19.189589502707506,289.1946502364911,10.0,4
107,-93.06994944802574,55.23786916109269,10.0,2
108,141.50290546232534,41.42456029525249,10.0,2
109,-92.67001804987517,0.868508286425473,10.0,3
110,-105.92685825269132,201.19640913997353,10.0,2
111,-114.30160627834456,9.17723207768713,10.0,2
112,146.68354516780622,-145.24481204102966,10.0,2
113,-137.4834863444001,11.08209209519095,10.0,3
114,-71.19551344616283,226.33287046338825,10.0,2
115,41.66181183510407,74.52831345680346,10.0,3
116,-117.26109004394057,220.81422681074034,10.0,2
117,165.33037987036505,-159.3680881788683,10.0,2
118,206.34215660171265,263.95495722037657,10.0,2
119,227.91176679506265,272.59021052810084,10.0,2
120,189.95552831740676,189.91154602969254,10.0,2
121,208.63252563024346,203.02442979269955,10.0,3
122,-43.81947600285379,285.39617576607793,10.0,3
