particle_i,particle_j,surface_gap_nm
0,1,2.822270883244112
0,2,5.1059194865591415
0,5,3.154828830333553
1,4,2.9620091262949835
1,5,2.6128137525183313
1,9,4.2871012321034705
2,3,1.8996161482397476
2,7,3.2874129379710517
3,8,3.524743548873257
3,75,3.7350240505251335
4,6,2.3267862331836895
4,9,5.847849515110084
4,50,1.4294867201383283
5,10,2.519886632784182
6,13,3.227676123881242
7,14,2.9382913158511776
8,12,1.9009707912722504
8,75,1.212607192877531
9,11,4.872289343928848
10,18,3.1137343873449588
11,16,2.4069358869344093
12,24,2.0745884269963035
12,130,2.9875460015179875
13,22,3.6849858652784846
13,169,1.5969960534473202
14,15,3.6916008709258605
14,75,3.763610136716295
14,119,4.166408916038012
15,23,2.4210923225461123
15,119,5.953179011594571
16,17,1.7641775239389048
16,25,4.357971741603837
17,25,4.710695233742154
17,40,4.120082554283744
18,19,5.7117202683324635
18,37,2.651061522488181
19,20,3.2129434091580578
19,148,2.78524610748876
20,21,2.8716301059939333
20,147,3.7385378099973323
20,148,4.654832159856312
21,33,4.6904899452353845
21,90,5.243830670218955
22,28,2.15612553283448
22,30,4.9344325787842855
22,169,5.162974972824696
23,26,5.676406558037719
23,39,2.263604428688822
24,27,2.0905357424017943
24,42,3.691045785126107
24,130,5.767118105571491
25,51,3.3994532010617533
26,35,2.909628194598554
26,44,2.0047820143528945
27,32,3.0093292791473623
27,42,5.591236088107696
28,29,3.616829559184019
28,30,4.407169343171621
29,31,5.249448191635523
29,34,2.903027263709628
29,41,3.465654107306836
30,41,2.1539516109371952
30,120,2.530395566865714
31,34,5.652935830072035
31,36,3.22297598277639
32,43,1.9336989373489963
33,46,4.481469918130674
34,48,2.3271478928710145
34,85,2.7380177801733048
35,44,1.5233265670473912
35,45,4.0678779664670195
35,56,4.751621879317604
36,47,1.297631691050178
37,38,2.1648910144736817
37,141,3.1177100046101245
38,60,3.09425685371464
38,147,2.417837236915716
39,44,2.2082483885987756
40,49,2.5997443144495946
40,65,4.31418561095122
40,182,1.5458678618135302
41,68,1.8799853901117807
41,120,2.755278505982151
42,54,2.3943312400484196
42,130,1.2666748787629558
42,143,4.672840907870011
43,59,4.694075161516867
43,129,2.1325956336926417
45,56,3.487066570099536
45,58,1.940213280009175
46,63,1.210509834998657
46,107,5.679049342163317
47,62,3.133924582026772
47,84,5.0767111407852
47,150,2.478180187421117
48,84,1.486836568432416
48,87,5.386274543406319
49,65,2.6117605158891237
49,100,2.5112902350407467
50,55,1.53168184261596
51,52,3.166030789467797
52,53,3.644916709089369
53,69,3.004635933695358
54,57,3.447093443948944
54,86,3.7064717854943368
55,73,3.7780213588929143
56,61,3.293548698665404
57,86,1.8600167646106769
57,93,2.757168870506991
57,99,1.901170750834833
57,166,4.2746615881497405
58,78,1.841575916288523
59,82,3.371469501951225
59,129,5.850686593138747
60,95,2.7224574472090985
60,147,3.0199298229672316
61,70,4.60492882425396
61,117,2.0204900352005524
62,66,3.283970164639584
62,150,3.063902674412123
63,64,3.7379716513921046
63,174,4.925947751831487
64,81,1.9137524683589966
65,67,2.861173411136246
66,71,2.7659133839823795
66,135,4.6147163350805265
67,76,2.7813467162224335
67,80,4.518906997098192
67,85,5.552852405668428
67,87,5.274363452647314
68,91,2.880197293343649
68,120,4.497075549559316
69,105,3.0659398292296594
70,72,2.9883503932334428
70,117,1.1156438342926869
71,74,4.891432500979089
71,79,2.7304184158688436
72,96,3.6386231200955166
72,167,1.8783393327995377
73,83,3.569044819286617
74,125,2.845324155484551
75,119,3.5184396493279664
76,77,2.2318865423761025
76,80,1.6126445180533366
76,87,2.2464207398857283
77,102,3.0189083722662957
78,94,4.0587055330390776
79,134,3.908189674766078
79,135,3.998736465439915
80,88,2.4297879266514286
81,103,1.5988960445656701
82,92,2.4085703092845208
83,120,4.30015386521514
84,98,2.448000305942678
84,150,2.6721173416372004
85,87,2.8959313386182757
86,93,1.4959560241859968
88,89,2.607954139825651
88,139,2.385022872156515
89,101,4.065442557598022
89,123,5.65536871961044
89,127,5.122765536173819
89,139,1.3930759101323176
90,95,5.800124115133947
90,107,3.5479075973699636
90,118,3.34435503871401
91,158,2.5358780668756644
92,111,2.4428170304443384
93,97,2.7402451027340433
93,190,1.118639884435968
94,131,2.205869405897179
95,106,5.164892142002326
95,118,1.655863901696911
95,147,3.4048083069822255
96,114,5.429901717544052
97,121,4.032749926464508
97,129,3.4567287515609095
97,137,4.358967183373753
97,190,4.702295539106409
99,113,4.027776303623572
99,166,3.825198541724987
99,190,3.6981842529011253
100,108,2.0784242912102364
101,171,1.2831811413654357
102,109,4.0685706989563535
103,104,4.46563235269624
103,163,1.4155947510980411
104,126,3.1324441939576033
104,163,1.110253426479904
105,154,2.529619229023261
106,110,3.2585576086717616
107,115,3.3711096540921766
108,123,2.6789864758801265
109,133,2.1411636540111374
110,118,4.280067961155044
110,136,1.0456622970492049
111,112,3.6452731666516165
111,165,3.7847076197944496
112,132,3.3660977159790306
113,116,3.41039824186155
113,145,3.614435422673189
114,124,2.5586001543478396
115,128,1.7865835042722296
116,142,3.3484045090004457
117,167,1.835968788931602
121,122,2.6706149732574076
122,149,4.5033188038809655
123,127,4.883306877484905
124,144,4.19391129053087
125,138,3.3768412529427394
126,157,4.196524858914046
128,173,3.8542660351854394
129,137,3.287074199295592
130,143,3.632797560377206
131,178,2.979468501217063
132,183,3.398098681934794
133,140,2.271935459339698
133,155,3.750299777198652
134,146,3.0308350159814452
136,156,1.247545837096414
140,186,3.6243674917083517
141,172,2.6161309854746015
142,151,2.6739841225561953
143,160,2.754870260467378
143,195,1.5511393752347153
144,153,4.411606782705196
145,181,3.180634977846367
146,161,3.0752952372881737
149,188,4.166758401008465
150,152,2.1318035457040487
151,159,2.501809269127218
153,164,3.5044848826178523
154,168,4.035224237921703
155,194,2.2021786895859314
158,162,2.8377412884644393
159,189,1.8600119017632295
160,166,4.820699218947766
160,170,1.3584729058730787
160,195,5.454472400607639
162,199,3.6232582094854813
163,177,4.531229121888895
166,170,5.4749620013310185
167,179,3.370336033435059
169,182,5.6183473995652236
170,195,3.7312203231668413
171,176,4.797407646676387
172,175,5.494943399448747
172,185,4.15478594190019
173,180,3.5097171943873136
174,184,3.2094930959681705
175,185,5.574414554983946
175,196,2.165918561338863
176,198,3.33992362918789
179,191,2.164730164850347
181,192,2.1254669182857597
183,197,3.617761552493022
184,193,3.210861146143653
186,187,3.4608140179989064
186,194,5.796701682726429
