seed,hotspot_id,particle_i,particle_j,gap_nm,x_nm,y_nm,euclidean_distance_nm,geodesic_distance_nm,geodesic_steps,classification,plasmon_dominated_remote,coordination,coordination_i,coordination_j,M2_inc,M2_scat,M2_CDA,M4_CDA,Cparallel_real,Cparallel_imag,Cperp_real,Cperp_imag,Cparallel_abs,Cperp_abs,M2_FWcorr,M4_FWcorr,FW_correction_status,E_CDA_x_real,E_CDA_x_imag,E_CDA_y_real,E_CDA_y_imag,E_CDA_z_real,E_CDA_z_imag,E_FWcorr_x_real,E_FWcorr_x_imag,E_FWcorr_y_real,E_FWcorr_y_imag,E_FWcorr_z_real,E_FWcorr_z_imag
20784458,0,0,1,2.822270883244112,9.884640626609078,-5.701569235730834,317.02575164759526,322.734449665002,15,transition,False,4,3,4,1.3842584544191035e-29,0.00022687055111515108,0.00022687055111515175,5.147024696329268e-08,1.5488280017178637,0.0039145931310904086,0.20002680285638352,0.005429640215289658,1.5488329486890229,0.200100481893008,0.0005439569989280809,2.9588921668284424e-07,CALIBRATED,8.685575725664169e-05,0.012896176428640355,0.00015271070391303262,-0.007779994868563499,0.0,0.0,-3.4130275873779746e-05,0.02017369717954157,6.21075118159959e-05,-0.011703585724788888,0.0,0.0
20784458,1,0,2,5.1059194865591415,-10.961203518624728,6.117909425587009,295.17555865193157,298.77095046407715,14,transition,False,3,3,3,9.597662454993214e-26,0.00022925381592717495,0.00022925381592851844,5.255731211778702e-08,1.2063195520840977,0.0012986578220833967,-1.3831261646327715,1.672610656448919,1.206320251115978,2.1704065046341534,0.00033486154827749143,1.1213225651479873e-07,CALIBRATED,0.0021683053064319325,0.012730432214241336,-0.0014625486150175414,-0.007768482169248653,0.0,0.0,0.0033488248474273837,0.01591103380541175,-0.0004110271993015384,-0.008385522065037046,0.0,0.0
20784458,2,0,5,3.154828830333553,10.131761396069871,5.602136695370774,316.2483564348564,319.87022036617975,15,transition,False,3,3,3,1.916795927115578e-29,0.00014622011649751527,0.00014622011649751475,2.1380322468546787e-08,1.466109350948152,0.0032210304527604114,0.1898736822405863,0.006822743909468642,1.466112889232882,0.18999622375735084,0.0003137357249343531,9.843010510008406e-08,CALIBRATED,-5.6265770984024505e-05,0.010326217404084662,6.420684063333565e-05,0.006291427681037527,0.0,0.0,-6.335211590937123e-05,0.015453448677247216,-2.0900108582487775e-05,0.008655761006919633,0.0,0.0
20784458,3,1,4,2.9620091262949835,30.99356617218018,-8.988828251756008,338.36791646021254,344.09780168491926,16,transition,False,4,4,4,1.3331679924951604e-33,0.00014732936752877445,0.00014732936752877429,2.170594253642865e-08,1.505985004157479,0.003541198258504143,0.20085695781332666,0.005804402182321392,1.50598916756805,0.20094080866443884,0.0003337993825010159,1.1142202775805953e-07,CALIBRATED,-0.002893301709600501,0.011419179511905218,-0.000625245369624401,0.002858247758443005,0.0,0.0,-0.004398298916360906,0.01729473573920514,-0.0009489778961783882,0.0038007770004276323,0.0,0.0
20784458,4,1,5,2.6128137525183313,20.01640202267895,-0.09943254036006,326.55952943506736,331.2813558078018,16,transition,False,4,4,3,2.395538672278007e-31,1.0402098654249023e-06,1.0402098654251202e-06,1.0820365641277468e-12,1.613046437163792,0.004474283999760951,0.19878246292808063,0.004867900174726531,1.6130526425582377,0.1988420579753309,3.9755700132121437e-07,1.5805156929951605e-13,CALIBRATED,0.00022273283565691162,-0.0009299842026062555,-9.338732673506403e-05,-0.00034206452527766874,0.0,0.0,4.606379695512021e-05,-0.00019497894050518618,-0.00014216915880789434,-0.0005806946452091861,0.0,0.0
20784458,5,1,9,4.2871012321034705,26.88611919764151,-21.242672974548004,335.88558812363596,345.7686889409571,16,transition,False,4,4,3,4.031541689925764e-33,5.6010730020956494e-05,5.601073002095646e-05,3.137201877480473e-09,1.2835522259449867,0.001830349883242853,0.017084027001366048,0.02008695036566841,1.2835535309869337,0.026369481480989165,9.214099534289195e-05,8.489963022778837e-09,CALIBRATED,-0.0002954007481503303,0.00413840196667804,0.0004470515567998674,-0.006212667904105838,0.0,0.0,-0.00040571760486199636,0.005606957309018249,0.0005714569013696945,-0.007759629843795436,0.0,0.0
20784458,6,2,3,1.8996161482397476,-32.852753861323194,11.583273706741828,272.9572642801902,276.2074803601099,13,transition,False,3,3,3,4.0427541467782343e-22,0.0006573143250582244,0.0006573143254432952,4.3206212243297427e-07,1.9692352148304277,0.008066479851742997,0.17770923818383014,0.0035427754184775536,1.9692517359203825,0.17774454870274656,0.0025421572930234295,6.462563702472211e-06,CALIBRATED,0.009575730428837196,0.0236105890541221,0.0009410821277459466,0.002697065283552363,0.0,0.0,0.01870543434126937,0.04670936093999029,0.0011778061877314508,0.0030186739290193167,0.0,0.0
20784458,7,2,7,3.2874129379710517,-24.05593980338302,23.682387693920294,281.2652585738258,291.16650762944505,14,transition,False,3,3,2,1.925582635438373e-23,3.522389513789262e-05,3.522389513305906e-05,1.2407227883447415e-09,1.4419370769082915,0.0030337925789427783,0.18027513756060204,0.0076075286874483245,1.4419402684092848,0.18043558328451828,6.372277937915797e-05,4.06059261180484e-09,CALIBRATED,-0.0005507525637741317,-0.0010443000142185415,0.00011071196050350631,-0.005815302837226957,0.0,0.0,-0.00013520286763938282,0.0010851103986839502,0.0002995132309889168,-0.007901729355708823,0.0,0.0
20784458,8,3,8,3.524743548873257,-55.233812509409795,13.620447596609575,250.49350187132112,253.7338988995004,12,transition,False,3,3,3,9.61669433998417e-19,0.0007705084037829816,0.0007705084328940962,5.936832451609159e-07,1.3986677841778177,0.0026986296414762004,0.16309337638828125,0.009012323380443579,1.3986703875820163,0.16334219110334988,0.0015070296331766086,2.2711383152724235e-06,CALIBRATED,0.01484280385693958,0.022630885150833113,-0.003082527760445841,-0.005342346530729523,0.0,0.0,0.020588000503427222,0.031700990042127584,-0.004769901152016096,-0.0074470894849204185,0.0,0.0
20784458,9,3,75,3.7350240505251335,-48.50450191753157,21.81862147485011,256.8634079772149,258.85996691721584,13,transition,False,4,3,4,1.1351477417480406e-19,6.46039396317143e-05,6.46039403905834e-05,4.173669113990054e-09,1.360330173420834,0.0024016673981411855,0.14786993199211307,0.010257004509599139,1.3603322934950297,0.14822524389881125,0.00011916382550139758,1.4200017308127533e-08,CALIBRATED,0.0011261876067834597,0.0026276198758133622,-0.0022599335911803113,-0.007164073967833958,0.0,0.0,0.0013796434574150946,0.0040669399502468,-0.003120375488192297,-0.009538535825040684,0.0,0.0
