hotspot_id,particle_i,particle_j,x_nm,y_nm,gap_nm
0,0,1,12.254368159945134,-1.824994016463871,4.77903486091466
1,0,79,-10.45017818666645,-3.5521762791088367,2.0747983411801805
2,1,2,19.263577316036503,-14.722987577247897,4.504939247769837
3,1,5,35.76876737121144,-4.59903479573707,2.599910533868556
4,2,3,21.065884669872442,-36.15369958794964,5.055856768348974
5,3,4,23.400040023780896,-57.079692693696686,3.1433667637837104
6,3,6,36.76751175075927,-54.551212463474904,3.6248080154565088
7,4,15,19.98062055804899,-79.74679319709642,4.335619771403913
8,5,9,57.88766654784126,-7.789622762614632,2.175619399004855
9,5,151,47.86268312070008,6.158799220976926,3.4730842690781003
10,6,7,51.97821188384985,-72.83881098224114,4.331508389663778
11,6,65,57.391804066033416,-63.35369767332932,3.9888089272373506
12,7,8,69.88965895077037,-83.67871256040559,2.7406696838128397
13,7,20,55.63801821661106,-94.47889842188567,3.5095996307112607
14,7,65,63.94834347592687,-73.60149578295187,1.8425598131624739
15,8,13,88.53023645007949,-92.81638514765932,2.4595402102019897
16,8,65,75.30325113295393,-74.19359925149377,3.3965405606392203
17,9,10,79.94409337955041,-12.752648784905292,3.0470649410375543
18,10,11,102.23718498044165,-15.505749615774153,2.191155876608306
19,11,12,120.94821245087277,-24.238936443066766,3.1268754723572023
20,11,29,121.08994757492879,-7.114355315999028,2.901678134291039
21,12,17,139.33208407395526,-34.45951870606148,1.7499737939732647
22,12,55,133.9115026810623,-43.738926676190395,4.1001892355190535
23,13,14,103.2756380542038,-109.98411219627889,2.802561726868195
24,14,16,108.41179381831518,-129.9496565443211,3.1578428052656804
25,14,19,121.61446151334181,-123.69854635015491,4.023814293268494
26,15,21,26.759763052770914,-102.41864789623558,3.8224300760454426
27,15,45,15.024110182277095,-101.25359803396893,2.5900602330715294
28,16,23,115.97338311556834,-148.15303851008383,4.064582425019179
29,16,27,94.87073520712767,-139.78649268311955,2.636396349893655
30,17,18,161.40892403950207,-37.73645592954143,2.8885680292853166
31,17,55,144.6798797282044,-45.25793812453894,1.493265448792986
32,17,193,148.43139852379954,-24.943255115105536,2.32156492245068
33,18,22,182.91529419246427,-42.90930070188488,1.508973357383688
34,18,24,172.64790654838862,-50.715520340490045,2.442707484752063
35,19,36,139.87831224743303,-138.74980119990892,4.796445011363041
36,20,21,42.49314957446114,-109.43143524162406,1.6978934228198064
37,20,25,63.30844966761478,-111.99816649949152,4.42988618377413
38,20,56,53.884942904125445,-117.18502307215627,2.742983334324599
39,21,32,31.420262716003666,-124.58367371754224,3.2425876115559866
40,21,45,20.509361138949668,-111.82663286907379,3.5866817910699247
41,22,24,182.84581378294612,-54.13043933770209,5.795837965056528
42,22,26,203.90557744715687,-45.45303079015416,1.6549625051674113
43,22,44,199.8086945841626,-55.40418385903843,2.5632779323520403
44,23,28,130.59405325382014,-166.18362735899967,4.265791627176256
45,23,36,136.56080984739037,-151.86090694170332,2.313610664158162
46,23,105,117.6898448271167,-162.59264771245,2.2870600474018694
47,24,60,170.8314205086687,-73.65207865468457,3.689920802946304
48,25,27,78.76443339471089,-128.20254382542944,2.401295968504453
49,25,56,64.45210743226143,-123.31200181974013,1.5133410540459558
50,26,33,224.5762695314461,-51.81618900574257,4.488111938778587
51,26,44,210.60107060429766,-54.53299495009567,1.523001332849585
52,26,132,223.3885600870507,-37.20509050496214,2.7985178716853945
53,27,31,78.69323451412612,-147.94252812814202,1.7225543829439864
54,28,30,139.52450571851693,-188.3177691060946,3.4773916839241252
55,28,72,146.57940328043392,-179.96981503674624,3.0998139032691796
56,29,42,140.2714668155158,4.519361110397885,3.7337755325668276
57,29,193,137.80475660071346,-6.2996625396892565,3.505294987138196
58,30,39,154.31016707567022,-205.1073704345706,4.174872047124492
59,30,41,142.93211238529847,-210.37939409131968,2.251940019120987
60,30,72,150.77435090186293,-190.9333634825536,1.859544071466054
61,30,104,132.75868631101616,-202.8112342410921,3.030304009725782
62,31,35,80.03476641454837,-167.1855355098604,2.934167635458987
63,32,34,31.158495601369047,-147.4176267894726,2.5121000995059575
64,32,56,42.812056045667966,-132.33726154807445,5.610724418785836
65,33,47,245.01790559944348,-58.208888335623634,1.1935934200725349
66,34,37,38.802888985723115,-168.37386709870742,4.042758389179863
67,34,62,27.002909684638396,-168.65557120074277,2.107425575948465
68,35,38,87.64966924677799,-188.34785077523682,3.3122418709108032
69,35,105,97.9287288190983,-173.4691092672041,4.104209748295958
70,36,49,158.32508430601482,-150.87078261386046,2.54261636547173
71,36,140,153.2390262854634,-138.9171284813084,2.9424039042821235
72,37,43,44.54963776458386,-189.68537778469693,3.34755826577522
73,37,62,34.084318890187255,-178.36984942424903,3.606682842545343
74,38,78,95.9813265719782,-209.68860759701872,4.040965779256002
75,39,40,168.71712777410505,-221.47390823745184,2.4201305289354167
76,39,41,153.52282612102272,-216.20544697398833,5.080220252175806
77,39,120,174.89820978961285,-203.37901798926407,5.0611752763564795
78,40,58,184.08222326049946,-230.53632632909614,3.2860974637407985
79,40,64,170.05013941619404,-243.44247435420093,3.389527356679544
80,41,50,145.5986793928521,-232.63046897391348,3.3511329279111948
81,41,104,131.97134535636866,-213.90931078050986,5.359466998143553
82,42,63,162.5451132186194,7.2558227689898604,1.7194338907457976
83,42,193,149.22904614130408,-3.0889564257139104,2.1933262063130172
84,43,46,52.52245941696157,-207.7929765720977,2.7168741103833582
85,43,53,38.56079565323326,-212.27453730398474,3.8733213086039875
86,44,113,210.9190348562629,-76.48936714751378,5.582506630319198
87,45,52,4.392080479731569,-121.5580292372083,3.488823089371234
88,46,48,64.07823049361882,-225.39083296641942,2.6262890864434425
89,47,51,267.07049303731367,-60.179164398633766,3.656726903937514
90,48,76,64.0056662251168,-247.7344587058402,2.9858173754649435
91,48,155,78.09606807756143,-237.084933677601,3.5703415670794385
92,49,59,176.7673413932346,-162.63877413577086,4.227506848059477
93,49,140,164.30103930724977,-141.07913126947426,5.981365114950652
94,50,64,158.30974572531284,-249.32701143391353,1.5801633420362755
95,50,84,144.00028748002813,-255.21572775401359,4.997784919855363
96,51,57,290.93961621416327,-62.61286057474651,4.7712643514366135
97,51,147,283.35039241798904,-73.43576438276978,2.981854915147416
98,52,66,1.2010887342708065,-143.23024964892795,1.6827049414308917
99,53,54,35.6358577897595,-234.75535072939758,3.236591332113317
100,54,138,34.33673224829682,-257.79464819775154,3.8816262067536655
101,55,173,143.1553651133031,-64.79994990505301,1.9545324074553996
102,57,61,313.3053070382598,-65.55338699285804,1.0457626181046713
103,58,73,206.372193795126,-232.3776613248022,2.4846730485415165
104,58,81,193.56941145129932,-241.46612291245214,5.155954983037741
105,59,111,194.23184650124472,-177.85269966529438,3.0773721103839655
106,59,120,184.52156211324962,-184.03468776540214,3.5917093563668736
107,60,93,180.57807364482193,-86.37406829098445,3.0753006409538237
108,60,173,158.06792338488088,-80.21502602425002,4.323737847734474
109,61,67,333.65496167512924,-65.03760685251656,2.100896689381745
110,61,80,329.54655468965007,-77.91066025468695,1.9840865234180782
111,63,75,183.20986890290544,11.564059259548852,1.837049070674933
112,63,96,184.5055451811041,0.3490074379003758,5.677535547493253
113,64,70,175.17234336641167,-264.2198895296805,4.104169958929663
114,64,81,179.53732760699387,-254.37227093755692,3.961579797544495
115,66,68,-2.7990183413649703,-163.50464142726412,1.6487921492885995
116,67,69,352.35936270848447,-68.51928649658757,2.1893925094516646
117,68,92,-7.315229576748074,-184.21401890097732,2.462068495559805
118,69,86,372.26421715492467,-76.23258708689511,3.142176833342724
119,70,71,191.64197671253459,-280.6267929517788,2.6612641350171415
120,70,81,187.14276687783308,-263.7216049164999,1.5433218753718556
121,71,74,211.3801718659245,-291.26060107515264,2.89396274519083
122,71,100,201.67135176535479,-299.6279475684694,4.000572785490355
123,73,82,228.19608574677426,-235.98418542250903,2.1729771351082867
124,73,89,218.1658436649152,-246.49908460333543,1.706356893031824
125,74,77,225.83009184711878,-305.2795429420721,2.075982048098801
126,74,99,227.96830851035713,-285.69444049563174,1.5624497212020394
127,74,100,212.545352843461,-303.20418624868796,5.6338584754184815
128,75,88,203.547780123059,12.485470473658072,2.417058384020727
129,75,96,194.3209440028772,5.131488383842737,2.5792970997901143
130,76,116,61.80789382553991,-271.2203135775437,4.46067706763748
131,77,98,232.58131323076037,-327.29633966980316,4.003515337510631
132,77,127,219.70775075763584,-324.1355741434277,5.6780322583859615
133,78,90,107.75207533234277,-229.90933301917755,2.981408796895739
134,78,104,112.39877516350117,-212.89431087053316,2.9161790326785173
135,78,155,96.43262385441426,-228.56950756508115,2.4799588955895473
136,79,87,-31.51574841269943,-11.885342489025382,3.2847085331065315
137,79,103,-29.58090847608905,0.4324976175190267,2.9918329308619107
138,80,85,342.86696441135115,-97.07925198369472,4.700814153488963
139,82,83,242.57065237406033,-246.6296852473571,1.737700975351796
140,82,188,248.92943380435798,-231.5414434968798,1.494675929776907
141,83,97,250.91313472567018,-267.1944033856696,2.7753211931399413
142,83,99,239.7724465686622,-266.77005201733243,3.045645438939321
143,83,196,256.84320597880867,-254.1644023508855,2.6759856077616604
144,84,91,141.89810029265777,-278.48467353354204,4.397564203804183
145,84,153,129.87551026833705,-275.81205813013423,5.7906977706929155
146,85,101,361.2352408225926,-106.63596153719206,2.6356238850934837
147,86,108,394.7396155574477,-72.87107002871011,3.0807071374308954
148,86,122,390.780021642472,-85.42861529858925,2.4272300629632433
149,87,95,-50.20878409899571,-24.13408237607635,2.0014196174479295
150,87,103,-40.19630051545558,-4.3484923132886815,4.9377457257625
151,87,117,-50.88660518645014,-8.51507430649189,3.9249803799589955
152,88,96,204.84345640125767,1.270418652009596,3.5979284994268923
153,88,107,224.08172849967522,13.073179259587521,1.9107718391132416
154,88,115,214.38277211098458,-3.766647486402486,4.789975368131373
155,89,99,226.45040780022265,-266.9265736467433,4.0792005692716735
156,90,129,111.45771270920996,-252.3452332558528,4.039416915618538
157,90,155,101.1850681418411,-239.03136977347472,2.7969396199246503
158,91,94,147.75232203344544,-301.3154155396203,2.742306946496253
159,91,153,132.82562295599172,-287.64874347273866,4.632137056084201
160,92,130,-8.941109829035735,-206.99970699385926,3.6026150419332303
161,93,113,203.70280719119967,-87.93761226247733,3.288805945369866
162,93,181,193.2076425046103,-98.57837179928521,2.51040012133317
163,94,106,159.66030596672812,-319.6409991303083,3.222493401170844
164,96,115,205.1559359908028,-11.12062957621782,1.5750392345024622
165,97,99,244.82313223369152,-276.9763926042294,2.2975340964428526
166,97,102,263.21899641380014,-286.62294567271726,3.4679852841643104
167,98,109,246.13906226719604,-344.7315809475249,3.845188133212339
168,98,110,236.18413179135393,-349.79246029207957,1.8607818306818658
169,100,127,206.42301175397802,-322.0602174500435,2.1698298235790467
170,101,184,379.64398957108824,-114.78204340342577,2.4959032416798053
171,102,137,280.053657466389,-302.17589285409974,2.964744438231701
172,103,117,-48.95176524983976,3.8027658000525184,2.9471583831003585
173,103,141,-48.063287870418556,14.957002347656742,4.075143565551048
174,106,169,162.34758466940005,-336.6350784550455,3.088032060286711
175,107,119,246.28338276842936,15.302357899442953,4.781286939018656
176,108,124,418.06968614761854,-71.06150562549035,5.1419134695356306
177,109,110,246.5665783472361,-355.65360802877103,2.3350075459123474
178,109,112,262.1533360443771,-360.4658225428145,2.7328361795226
179,110,133,241.75440325640935,-372.06046533079905,4.914184615320899
180,111,118,210.44030954624907,-193.44427840749182,3.4246841328394666
181,111,120,194.60582315582633,-189.64262456118112,3.0223022103016284
182,112,121,278.4332315040332,-376.0465504355803,4.162652460083876
183,112,133,257.34116095355034,-376.8726798448425,4.638770182814401
184,113,114,226.85758362106552,-91.48389216148831,3.8102204434420983
185,114,126,249.44889898163518,-98.60363674616715,3.6264764277728716
186,114,154,236.35672202074954,-105.50017146262877,2.4225778236530147
187,115,132,223.38720920366956,-22.9930174216714,2.115311263931357
188,115,187,225.8633074286981,-12.702240550135116,3.380815994426598
189,116,125,63.754963114080525,-295.14035586051136,3.6635236182952227
190,117,141,-58.75359254141311,10.790420354453534,2.379131798499511
191,117,149,-70.78649923853317,1.7843865349005301,2.6991700093190545
192,118,170,225.90272183032636,-196.95910860204822,2.7198324593590506
193,119,128,269.6798251498118,14.389793066048295,2.5643789174217098
194,121,123,297.3494512941646,-389.44265675644675,2.5809597835382974
195,121,190,293.5413246645519,-371.3430444012227,2.652475346659312
196,122,134,409.08022205063946,-93.76255604933839,2.7163827455749363
197,123,145,302.3575026191534,-408.34971475493813,3.3653520291496477
198,124,134,425.4587611219436,-83.15405014066054,2.6442302458175604
199,124,139,441.23136906363845,-76.40545932325689,2.532807896586604
200,125,143,63.086312030584054,-318.1197795692822,3.122027997740858
201,126,135,272.1228544590142,-105.13830814644203,3.705484942103592
202,126,166,258.32755475977626,-115.10602955758863,5.1282140538955225
203,128,168,290.95984078274336,21.26791986549564,3.0233220344009233
204,128,171,291.2368100620434,9.95633185180223,3.6720549913164255
205,129,153,115.60696936516064,-274.6476996767327,3.1236251178956884
206,130,131,-4.071209014643369,-226.34081504096417,1.140192711507229
207,130,185,-18.734508947080293,-226.61980717125658,1.9881464249701608
208,132,187,234.55526493183797,-19.537562257176614,1.1689537804526857
