particle_id,x_nm,y_nm,radius_nm,coordination
0,0.0,0.0,10.0,2
1,14.481411106813882,-17.113883629501643,10.0,3
2,23.14618408579622,3.6000693915473114,10.0,3
3,20.087457549563243,-40.1648550728126,10.0,2
4,44.115193533885524,13.015848867394958,10.0,2
5,64.78413548803319,4.147889364219724,10.0,4
6,87.6845122793535,1.1165507039525786,10.0,4
7,110.56353292882879,6.099560095954825,10.0,2
8,130.45973214727786,14.468407099805912,10.0,3
9,147.08866068641217,-2.1986548805427155,10.0,4
10,74.45786972479526,-16.935003326712568,10.0,4
11,23.14281300099637,-63.118191987510414,10.0,3
12,40.39159991723629,-76.81880208337569,10.0,2
13,47.96584360634245,-99.67726061896414,10.0,2
14,13.159551339562682,-82.48502586963176,10.0,3
15,152.35991637286944,20.5694035999359,10.0,5
16,55.73054736638236,-120.4378992421094,10.0,3
17,-2.5481482298868965,-99.20003861576896,10.0,3
18,170.5270628050521,-8.767739757259339,10.0,3
19,68.78981143510354,-139.64312614686142,10.0,2
20,192.35839894670934,-15.187767602016343,10.0,2
21,95.67151278682232,-25.250223900961434,10.0,2
22,175.29793156344948,15.743309467569361,10.0,4
23,79.86594986238497,-158.85043796486548,10.0,4
24,99.56407912127167,-173.1876133356967,10.0,3
25,116.62197777886037,-189.5984122755856,10.0,2
26,136.3673171189066,-202.64188294687887,10.0,5
27,196.55932808237995,21.71165333912473,10.0,3
28,215.46091846863874,9.135422666434762,10.0,3
29,212.8465145850529,-25.77604350917355,10.0,2
30,66.07632467603601,-178.90564871335638,10.0,4
31,-12.177179031182261,-118.78433598470437,10.0,2
32,153.7607447958474,-219.43936106066792,10.0,4
33,116.36078769862206,-35.174599256146024,10.0,3
34,234.06070433280047,-35.6221234497544,10.0,3
35,258.68215551423225,-34.47025083986861,10.0,4
36,220.82600661380718,29.77679850981469,10.0,4
37,138.49501059974406,-35.779864440224266,10.0,3
38,241.33313101611665,20.8295320561421,10.0,4
39,77.0884008336407,23.0493824653772,10.0,3
40,278.292566358939,-49.4873971576722,10.0,5
41,83.70983439251427,-195.62784489448333,10.0,4
42,245.64096900370888,-53.49868628671063,10.0,4
43,166.33525459232465,-239.3541499991928,10.0,3
44,260.18857888751506,34.388113486349226,10.0,3
45,282.27236538803936,44.437658350432535,10.0,3
46,300.68923259705673,-51.01001666925516,10.0,3
47,-15.816856974606607,-142.2211509362703,10.0,2
48,324.95456861711193,-58.41343477187831,10.0,3
49,280.44141539115475,22.53344562429391,10.0,3
50,304.31509315229493,17.603086162049433,10.0,2
51,143.56587164362878,-181.180193012172,10.0,3
52,187.13910467171715,-251.0933731876352,10.0,2
53,156.09869219828633,-53.388630180204466,10.0,4
54,262.02045501054545,-68.21420452603807,10.0,3
55,-16.99322250308828,-165.16198955280183,10.0,3
56,166.91199218107863,36.91668074413601,10.0,3
57,326.8447066209815,23.11993427180357,10.0,2
58,-20.63454142160833,-187.82343351217853,10.0,4
59,1.3964712313571503,-200.61924365862302,10.0,3
60,155.4224966225716,-259.97093669151354,10.0,2
61,282.0815541546612,-28.47629870181899,10.0,3
62,-17.669316724928503,-210.12272746538002,10.0,3
63,347.7292286013972,-57.27176682208189,10.0,2
64,100.37145134306543,-210.51771085665072,10.0,2
65,37.92242017983344,-136.6271245575594,10.0,2
66,80.22299531950765,-216.68514225910718,10.0,4
67,369.45342614161734,-58.359580553406076,10.0,3
68,283.53741944401804,-72.12957989495203,10.0,3
69,392.65916696866395,-67.30882242400438,10.0,2
70,236.29801332426905,46.11652141944499,10.0,3
71,174.83596232172331,-63.342866370589505,10.0,4
72,30.257441980675818,-158.76431389910192,10.0,3
73,97.28530671045972,30.868271290196436,10.0,3
74,163.52783095653427,-283.58130178023634,10.0,3
75,303.3386610507872,-85.00745152281102,10.0,2
76,322.32615081967083,-96.74823883888786,10.0,2
77,349.62957326368854,22.028111783821938,10.0,2
78,62.60915880851365,-201.15467214898,10.0,4
79,305.2666187142075,45.07878987875639,10.0,2
80,190.6161062101119,-46.86391675822279,10.0,2
81,119.18499991742685,38.292062317249304,10.0,3
82,408.3698193421208,-85.98911819611155,10.0,2
83,-15.263265326026291,-233.43896786017564,10.0,3
84,83.68636907037163,-238.2738358030122,10.0,3
85,101.91453162946485,54.72623716987983,10.0,3
86,-30.687612080723724,-249.0608134377281,10.0,3
87,196.72468643066662,-74.14074625145881,10.0,3
88,73.90702402767634,-258.1324818041,10.0,2
89,-42.519527041556096,-269.01065586943747,10.0,3
90,44.95617234352424,-184.47017963901857,10.0,4
91,203.9197549667184,-264.4083442428065,10.0,2
92,179.88296935276307,-299.4258592791772,10.0,2
93,104.99211421945479,-248.8306768551287,10.0,2
94,22.726053538744395,-179.69611099180085,10.0,4
95,216.18842230598267,-85.00005724996166,10.0,3
96,-53.96783298163705,-289.60518229385127,10.0,2
97,428.4573404339807,-78.01746422934211,10.0,2
98,436.4008066150278,-101.1635005432585,10.0,3
99,338.7242390522767,-112.29731552031788,10.0,2
100,254.360826874265,62.844208062768644,10.0,3
101,27.534068457089678,-201.47163327426773,10.0,4
102,185.18726854100956,50.91755314399692,10.0,3
103,235.914956008024,-99.48064287656163,10.0,3
104,208.2116773766529,-286.80455621208546,10.0,2
105,324.64388997261375,59.030225245563415,10.0,2
106,122.00765257402537,-263.74092703435826,10.0,2
107,207.5605814225642,58.711207893709386,10.0,2
108,21.855697137643663,-225.31886135676237,10.0,2
109,346.98946141437045,58.17083156988607,10.0,3
110,141.65143930088976,43.64160889700411,10.0,2
111,137.1015139897346,-280.73071240593157,10.0,3
112,-0.6617579486115872,-251.06256264256706,10.0,2
113,454.2069169475178,-84.15703447122708,10.0,3
114,82.09293933998708,-278.1513791813711,10.0,2
115,-2.8667347130751146,-274.5273947716126,10.0,2
116,369.5654074493028,63.7049609998422,10.0,3
117,307.8486224140714,-30.33142837262805,10.0,3
118,476.03214027884434,-90.68580653616898,10.0,3
119,187.53465567008868,73.55281577751519,10.0,3
