hotspot_id,particle_i,particle_j,x_nm,y_nm,gap_nm,radius_i_nm,radius_j_nm,coordination_i,coordination_j,euclidean_distance_nm,geodesic_steps,Einc_x_real,Einc_x_imag,Einc_y_real,Einc_y_imag,Einc_z_real,Einc_z_imag,Escat_x_real,Escat_x_imag,Escat_y_real,Escat_y_imag,Escat_z_real,Escat_z_imag,PDA_Ex_real,PDA_Ex_imag,PDA_Ey_real,PDA_Ey_imag,Etotal_z_real,Etotal_z_imag,M2_inc,M2_scat,M2_total,M4,f_inc,f_scat,geodesic_distance_nm,remote_classification,u_gap_x,u_gap_y,gap_axis_x,gap_axis_y,FWcorrected_Ex_real,FWcorrected_Ex_imag,corrected_Ex_real,corrected_Ex_imag,FWcorrected_Ey_real,FWcorrected_Ey_imag,corrected_Ey_real,corrected_Ey_imag,Cparallel_real,Cparallel_imag,Cperp_real,Cperp_imag,M2_PDA,M4_PDA,M2_corrected,M4_corrected
18,9,124,137.2980644579616,-8.40364359253687,3.1825502846020264,10.0,10.0,4,3,348.4877746842764,14,3.668725647135565e-18,0.0,0.0,0.0,0.0,0.0,-0.0056020210979404,0.0051799429949531,-0.0048665433813076,0.0019289399721924,0.0,0.0,-0.0056020210979404,0.0051799429949531,-0.0048665433813076,0.0019289399721924,0.0,0.0,1.3459547873950267e-35,8.561850371120558e-05,8.561850371120554e-05,7.330528177745716e-09,1.5720372688770446e-31,1.0000000000000004,449.6225250285551,transition,-0.8446522154168288,-0.535315453719994,-0.8446522154168288,-0.535315453719994,-0.008961353204675433,0.006773179544092336,-0.008961353204675433,0.006773179544092336,-0.005917239953774464,0.00402908112028896,-0.005917239953774464,0.00402908112028896,1.4610552716825351,0.0031818816720441947,0.18786676284329634,0.006986831262930671,8.561850371120348e-05,7.330528177745364e-09,0.00017742903573987132,3.148106272358053e-08
19,10,21,85.06469125580878,-21.092613613837003,2.785116746716497,10.0,10.0,4,2,307.9249822606694,11,2.4387016357336043e-14,0.0,0.0,0.0,0.0,0.0,-0.0168399269871721,-0.0016159441498314,0.0068245432515504,-0.0004365363074065,0.0,0.0,-0.0168399269871477,-0.0016159441498314,0.0068245432515504,-0.0004365363074065,0.0,0.0,5.947265668129757e-28,0.0003329593709686,0.0003329593709678,1.1086194271527841e-07,1.786183596768257e-24,1.0000000000024671,391.02106941262457,transition,0.9310306941957671,-0.364940880781186,0.9310306941957671,-0.364940880781186,-0.02637041936167548,-0.002094160117184954,-0.02637041936167548,-0.002094160117184954,0.010386950205406585,0.0006082693084656317,0.010386950205406585,0.0006082693084656317,1.5602192611602148,0.004013872782615275,0.1998060780931696,0.00532999707548449,0.0003329593709678059,1.10861942715277e-07,0.0008080432500282541,6.529338939162236e-07
20,10,185,64.0160480863576,-21.33622707966416,2.662957410937352,10.0,10.0,4,1,297.0431583547155,11,2.1492756141163732e-13,0.0,0.0,0.0,0.0,0.0,-0.0110075355730417,0.0067334075394664,-0.0064368347669396,0.0018016842756557,0.0,0.0,-0.0110075355728268,0.0067334075394664,-0.0064368347669396,0.0018016842756557,0.0,0.0,4.619385665435312e-26,0.0002111835245303,0.0002111835245256,4.45984810310633e-08,2.187379756925544e-22,1.0000000000224052,385.6597161682271,transition,-0.9214879990374364,-0.3884068326252534,-0.9214879990374364,-0.3884068326252534,-0.01851552093061715,0.010191614671363727,-0.01851552093061715,0.010191614671363727,-0.008156879982709303,0.004080435807359565,-0.008156879982709303,0.004080435807359565,1.597672659818296,0.004340295017664207,0.19908035565727908,0.005002379724869786,0.00021118352452561775,4.459848103106219e-08,0.0005298781723719839,2.8077087755627385e-07
21,11,12,31.76720645911633,-69.96849703544305,2.0278770443448515,10.0,10.0,3,2,238.94530478828,5,6.353033331786786e-09,0.0,0.0,0.0,0.0,0.0,-0.0214573079202952,-0.0021426404507657,0.0146238394096047,-0.001115832560434,0.0,0.0,-0.0214573015672618,-0.0021426404507657,0.0146238394096047,-0.001115832560434,0.0,0.0,4.0361032514793906e-17,0.0006801087326684,0.0006801084600305,4.625475174050718e-07,5.934499405136542e-14,1.0000004008742145,253.5556814904596,transition,0.783043544392225,-0.6219668862452902,0.783043544392225,-0.6219668862452902,-0.038185192398799334,-0.0018400743535790425,-0.038185192398799334,-0.0018400743535790425,0.029897570520344675,0.0009364536339451757,0.029897570520344675,0.0009364536339451757,1.8728738804302985,0.006982306579965962,0.1831655160619054,0.003718681455765871,0.0006801084600305056,4.625475174050658e-07,0.002356236460587534,5.55185025820207e-06
22,11,14,18.15118217027953,-72.80160892857108,1.7885237686800366,10.0,10.0,3,3,230.3833612684903,4,2.398233909439603e-08,0.0,0.0,0.0,0.0,0.0,0.0089190132788722,0.0083584317071497,0.0093503767891017,0.0165349890100913,0.0,0.0,0.0089190372612113,0.0083584317071497,0.0093503767891017,0.0165349890100913,0.0,0.0,5.75152588438596e-16,0.0005102475861337,0.0005102480139319,2.603530357215267e-07,1.12720201301023e-12,0.9999991615877668,239.64803465739763,transition,-0.458188988268409,-0.888854797494828,-0.458188988268409,-0.888854797494828,0.012190547736616403,0.017537168474638334,0.012190547736616403,0.017537168474638334,0.02227484303297199,0.034049108211647215,0.02227484303297199,0.034049108211647215,2.061157717938989,0.009122119795641339,0.17264760174941188,0.0034034297548240318,0.0005102480139319729,2.603530357215228e-07,0.0021116721343785744,4.459159203110964e-06
23,12,13,44.178721761789376,-88.24803135116991,4.080662243492832,10.0,10.0,2,2,229.31326126492985,5,2.8217329738831135e-08,0.0,0.0,0.0,0.0,0.0,-0.0070593974646397,-0.0024052248611638,0.0238754850254527,0.0053710388658162,0.0,0.0,-0.0070593692473099,-0.0024052248611638,0.0238754850254527,0.0053710388658162,0.0,0.0,7.962176975899242e-16,0.0006545070428952,0.0006545066445013,4.283789476964202e-07,1.216515835674268e-12,1.0000006086934323,238.65381107275525,transition,0.3145363533825945,-0.9492454279061762,0.3145363533825945,-0.9492454279061762,-0.01012021654706899,-0.002460921785043564,-0.01012021654706899,-0.002460921785043564,0.03081893218246155,0.007279496848569056,0.03081893218246155,0.007279496848569056,1.3040223525445702,0.001972083402398541,0.0973315255822686,0.014146541631704389,0.0006545066445013494,4.283789476964158e-07,0.001111272574227162,1.2349267342294634e-06
24,13,16,51.84819548636241,-110.05757993053678,2.1651695351515023,10.0,10.0,2,3,215.7870188235695,4,2.0647835559866809e-07,0.0,0.0,0.0,0.0,0.0,-0.0137276893935485,-0.0048930094119918,0.0339976073543753,0.0047929993084814,0.0,0.0,-0.0137274829151929,-0.0048930094119918,0.0339976073543753,0.0047929993084814,0.0,0.0,4.2633311330730036e-14,0.0013912011453849,0.0013911954764861,1.935424853795485e-06,3.0645090536387254e-11,1.0000040748398962,215.53504734180115,transition,0.3503110475977162,-0.9366334234539097,0.3503110475977162,-0.9366334234539097,-0.02334799918478357,-0.004522561564732306,-0.02334799918478357,-0.004522561564732306,0.06195148864141866,0.010526944785204466,0.06195148864141866,0.010526944785204466,1.8073746898543257,0.006340639280415056,0.18751200199836898,0.003964890131445588,0.0013911954764861299,1.93542485379547e-06,0.0045143861404380176,2.037968222497886e-05
25,14,17,5.305701554837893,-90.84253224270036,2.937381648035064,10.0,10.0,3,3,208.65099554638937,3,5.619717833544208e-07,0.0,0.0,0.0,0.0,0.0,0.0055666579087171,0.0135833405505249,0.003531891878031,0.0140785086071815,0.0,0.0,0.0055672198805005,0.0135833405505249,0.003531891878031,0.0140785086071815,0.0,0.0,3.1581228528654814e-13,0.0004261734856248,0.0004261797425499,1.8162917295995274e-07,7.410307289524066e-10,0.9999853185768066,217.5012225556982,transition,-0.6848078743458141,-0.7287236617771977,-0.6848078743458141,-0.7287236617771977,0.006809453461666353,0.020335217767566277,0.006809453461666353,0.020335217767566277,0.0067681221155165075,0.021550109472108447,0.0067681221155165075,0.021550109472108447,1.5135356572068666,0.003607005398383826,0.20071065124249746,0.005738354105615908,0.00042617974254995897,1.816291729599493e-07,0.000970104433331345,9.4110261156913e-07
26,14,186,17.164933829678702,-93.58871671863956,3.608052809367216,10.0,10.0,3,2,211.2584458517929,4,3.913113526726213e-07,0.0,0.0,0.0,0.0,0.0,-0.0070812911145899,-0.0024915884419235,0.0194462018172497,0.0040040860684145,0.0,0.0,-0.0070808998032373,-0.0024915884419235,0.0194462018172497,0.0040040860684145,0.0,0.0,1.531245747304766e-13,0.0004505401671739,0.0004505346253478,2.029814486373643e-07,3.398730444130413e-10,1.0000123005553248,224.93765274183693,transition,0.33932340989399684,-0.9406697738834339,0.33932340989399684,-0.9406697738834339,-0.009711630074791942,-0.002329298679136038,-0.009711630074791942,-0.002329298679136038,0.026921294488118253,0.005999557264324763,0.026921294488118253,0.005999557264324763,1.3834791291376225,0.002580978671973498,0.15706212819906354,0.009505443111498868,0.0004505346253478894,2.0298144863736306e-07,0.0008604921753301265,7.404467838043732e-07
27,15,22,163.82892396815947,18.15635653375263,3.4402159857315238,10.0,10.0,5,4,385.80129316173776,14,4.274615936779759e-22,0.0,0.0,0.0,0.0,0.0,-0.0099409269303391,-0.0059803734499975,0.0024066513961822,0.0008853209920477,0.0,0.0,-0.0099409269303391,-0.0059803734499975,0.0024066513961822,0.0008853209920477,0.0,0.0,1.82723414069715e-43,0.0001411626590374,0.0001411626590374,1.992689630653267e-08,1.2944174848760562e-39,1.0,460.8245837110316,transition,0.9785752488177935,-0.20588949074975546,0.9785752488177935,-0.20588949074975546,-0.01411900446208474,-0.008390833308441602,-0.01411900446208474,-0.008390833308441602,0.003027093736145794,0.001704985001798332,0.003027093736145794,0.001704985001798332,1.4140785559255902,0.0028180011218418726,0.16921282468388263,0.008511992337339118,0.0001411626590374822,1.9926896306532456e-08,0.0002818226409541922,7.942400095439554e-08
28,15,56,159.63595427697402,28.74304217203596,1.8859859352315809,10.0,10.0,5,3,391.5202607541176,14,9.832569095849613e-23,0.0,0.0,0.0,0.0,0.0,-0.0053895356570172,0.0034233514791558,-0.0073600746201964,0.0021409084397571,0.0,0.0,-0.0053895356570172,0.0034233514791558,-0.0073600746201964,0.0021409084397571,0.0,0.0,9.667941502465685e-45,9.952061731038244e-05,9.952061731038244e-05,9.904353269839593e-09,9.71451118747942e-41,1.0,459.8014009060928,transition,0.6649038271007742,0.7469289796940161,0.6649038271007742,0.7469289796940161,-0.011867564416147777,0.005205930400755534,-0.011867564416147777,0.005205930400755534,-0.013556801239746924,0.0055416580017173395,-0.013556801239746924,0.0055416580017173395,1.980513425834452,0.008195999062262115,0.17708821284397835,0.003525678736554922,9.952061731038037e-05,9.90435326983918e-09,0.00038243762977092916,1.462585406648063e-07
29,15,110,147.0056778368796,32.10550624847001,5.436158091802639,10.0,10.0,5,2,386.6827896925293,14,3.4129924325526144e-22,0.0,0.0,0.0,0.0,0.0,-0.0013658616822371,-0.0034765451363745,0.0031143035619665,0.007319084393091,0.0,0.0,-0.0013658616822371,-0.0034765451363745,0.0031143035619665,0.007319084393091,0.0,0.0,1.1648517344661408e-43,7.721982724951856e-05,7.721982724951856e-05,5.962901720445488e-09,1.5084878792880276e-39,1.0,450.9292832198933,transition,-0.42099428039923664,0.9070632920977063,-0.42099428039923664,0.9070632920977063,-0.0015707937936631938,-0.003284605643064871,-0.0015707937936631938,-0.003284605643064871,0.0037056371783500516,0.009073300939747442,0.0037056371783500516,0.009073300939747442,1.185919963072383,0.0011669557272190132,-4.8847272197468286,6.760933811588224,7.721982724951823e-05,5.962901720445438e-09,0.00010931256421345636,1.1949236694921021e-08
30,16,19,62.26017940074295,-130.0405126944854,3.22466616508412,10.0,10.0,3,2,207.19505266656003,4,6.864955691980626e-07,0.0,0.0,0.0,0.0,0.0,-0.0172167918484087,0.0001210823805078,0.0219615128478637,-0.0031461825290097,0.0,0.0,-0.0172161053528395,0.0001210823805078,0.0219615128478637,-0.0031461825290097,0.0,0.0,4.712761665285719e-13,0.000788639093567,0.0007886154555356,6.219143367097329e-07,5.975994551215782e-10,1.0000299740909178,211.89698742615428,transition,0.5623014761932051,-0.8269323127505314,0.5623014761932051,-0.8269323127505314,-0.023036112664221352,0.0018665784983167874,-0.023036112664221352,0.0018665784983167874,0.03327846100425197,-0.0033178805255494243,0.03327846100425197,-0.0033178805255494243,1.4533768506214935,0.0031224048006759817,0.18481774612668106,0.007236121336247203,0.0007886154555356666,6.219143367097269e-07,0.0016526108999624172,2.7311227866745904e-06
31,16,65,46.8264837731079,-128.5325118998344,4.066998363042909,10.0,10.0,3,2,198.17423704100105,3,2.299499083518746e-06,0.0,0.0,0.0,0.0,0.0,0.0215194998900795,0.0160762567613146,0.0152843882869009,0.0140475482059042,0.0,0.0,0.021521799389163,0.0160762567613146,0.0152843882869009,0.0140475482059042,0.0,0.0,5.287696035103554e-12,0.0011524810428768,0.001152580016305,1.3284406939857564e-06,4.587704072863311e-09,0.9999141288007376,196.38979467172092,transition,-0.7399396849544371,-0.6726732212817219,-0.7399396849544371,-0.6726732212817219,0.025496140924813775,0.020713726951346313,0.025496140924813775,0.020713726951346313,0.022746733351829463,0.01871358189422201,0.022746733351829463,0.01871358189422201,1.3053772388697453,0.0019814645269357395,0.10264298459683921,0.013753355076631427,0.001152580016305046,1.3284406939857399e-06,0.001946723711763879,3.789733209943734e-06
32,17,31,-7.362663630534579,-108.99218730023668,1.823449260077684,10.0,10.0,3,2,186.9829951379511,2,9.56024048116294e-06,0.0,0.0,0.0,0.0,0.0,0.0122001566991157,0.0079062413905925,0.0158416345375115,0.0198119794135266,0.0,0.0,0.0122097169395968,0.0079062413905925,0.0158416345375115,0.0198119794135266,0.0,0.0,9.13981980576666e-11,0.0008548243895113,0.0008550577537734,7.311237622881518e-07,1.0689125694061533e-07,0.9997270777779969,195.3675953071537,transition,-0.44122405613076277,-0.8973969758649277,-0.44122405613076277,-0.8973969758649277,0.018120989452560844,0.018901152006136724,0.018120989452560844,0.018901152006136724,0.035276398379900764,0.03906188258477095,0.035276398379900764,0.03906188258477095,2.032258898737419,0.008790245152882268,0.17423889127304007,0.003447237582116228,0.000855057753773474,7.311237622881389e-07,0.003455878759622805,1.1943098001212057e-05
33,17,186,9.311084044953912,-101.94622309170816,4.346081354050835,10.0,10.0,3,2,200.2704855552098,3,1.7446940158240383e-06,0.0,0.0,0.0,0.0,0.0,-0.0130520148175114,0.0112686552016748,0.0022883307246761,-0.0029814826270419,0.0,0.0,-0.0130502701234956,0.0112686552016748,0.0022883307246761,-0.0029814826270419,0.0,0.0,3.0439572088522097e-12,0.0003114633770116,0.0003114178365112,9.698106889736938e-08,9.774511450444506e-09,1.0001462360051243,213.4689619178194,transition,0.9742210339626263,-0.225595604976674,0.9742210339626263,-0.225595604976674,-0.016485951894533005,0.014476378195042714,-0.016485951894533005,0.014476378195042714,0.0038299629018132843,-0.003366032373437437,0.0038299629018132843,-0.003366032373437437,1.277703860908678,0.001789856271546332,-0.0058428788322962,0.02178413961225603,0.0003114178365112837,9.698106889736863e-08,0.0005073509252830594,2.5740496138557656e-07
34,18,20,181.44273087588076,-11.97775367963784,2.755746422771644,10.0,10.0,3,2,374.8764057154451,15,6.6680122923378606e-21,0.0,0.0,0.0,0.0,0.0,-0.0108432938766099,-0.0060422352635983,0.0033614931571352,0.0007994531182225,0.0,0.0,-0.0108432938766099,-0.0060422352635983,0.0033614931571352,0.0007994531182225,0.0,0.0,4.4462387930768815e-41,0.0001660243906089,0.0001660243906089,2.7564098277056916e-08,2.6780636126837318e-37,1.0,481.71617814609726,transition,0.9593768420538664,-0.2821277634880172,0.9593768420538664,-0.2821277634880172,-0.017054567596900595,-0.009163611800359206,-0.017054567596900595,-0.009163611800359206,0.005054926004302343,0.002500564858383407,0.005054926004302343,0.002500564858383407,1.5692240453169684,0.004092353291084335,0.19963159529248797,0.005251229229735028,0.000166024390608899,2.7564098277056274e-08,0.0004066351586648882,1.653521522624188e-07
35,18,22,172.9124971842508,3.4877848551550112,4.971037679916861,10.0,10.0,3,4,380.4593420122258,15,1.6541298117526578e-21,0.0,0.0,0.0,0.0,0.0,0.0006191630384222,0.0017260770205614,-0.0006802712657735,0.0063250589687373,0.0,0.0,0.0006191630384222,0.0017260770205614,-0.0006802712657735,0.0063250589687373,0.0,0.0,2.7361454341288832e-42,4.383184470210065e-05,4.383184470210065e-05,1.921230609989069e-09,6.242368882087577e-38,1.0,474.88384144189,transition,0.19105608743822355,0.9815791213411162,0.19105608743822355,0.9815791213411162,-0.0003284354403818658,0.0014286935983052489,-0.0003284354403818658,0.0014286935983052489,-0.0006256520922217441,0.007819192007878837,-0.0006256520922217441,0.007819192007878837,1.2157342920990926,0.0013607839340982822,-0.24877752122026842,0.03976764186396844,4.383184470209957e-05,1.921230609988974e-09,6.368023943291496e-05,4.055172894233377e-09
36,19,23,74.32788064874426,-149.24678205586343,2.172092137061366,10.0,10.0,2,4,202.53560519169335,4,1.2904074727361982e-06,0.0,0.0,0.0,0.0,0.0,-0.0183626348925959,-0.0018631844884538,0.0232759672987158,-0.0050517756919981,0.0,0.0,-0.0183613444851231,-0.0018631844884538,0.0232759672987158,-0.0050517756919981,0.0,0.0,1.6651514456934221e-12,0.0009079489079699,0.0009079015190725,8.242851683342134e-07,1.8340661522347238e-09,1.0000521960768016,218.11501008913703,transition,0.4995531481112375,-0.8662832401773407,0.4995531481112375,-0.8662832401773407,-0.02713093688786492,0.0023251031867901296,-0.02713093688786492,0.0023251031867901296,0.04547327364704429,-0.005620994905093468,0.04547327364704429,-0.005620994905093468,1.8040720706133775,0.006308284945175965,0.18773116177665092,0.00397730453691286,0.0009079015190725254,8.242851683341993e-07,0.002840908041144591,8.070758498239997e-06
